"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214"
"227","219","        Video media rental","DVIDRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,115.324,112.56,110.202,108.367,107.442,107.709,106.594,110.908,114.478,112.873,106.235,108.897,105.148,104.503,106.289,106.804,107.448,110.807,110.907,102.676,99.843,100.294,101.157,100.495,99.454,99.448,99.701,99.262,98.712,98.724,98.454,100.153,102.84,103.129,103.248,103.675,105.694,105.557,106.204,105.62,108.846,111.897,111.712,110.518,115.616,116.317,116.146,115.959,116.102,115.42,118.123,116.937,117.124,120.389,123.302,129.702
"228","220","      Gambling (91)","DGAMRG3",16.37,16.398,16.482,16.581,16.595,16.694,16.704,16.811,16.845,16.84,16.906,16.931,16.997,17.061,17.11,17.151,17.205,17.237,17.343,17.391,17.463,17.491,17.53,17.609,17.662,17.773,17.827,17.923,18.094,18.259,18.418,18.566,18.61,18.722,18.909,19.117,19.308,19.5,19.763,20.006,20.25,20.567,20.848,21.167,21.504,21.804,22.031,22.355,22.544,22.753,22.979,23.148,23.334,23.485,23.675,23.922,24.303,24.815,25.305,25.939,26.704,27.415,28.182,29.047,29.667,30.027,30.633,31.203,31.566,31.855,32.371,32.841,33.442,34.022,34.488,34.988,35.506,36.263,36.912,37.62,38.464,39.488,40.527,41.527,42.822,43.835,44.861,45.881,47.142,48.011,48.961,49.776,50.364,50.875,51.723,52.278,52.582,53.203,53.708,54.184,54.908,55.401,55.826,56.277,56.78,57.281,57.652,58.209,58.501,58.189,58.534,58.925,59.59,60.219,60.801,61.307,61.733,62.386,63.078,63.665,64.271,65.252,65.72,66.295,67.363,67.993,69.126,70.223,70.595,70.93,71.372,71.878,72.311,72.809,73.26,73.856,74.252,74.792,75.128,75.632,75.857,76.271,76.88,77.237,77.689,78.294,78.688,79.051,79.684,80.352,80.763,81.403,81.845,82.024,82.386,82.81,82.957,83.255,83.671,84.068,84.393,85.023,85.658,86.283,87.137,87.803,88.598,89.213,90.074,90.728,90.977,90.892,91.198,91.927,92.421,92.964,93.912,93.761,94.444,94.814,95.623,96.359,96.967,98.024,98.54,99.154,100.594,101.711,102.205,103.053,103.979,103.709,104.752,105.956,106.603,107.868,109.089,110.51,112.238,109.586,108.918,109.438,110.442,111.18,111.536,111.398,111.792,112.522,113.969,115.111,115.985
"229","221","        Casino gambling","DCASRG3",16.354,16.383,16.467,16.567,16.582,16.682,16.691,16.798,16.832,16.826,16.892,16.917,16.983,17.046,17.095,17.137,17.191,17.223,17.328,17.376,17.447,17.475,17.514,17.596,17.65,17.762,17.815,17.91,18.077,18.24,18.4,18.549,18.596,18.71,18.898,19.101,19.291,19.486,19.745,19.988,20.235,20.551,20.834,21.152,21.491,21.79,22.016,22.344,22.525,22.732,22.958,23.127,23.316,23.466,23.654,23.897,24.275,24.785,25.278,25.913,26.681,27.397,28.165,29.031,29.648,30.01,30.612,31.176,31.531,31.815,32.334,32.799,33.4,33.98,34.45,34.957,35.481,36.246,36.898,37.61,38.454,39.475,40.512,41.504,42.791,43.796,44.82,45.833,47.091,47.959,48.911,49.736,50.339,50.858,51.71,52.264,52.562,53.179,53.683,54.16,54.889,55.385,55.814,56.264,56.766,57.266,57.635,58.194,58.491,58.182,58.528,58.922,59.585,60.213,60.792,61.29,61.709,62.359,63.051,63.645,64.263,65.252,65.724,66.299,67.357,67.982,69.114,70.21,70.585,70.921,71.364,71.871,72.299,72.796,73.241,73.834,74.224,74.764,75.101,75.609,75.84,76.258,76.87,77.228,77.678,78.283,78.676,79.038,79.671,80.339,80.752,81.396,81.844,82.026,82.391,82.817,82.965,83.259,83.671,84.06,84.374,84.998,85.635,86.265,87.134,87.807,88.608,89.224,90.085,90.737,90.982,90.894,91.195,91.921,92.414,92.956,93.905,93.756,94.441,94.813,95.625,96.363,96.974,98.033,98.554,99.168,100.599,101.723,102.21,103.055,103.981,103.713,104.76,105.967,106.615,107.883,109.107,110.53,112.257,109.605,108.936,109.456,110.46,111.197,111.55,111.412,111.804,112.534,113.983,115.123,115.996
"230","222","        Lotteries","DLOTRG3",16.35,16.378,16.462,16.562,16.577,16.677,16.686,16.793,16.827,16.822,16.887,16.912,16.977,17.041,17.09,17.132,17.186,17.218,17.323,17.37,17.442,17.472,17.512,17.59,17.645,17.747,17.806,17.904,18.071,18.235,18.402,18.546,18.594,18.708,18.894,19.102,19.286,19.474,19.737,19.981,20.222,20.545,20.83,21.152,21.487,21.789,22.015,22.335,22.519,22.732,22.954,23.124,23.31,23.461,23.649,23.893,24.269,24.779,25.266,25.903,26.671,27.387,28.158,29.024,29.644,30.001,30.603,31.166,31.523,31.805,32.316,32.782,33.384,33.968,34.438,34.945,35.471,36.234,36.889,37.599,38.442,39.466,40.499,41.492,42.778,43.784,44.8,45.815,47.069,47.942,48.901,49.723,50.324,50.849,51.699,52.252,52.548,53.165,53.668,54.146,54.875,55.371,55.798,56.248,56.749,57.25,57.622,58.183,58.476,58.167,58.515,58.905,59.571,60.199,60.774,61.275,61.691,62.339,63.034,63.628,64.247,65.234,65.704,66.276,67.338,67.962,69.091,70.19,70.565,70.902,71.343,71.846,72.278,72.771,73.221,73.812,74.205,74.742,75.078,75.586,75.818,76.237,76.848,77.206,77.657,78.258,78.653,79.015,79.645,80.316,80.728,81.373,81.819,82.003,82.369,82.794,82.941,83.236,83.648,84.035,84.349,84.974,85.605,86.24,87.099,87.783,88.583,89.203,90.06,90.712,90.96,90.869,91.171,91.896,92.387,92.928,93.88,93.729,94.415,94.786,95.597,96.337,96.945,98.007,98.518,99.134,100.596,101.68,102.17,103.018,103.939,103.669,104.715,105.923,106.574,107.839,109.058,110.479,112.212,109.56,108.896,109.418,110.417,111.152,111.506,111.365,111.759,112.491,113.931,115.078,115.951
"231","223","        Pari-mutuel net receipts","DPARRG3",16.352,16.381,16.465,16.565,16.58,16.68,16.689,16.796,16.83,16.824,16.89,16.915,16.981,17.044,17.093,17.134,17.189,17.221,17.326,17.373,17.445,17.473,17.513,17.593,17.648,17.76,17.813,17.907,18.075,18.238,18.396,18.546,18.593,18.706,18.894,19.101,19.289,19.477,19.74,19.985,20.229,20.549,20.831,21.15,21.488,21.789,22.015,22.335,22.523,22.73,22.955,23.124,23.312,23.463,23.651,23.895,24.272,24.779,25.268,25.906,26.676,27.391,28.161,29.027,29.648,30.005,30.607,31.171,31.528,31.81,32.317,32.787,33.389,33.972,34.442,34.949,35.477,36.24,36.893,37.604,38.448,39.47,40.504,41.501,42.784,43.79,44.805,45.822,47.079,47.948,48.904,49.728,50.332,50.852,51.705,52.258,52.555,53.171,53.675,54.154,54.883,55.379,55.805,56.255,56.755,57.258,57.63,58.189,58.485,58.175,58.523,58.913,59.581,60.208,60.784,61.285,61.701,62.349,63.043,63.637,64.255,65.243,65.714,66.287,67.349,67.974,69.104,70.202,70.577,70.912,71.353,71.856,72.29,72.782,73.231,73.823,74.216,74.754,75.09,75.598,75.829,76.249,76.86,77.218,77.669,78.27,78.666,79.028,79.657,80.329,80.741,81.386,81.833,82.017,82.383,82.807,82.955,83.25,83.661,84.049,84.363,84.988,85.62,86.254,87.115,87.797,88.598,89.217,90.074,90.726,90.974,90.884,91.186,91.911,92.402,92.944,93.894,93.745,94.43,94.802,95.613,96.353,96.961,98.023,98.536,99.157,100.616,101.708,102.198,103.046,103.967,103.696,104.743,105.951,106.603,107.869,109.09,110.511,112.243,109.597,108.924,109.446,110.447,111.182,111.536,111.394,111.79,112.516,113.951,115.109,115.985
"232","224","      Other recreational services (81, 94, and part of 92)","DOTRRG3",16.478,16.55,16.576,16.68,16.785,16.921,16.906,16.914,17.064,16.961,17.014,17.093,17.208,17.284,17.315,17.405,17.396,17.488,17.578,17.606,17.725,17.878,18.088,18.229,18.335,18.467,18.573,18.699,18.981,19.23,19.305,19.501,19.63,19.782,20.1,20.43,20.816,21.137,21.549,21.744,21.954,22.288,22.57,22.792,22.93,23.042,23.352,23.818,24.41,24.908,25.253,25.343,25.559,25.648,25.812,26.085,26.155,26.603,26.819,27.226,27.71,28.411,29.228,29.876,30.687,30.93,31.126,31.507,31.979,32.397,32.862,33.312,33.733,34.142,34.642,35.033,35.495,36.035,36.507,37.091,37.568,38.334,38.851,39.139,39.87,40.989,41.817,42.369,43.188,43.522,43.899,44.76,45.43,45.881,46.527,47.12,47.54,47.913,48.059,48.754,49.136,49.733,50.162,50.768,51.21,51.636,52.008,52.594,53.258,53.562,53.937,54.304,54.614,55.041,55.383,55.993,56.366,56.901,57.1,57.803,58.574,59.221,59.847,60.498,61.227,61.841,62.651,63.265,63.915,64.619,65.293,65.832,65.766,66.458,66.618,67.046,67.272,67.715,68.052,68.686,69.282,69.394,69.727,70.199,70.702,71.105,71.426,72.004,72.48,72.757,73.062,73.55,73.952,74.4,74.72,74.675,75.359,75.889,76.405,77.087,77.75,78.617,78.994,79.561,81.119,82.266,83.483,84.482,85.183,86.07,86.97,87.819,88.132,89.069,90.007,90.568,91.751,92.478,93.22,94.012,95.001,95.984,96.659,97.467,98.559,99.532,100.424,101.484,102.156,103.202,103.956,104.913,106.202,107.387,108.231,109.352,110.405,111.852,113.526,114.629,115.798,116.041,116.724,116.928,117.032,118.31,119.605,119.996,121.093,121.97,122.417
"233","225","        Veterinary and other services for pets","DVETRG3",14.206,14.28,14.283,14.378,14.443,14.521,14.479,14.472,14.662,14.557,14.63,14.709,14.832,14.889,14.878,14.95,14.936,15.017,15.094,15.098,15.215,15.372,15.588,15.72,15.818,15.967,16.067,16.175,16.458,16.682,16.739,16.917,17.04,17.191,17.513,17.84,18.224,18.516,18.933,19.091,19.191,19.475,19.763,20.059,20.329,20.563,20.9,21.21,21.531,21.77,21.925,21.985,22.182,22.259,22.367,22.628,22.564,22.923,23.08,23.32,23.485,24.026,24.624,25.104,25.698,25.795,25.931,26.13,26.433,26.774,27.16,27.434,27.701,27.935,28.214,28.484,28.894,29.284,29.686,30.169,30.634,31.263,31.618,31.849,32.389,33.216,33.915,34.301,35.064,35.298,35.708,36.503,37.204,37.524,38.121,38.817,39.307,39.61,39.913,40.544,40.894,41.376,41.883,42.467,42.887,43.337,43.743,44.149,44.866,45.282,45.734,46.251,46.542,46.96,47.427,48.007,48.496,48.875,49.195,49.654,50.585,51.287,52.095,52.609,53.307,53.848,54.583,55.169,55.872,56.66,57.315,57.651,57.506,58.078,58.482,58.904,59.031,59.45,59.882,60.701,61.528,61.296,61.483,61.896,62.293,62.764,63.069,63.714,64.062,64.459,64.889,65.438,65.621,66.247,66.501,66.508,67.124,67.834,68.388,69.232,69.83,70.762,71.117,71.894,74.105,75.576,77.04,78.437,79.302,80.279,81.806,82.896,83.584,84.825,86.18,86.711,88.286,89.197,90.15,91.437,92.544,94.01,95.385,96.761,98.2,99.436,100.452,101.869,102.645,103.644,104.397,105.729,107.642,109.341,111.131,112.648,114.045,116.043,118.295,119.725,121.554,122.448,122.938,123.598,124.321,125.949,128.009,129.233,131.242,132.725,133.69
"234","226","        Package tours","DHOLRG3",15.422,15.602,15.747,15.901,15.967,16.103,16.19,16.221,16.366,16.417,16.465,16.584,16.575,16.621,16.757,16.83,16.856,16.972,17.075,17.206,17.233,17.246,17.34,17.455,17.563,17.639,17.749,17.947,18.017,18.237,18.451,18.642,18.746,18.874,19.034,19.201,19.467,19.785,20.07,20.348,20.711,21.034,21.423,21.762,22.316,22.846,23.23,23.644,23.933,24.049,24.377,24.6,24.927,25.124,25.295,25.468,25.628,26,26.293,26.92,27.461,28.244,29.029,29.835,30.423,30.934,31.378,32.147,32.917,33.397,33.956,34.527,35.152,35.868,36.587,37.137,37.585,38.211,38.868,39.677,39.869,40.514,40.938,40.987,41.589,43.384,44.042,44.54,45.287,45.506,45.599,46.147,46.647,47.244,47.975,48.468,48.77,49.314,48.804,49.767,49.984,50.462,50.826,51.357,51.866,52.442,52.597,53.307,54.259,55.13,55.61,55.977,56.293,56.728,56.779,56.801,56.862,57.535,57.442,58.066,58.663,59.575,60.183,60.494,61.287,61.961,62.874,63.725,64.232,64.637,65.315,66.053,66.173,66.904,67.139,67.562,68.172,68.69,68.828,69.225,69.593,69.927,70.583,70.974,71.561,72.175,72.671,73.305,73.823,74.042,74.47,75.064,75.768,76.242,76.742,76.72,77.361,78.13,78.784,79.391,80.398,81.579,82.319,83.166,84.095,84.827,86.415,86.927,87.717,88.799,89.071,90.27,90.207,91.268,92.131,93.063,94.173,95.198,95.879,96.319,97.133,97.402,97.954,98.348,98.947,99.673,100.205,101.167,102.03,103.072,103.979,104.908,105.942,106.844,106.729,107.596,108.401,108.99,109.969,110.413,110.988,109.805,111.445,111.02,110.296,111.343,111.842,111.239,111.311,111.337,111.178
"235","227","        Maintenance and repair of recreational vehicles and sports equipment","DRRERG3",28.135,28.088,28.134,28.221,28.606,29.122,29.213,29.316,29.066,28.866,28.691,28.652,28.755,29.008,29.314,29.53,29.531,29.617,29.75,29.878,30.008,30.134,30.243,30.415,30.543,30.462,30.528,30.651,30.89,31.237,31.297,31.578,31.77,31.9,32.229,32.588,32.873,33.192,33.494,33.797,34.64,35.264,35.258,34.719,33.32,31.987,31.858,33.232,35.881,38.582,40.137,40.167,40.262,40.258,40.71,41.163,41.914,42.929,43.336,44.34,46.827,48.199,50.421,51.716,54.372,55.121,55.163,56.011,56.973,57.637,58.279,59.703,60.757,61.717,63.263,64.039,64.649,65.895,66.294,66.964,67.922,69.593,71.143,72.204,74.306,75.702,77.525,79.205,80.159,81.281,81.858,83.533,84.138,85.061,85.639,85.499,85.523,85.843,86.334,86.625,87.429,88.808,88.874,89.651,90.028,89.913,90.493,91.813,91.44,89.94,89.65,89.16,89.513,89.942,90.117,91.877,92.251,93.293,93.492,95.521,95.888,95.745,95.629,97.622,98.372,99.21,100.162,100.365,101.2,102.3,103.072,104.064,103.856,104.985,103.568,104.001,103.542,103.858,104.262,104.583,104.579,105.937,105.963,106.954,107.694,106.946,106.746,106.659,107.753,107.41,106.429,106.055,106.92,105.964,106.112,105.652,106.714,105.329,105.153,105.018,105.044,104.661,104.202,102.988,102.872,103.475,102.755,103.079,102.923,103.064,102.63,101.911,101.43,100.982,100.477,100.509,100.307,99.83,99.871,99.409,100.287,100.74,99.021,98.453,99.171,99.608,100.66,100.533,100.418,101.606,102.071,101.696,101.222,101.117,100.407,100.606,100.921,102.104,103.011,104.188,103.872,104.257,103.755,103.35,102.7,103.045,103.167,102.617,102.49,102.97,102.794
"236","228","    Food services and accommodations","DFSARG3",12.829,13.007,13.142,13.223,13.345,13.381,13.428,13.458,13.537,13.624,13.714,13.815,13.874,13.965,14.067,14.143,14.229,14.301,14.319,14.411,14.46,14.542,14.557,14.59,14.685,14.733,14.865,15.01,15.106,15.283,15.5,15.696,15.947,16.176,16.34,16.539,16.747,16.966,17.225,17.455,17.678,17.934,18.246,18.629,18.951,19.385,19.636,19.872,20.196,20.386,20.628,20.787,20.929,21.161,21.361,21.579,21.809,22.334,22.906,23.794,24.29,24.943,25.724,26.393,26.996,27.377,27.777,28.329,28.762,29.214,29.705,30.109,30.605,31.368,31.925,32.42,33.007,33.88,34.829,35.647,36.592,37.645,38.505,39.449,40.431,41.312,42.12,43.071,44.251,45.13,45.92,46.543,47.13,47.729,48.436,48.948,49.419,49.915,50.275,50.935,51.59,52.188,52.687,53.124,53.68,54.409,54.96,55.55,55.984,56.619,57.182,57.774,58.411,58.902,59.514,59.99,60.736,61.465,62.102,62.697,63.426,64.184,64.94,65.634,66.435,67.193,67.9,68.475,69.354,69.993,70.552,70.883,71.085,71.494,71.945,72.22,72.433,73.013,73.315,73.609,73.802,74.275,74.5,74.924,75.271,75.985,76.438,76.825,77.183,77.89,78.477,79.175,79.705,80.212,80.683,81.396,81.838,82.36,82.836,83.592,83.959,84.512,85.093,85.605,86.283,86.816,87.515,88.035,88.705,89.388,90.045,90.45,91.118,91.516,92.058,92.592,92.911,93.38,94.029,94.781,95.501,96.518,97.409,98.147,99.06,99.703,100.118,101.119,102.07,103.041,103.776,104.574,105.667,106.85,108.176,108.947,109.986,110.868,112.351,113.273,113.768,114.097,114.26,114.804,114.856,115.611,116.191,116.488,116.939,118.423,119.697
"237","229","      Food services","DFSERG3",13.176,13.359,13.503,13.581,13.716,13.747,13.804,13.831,13.91,14.005,14.1,14.216,14.272,14.375,14.478,14.562,14.655,14.737,14.759,14.854,14.914,14.992,15,15.032,15.137,15.185,15.32,15.484,15.595,15.78,16.001,16.204,16.468,16.714,16.881,17.092,17.303,17.525,17.798,18.035,18.26,18.523,18.841,19.234,19.57,20.022,20.274,20.518,20.862,21.062,21.321,21.489,21.636,21.883,22.108,22.332,22.571,23.131,23.746,24.724,25.254,25.948,26.767,27.478,28.122,28.521,28.938,29.51,29.954,30.423,30.921,31.308,31.849,32.643,33.221,33.682,34.257,35.157,36.123,36.935,37.903,38.992,39.856,40.762,41.735,42.623,43.461,44.452,45.66,46.524,47.271,47.865,48.393,48.944,49.641,50.175,50.693,51.201,51.512,52.118,52.762,53.324,53.832,54.248,54.785,55.447,55.96,56.543,57.063,57.727,58.262,58.788,59.397,59.855,60.44,60.962,61.588,62.298,63.043,63.623,64.38,65.116,65.835,66.528,67.32,68.217,68.879,69.464,70.262,70.888,71.482,71.818,72.105,72.43,72.698,72.984,73.362,73.758,74.07,74.307,74.587,74.917,75.17,75.608,76.046,76.536,76.948,77.348,77.734,78.295,78.825,79.569,80.104,80.464,80.988,81.589,82.082,82.48,82.996,83.556,84.112,84.564,85.074,85.585,86.155,86.61,87.285,87.846,88.523,89.289,90.057,90.723,91.328,91.779,92.381,92.93,93.346,93.833,94.362,95.022,95.824,96.568,97.467,98.11,98.97,99.63,100.314,101.086,101.934,102.826,103.669,104.362,105.43,106.365,107.621,108.568,109.62,110.836,112.473,113.836,114.831,115.479,115.783,116.301,116.519,116.848,117.315,117.922,118.518,119.643,120.676
"238","230","        Purchased meals and beverages (102)","DPMBRG3",13.176,13.363,13.509,13.587,13.724,13.752,13.809,13.834,13.913,14.009,14.105,14.221,14.276,14.379,14.482,14.565,14.657,14.741,14.762,14.858,14.917,14.995,15.003,15.033,15.14,15.184,15.319,15.482,15.589,15.773,15.995,16.197,16.465,16.714,16.88,17.093,17.304,17.525,17.798,18.034,18.259,18.521,18.838,19.23,19.565,20.018,20.271,20.516,20.862,21.061,21.32,21.487,21.634,21.881,22.105,22.327,22.566,23.122,23.733,24.705,25.233,25.925,26.745,27.455,28.098,28.496,28.912,29.481,29.924,30.392,30.889,31.276,31.816,32.605,33.18,33.641,34.215,35.114,36.078,36.888,37.854,38.936,39.796,40.698,41.668,42.554,43.39,44.376,45.584,46.447,47.194,47.785,48.313,48.864,49.56,50.095,50.612,51.119,51.428,52.034,52.679,53.241,53.75,54.166,54.702,55.365,55.878,56.467,56.988,57.651,58.185,58.709,59.317,59.775,60.361,60.882,61.509,62.219,62.964,63.542,64.298,65.034,65.753,66.445,67.236,68.132,68.794,69.378,70.186,70.813,71.407,71.742,72.029,72.357,72.625,72.912,73.29,73.687,73.999,74.235,74.516,74.846,75.099,75.537,75.974,76.465,76.877,77.277,77.664,78.225,78.755,79.497,80.033,80.393,80.917,81.518,82.024,82.412,82.938,83.493,84.05,84.507,85.025,85.527,86.102,86.576,87.261,87.843,88.534,89.299,90.073,90.756,91.368,91.809,92.397,92.931,93.333,93.819,94.342,95.004,95.808,96.551,97.467,98.101,98.965,99.622,100.325,101.088,101.936,102.825,103.657,104.349,105.425,106.357,107.625,108.591,109.65,110.866,112.476,113.836,114.826,115.48,115.79,116.28,116.479,116.798,117.277,117.864,118.458,119.592,120.564
"239","231","          Meals and nonalcoholic beverages","DMABRG3",13.087,13.213,13.336,13.406,13.512,13.583,13.636,13.707,13.779,13.851,13.94,14.047,14.119,14.226,14.333,14.422,14.529,14.582,14.617,14.706,14.778,14.849,14.867,14.922,14.994,15.102,15.244,15.404,15.581,15.775,15.989,16.204,16.418,16.634,16.795,16.991,17.206,17.437,17.705,17.953,18.185,18.452,18.79,19.199,19.556,19.983,20.215,20.429,20.734,20.967,21.217,21.396,21.556,21.805,22.035,22.284,22.532,23.154,23.869,24.971,25.508,26.257,27.045,27.777,28.458,28.871,29.316,29.94,30.4,30.879,31.393,31.781,32.366,33.272,33.898,34.354,34.964,35.843,36.841,37.692,38.7,39.891,40.849,41.841,42.847,43.773,44.657,45.732,46.944,47.807,48.568,49.223,49.745,50.312,51.017,51.541,52.062,52.584,52.931,53.525,54.158,54.719,55.207,55.61,56.165,56.809,57.314,57.734,58.224,58.922,59.442,60.015,60.644,61.086,61.646,62.185,62.761,63.436,64.181,64.785,65.565,66.271,66.988,67.695,68.504,69.419,70.05,70.664,71.101,71.68,72.239,72.607,72.883,73.1,73.341,73.594,73.966,74.329,74.628,74.881,75.104,75.429,75.709,76.138,76.583,77.021,77.407,77.811,78.175,78.695,79.252,79.99,80.512,80.849,81.342,81.944,82.423,82.871,83.349,83.899,84.455,84.896,85.386,85.908,86.479,86.974,87.557,88.127,88.828,89.555,90.311,90.965,91.578,91.976,92.582,93.053,93.42,93.922,94.453,95.071,95.901,96.589,97.479,98.085,98.957,99.626,100.342,101.075,101.871,102.686,103.456,104.182,105.239,106.061,107.315,108.313,109.366,110.53,112.235,113.656,114.69,115.327,115.62,116.026,116.189,116.492,116.928,117.444,118.062,119.099,120.049
"240","232","            Meals at schools","DMSLRG3",13.466,13.595,13.724,13.797,13.907,13.981,14.035,14.108,14.181,14.255,14.347,14.457,14.528,14.639,14.749,14.842,14.952,15.008,15.045,15.138,15.209,15.283,15.302,15.356,15.431,15.54,15.688,15.854,16.039,16.241,16.462,16.679,16.898,17.117,17.281,17.483,17.705,17.945,18.217,18.475,18.713,18.986,19.332,19.755,20.121,20.562,20.8,21.019,21.332,21.57,21.828,22.013,22.178,22.436,22.675,22.933,23.19,23.831,24.561,25.699,26.246,27.015,27.824,28.578,29.276,29.704,30.164,30.806,31.285,31.784,32.315,32.717,33.315,34.248,34.897,35.357,35.969,36.872,37.896,38.77,39.802,41.041,42.029,43.055,44.106,45.065,45.98,47.085,48.335,49.224,50.001,50.667,51.192,51.769,52.491,53.027,53.563,54.103,54.461,55.074,55.727,56.304,56.805,57.219,57.79,58.453,58.972,59.404,59.906,60.624,61.159,61.747,62.398,62.853,63.428,63.98,64.569,65.263,66.032,66.657,67.469,68.199,68.938,69.669,70.496,71.437,72.086,72.719,73.168,73.764,74.341,74.717,75.002,75.226,75.472,75.732,76.116,76.489,76.795,77.056,77.286,77.621,77.91,78.351,78.811,79.262,79.659,80.077,80.452,80.989,81.562,82.321,82.858,83.203,83.709,84.326,84.332,85.099,85.275,86.02,86.521,86.772,86.998,87.839,88.202,87.919,88.228,87.946,88.116,88.905,89.439,89.44,89.749,90.621,91.746,92.871,93.882,94.36,95.175,95.709,96.44,97.227,97.452,98.464,99.138,99.923,99.921,101.018,101.862,102.876,104.115,104.875,105.659,106.701,107.532,107.793,108.603,109.801,112.417,113.862,115.033,115.496,115.591,117.103,117.991,118.708,118.726,120.095,120.785,121.518,124.987
"241","233","              Elementary and secondary school lunches","DESLRG3",13.464,13.593,13.721,13.794,13.905,13.979,14.033,14.106,14.179,14.253,14.345,14.455,14.527,14.638,14.748,14.84,14.949,15.005,15.042,15.134,15.206,15.28,15.299,15.353,15.428,15.536,15.684,15.849,16.032,16.234,16.455,16.673,16.894,17.115,17.279,17.482,17.702,17.941,18.214,18.473,18.712,18.986,19.333,19.756,20.123,20.563,20.802,21.021,21.334,21.572,21.829,22.013,22.177,22.434,22.672,22.93,23.187,23.828,24.559,25.699,26.248,27.019,27.827,28.577,29.272,29.7,30.157,30.796,31.273,31.773,32.305,32.708,33.309,34.244,34.892,35.349,35.955,36.855,37.88,38.757,39.797,41.042,42.029,43.048,44.087,45.038,45.949,47.054,48.309,49.202,49.983,50.65,51.176,51.755,52.48,53.019,53.56,54.102,54.461,55.074,55.724,56.299,56.8,57.214,57.788,58.452,58.97,59.401,59.9,60.617,61.151,61.741,62.394,62.849,63.424,63.973,64.559,65.251,66.019,66.645,67.457,68.189,68.929,69.662,70.49,71.433,72.083,72.715,73.162,73.757,74.334,74.71,74.995,75.219,75.466,75.726,76.11,76.483,76.789,77.049,77.278,77.612,77.901,78.344,78.805,79.256,79.653,80.068,80.44,80.975,81.548,82.308,82.848,83.195,83.703,84.321,84.326,85.092,85.267,86.011,86.512,86.764,86.99,87.833,88.199,87.917,88.227,87.945,88.114,88.901,89.436,89.436,89.744,90.616,91.741,92.865,93.878,94.356,95.171,95.705,96.436,97.224,97.449,98.461,99.135,99.922,99.922,101.018,101.861,102.873,104.11,104.87,105.652,106.694,107.528,107.792,108.607,109.808,112.425,113.871,115.038,115.499,115.592,117.102,117.991,118.707,118.723,120.095,120.784,121.517,124.985
