ProdLine,NAICS,PCEcode,SeasSource,NAICS_Desc,PCEcode_Desc
0111,452110,PFV,Census,Department Stores (exc Discount) (2002),Processed fruits and vegetables
0111,452910,PFV,Census,Warehouse Clubs & Superstores,Processed fruits and vegetables
0109,445110,SWE,BEA,Grocery (except Convenience) Stores,Sugar and sweets
0109,445292,SWE,BEA,Confectionery & Nut Stores,Sugar and sweets
0109,452110,SWE,Census,Department Stores (exc Discount) (2002),Sugar and sweets
0109,452910,SWE,Census,Warehouse Clubs & Superstores,Sugar and sweets
0113,446110,SWE,Census,Pharmacies & Drug Stores,Sugar and sweets
0113,452110,SWE,Census,Department Stores (exc Discount) (2002),Sugar and sweets
0113,454100,SWE,Census,Electronic Shopping & Mail-Order Houses,Sugar and sweets
0113,454200,SWE,BEA,Vending Machine Operators,Sugar and sweets
0113,454390,SWE,BEA,Other Direct Selling Establishments,Sugar and sweets
0111,445110,OFS,BEA,Grocery (except Convenience) Stores,Soups
0111,452110,OFS,Census,Department Stores (exc Discount) (2002),Soups
0111,452910,OFS,Census,Warehouse Clubs & Superstores,Soups
0107,445110,OFS,BEA,Grocery (except Convenience) Stores,Soups
0107,452110,OFS,Census,Department Stores (exc Discount) (2002),Soups
0107,452910,OFS,Census,Warehouse Clubs & Superstores,Soups
0103,445110,OFF,BEA,Grocery (except Convenience) Stores,Frozen and freeze dried prepared foods
0103,452110,OFF,Census,Department Stores (exc Discount) (2002),Frozen and freeze dried prepared foods
0103,452910,OFF,Census,Warehouse Clubs & Superstores,Frozen and freeze dried prepared foods
0109,445110,OFN,BEA,Grocery (except Convenience) Stores,Snacks and nuts
0109,445292,OFN,BEA,Confectionery & Nut Stores,Snacks and nuts
0109,452110,OFN,Census,Department Stores (exc Discount) (2002),Snacks and nuts
0109,452910,OFN,Census,Warehouse Clubs & Superstores,Snacks and nuts
0113,446110,OFN,Census,Pharmacies & Drug Stores,Snacks and nuts
0113,452110,OFN,Census,Department Stores (exc Discount) (2002),Snacks and nuts
0113,454100,OFN,Census,Electronic Shopping & Mail-Order Houses,Snacks and nuts
0113,454200,OFN,BEA,Vending Machine Operators,Snacks and nuts
0113,454390,OFN,BEA,Other Direct Selling Establishments,Snacks and nuts
0111,445110,OFC,BEA,Grocery (except Convenience) Stores,"Spices, seasonings, condiments, and sauces"
0111,452110,OFC,Census,Department Stores (exc Discount) (2002),"Spices, seasonings, condiments, and sauces"
0111,452910,OFC,Census,Warehouse Clubs & Superstores,"Spices, seasonings, condiments, and sauces"
0111,445110,OFB,BEA,Grocery (except Convenience) Stores,Baby food
0111,452110,OFB,Census,Department Stores (exc Discount) (2002),Baby food
0111,452910,OFB,Census,Warehouse Clubs & Superstores,Baby food
0113,446110,OFO,Census,Pharmacies & Drug Stores,Other miscellaneous foods
0113,452110,OFO,Census,Department Stores (exc Discount) (2002),Other miscellaneous foods
0113,454100,OFO,Census,Electronic Shopping & Mail-Order Houses,Other miscellaneous foods
0113,454200,OFO,BEA,Vending Machine Operators,Other miscellaneous foods
0113,454390,OFO,BEA,Other Direct Selling Establishments,Other miscellaneous foods
0111,445110,OFO,BEA,Grocery (except Convenience) Stores,Other miscellaneous foods
0111,452110,OFO,Census,Department Stores (exc Discount) (2002),Other miscellaneous foods
0111,452910,OFO,Census,Warehouse Clubs & Superstores,Other miscellaneous foods
0111,445110,CTM,BEA,Grocery (except Convenience) Stores,"Coffee, tea, and other beverage materials"
0111,452110,CTM,Census,Department Stores (exc Discount) (2002),"Coffee, tea, and other beverage materials"
0111,452910,CTM,Census,Warehouse Clubs & Superstores,"Coffee, tea, and other beverage materials"
0108,445110,JNB,BEA,Grocery (except Convenience) Stores,"Mineral waters, soft drinks and vegetable juices"
0108,446110,JNB,Census,Pharmacies & Drug Stores,"Mineral waters, soft drinks and vegetable juices"
0108,452110,JNB,Census,Department Stores (exc Discount) (2002),"Mineral waters, soft drinks and vegetable juices"
0108,452910,JNB,Census,Warehouse Clubs & Superstores,"Mineral waters, soft drinks and vegetable juices"
0108,454200,JNB,BEA,Vending Machine Operators,"Mineral waters, soft drinks and vegetable juices"
0141,445110,LIQ,BEA,Grocery (except Convenience) Stores,Spirits
0141,445120,LIQ,BEA,Convenience Stores,Spirits
0141,445300,LIQ,Census,Beer & Wine & Liquor Stores,Spirits
0141,446110,LIQ,Census,Pharmacies & Drug Stores,Spirits
0141,452910,LIQ,Census,Warehouse Clubs & Superstores,Spirits
0142,445110,WIN,BEA,Grocery (except Convenience) Stores,Wine
0142,445120,WIN,BEA,Convenience Stores,Wine
0142,445300,WIN,Census,Beer & Wine & Liquor Stores,Wine
0142,446110,WIN,Census,Pharmacies & Drug Stores,Wine
0142,452910,WIN,Census,Warehouse Clubs & Superstores,Wine
0143,445110,MLT,BEA,Grocery (except Convenience) Stores,Beer
0143,445120,MLT,BEA,Convenience Stores,Beer
0143,445300,MLT,Census,Beer & Wine & Liquor Stores,Beer
0143,446110,MLT,Census,Pharmacies & Drug Stores,Beer
0143,452910,MLT,Census,Warehouse Clubs & Superstores,Beer
0220,448120,WGC,Census,Womens' Clothing Stores,Women's and girls' clothing
0220,448140,WGC,BEA,Family Clothing Stores,Women's and girls' clothing
0220,448190,WGC,BEA,Other Clothing Stores,Women's and girls' clothing
0220,452110,WGC,Census,Department Stores (exc Discount) (2002),Women's and girls' clothing
0220,452910,WGC,Census,Warehouse Clubs & Superstores,Women's and girls' clothing
0220,454100,WGC,Census,Electronic Shopping & Mail-Order Houses,Women's and girls' clothing
0200,448110,MBC,Census,Mens' Clothing Stores,Men's and boys' clothing
0200,448140,MBC,BEA,Family Clothing Stores,Men's and boys' clothing
0200,448200,MBC,Census,Shoe Stores,Men's and boys' clothing
0200,451110,MBC,BEA,Sporting Goods Stores,Men's and boys' clothing
0200,452110,MBC,Census,Department Stores (exc Discount) (2002),Men's and boys' clothing
0200,452910,MBC,Census,Warehouse Clubs & Superstores,Men's and boys' clothing
0200,454100,MBC,Census,Electronic Shopping & Mail-Order Houses,Men's and boys' clothing
0240,448130,CIC,BEA,Children's & Infants & Clothing Stores,Children's and infants' clothing
0240,448140,CIC,BEA,Family Clothing Stores,Children's and infants' clothing
0240,452110,CIC,Census,Department Stores (exc Discount) (2002),Children's and infants' clothing
0240,452910,CIC,Census,Warehouse Clubs & Superstores,Children's and infants' clothing
0240,452990,CIC,Census,All Other General Merchandise Stores,Children's and infants' clothing
0271,451120,CSM,BEA,Hobby & Toy & Game Stores,Clothing materials
0271,451130,CSM,BEA,Sewing & Needlework & Piece Goods Stores,Clothing materials
0271,452110,CSM,Census,Department Stores (exc Discount) (2002),Clothing materials
0271,452910,CSM,Census,Warehouse Clubs & Superstores,Clothing materials
0271,452990,CSM,Census,All Other General Merchandise Stores,Clothing materials
0271,454100,CSM,Census,Electronic Shopping & Mail-Order Houses,Clothing materials
0272,451120,CSM,BEA,Hobby & Toy & Game Stores,Clothing materials
0272,451130,CSM,BEA,Sewing & Needlework & Piece Goods Stores,Clothing materials
0272,452110,CSM,Census,Department Stores (exc Discount) (2002),Clothing materials
0272,452910,CSM,Census,Warehouse Clubs & Superstores,Clothing materials
0272,452990,CSM,Census,All Other General Merchandise Stores,Clothing materials
0272,454100,CSM,Census,Electronic Shopping & Mail-Order Houses,Clothing materials
0260,448120,SHU,Census,Womens' Clothing Stores,Shoes and other footwear
0260,448140,SHU,BEA,Family Clothing Stores,Shoes and other footwear
0260,448200,SHU,Census,Shoe Stores,Shoes and other footwear
0260,451110,SHU,BEA,Sporting Goods Stores,Shoes and other footwear
0260,452110,SHU,Census,Department Stores (exc Discount) (2002),Shoes and other footwear
0260,452910,SHU,Census,Warehouse Clubs & Superstores,Shoes and other footwear
0260,454100,SHU,Census,Electronic Shopping & Mail-Order Houses,Shoes and other footwear
0781,454311,OIL,BEA,Heating Oil Dealers,Fuel oil
0781,454312,OIL,BEA,Liquefied Petroleum Gas (Bottled Gas) Dealers,Fuel oil
0782,454311,OIL,BEA,Heating Oil Dealers,Fuel oil
0782,454312,OIL,BEA,Liquefied Petroleum Gas (Bottled Gas) Dealers,Fuel oil
0783,454311,OIL,BEA,Heating Oil Dealers,Fuel oil
0783,454312,OIL,BEA,Liquefied Petroleum Gas (Bottled Gas) Dealers,Fuel oil
0784,454311,OIL,BEA,Heating Oil Dealers,Fuel oil
0784,454312,OIL,BEA,Liquefied Petroleum Gas (Bottled Gas) Dealers,Fuel oil
0785,454311,OIL,BEA,Heating Oil Dealers,Fuel oil
0785,454312,OIL,BEA,Liquefied Petroleum Gas (Bottled Gas) Dealers,Fuel oil
0786,454311,LPF,BEA,Heating Oil Dealers,Other fuels
0786,454319,LPF,BEA,Other Fuel Dealers,Other fuels
0787,454319,LPF,BEA,Other Fuel Dealers,Other fuels
0788,454311,LPF,BEA,Heating Oil Dealers,Other fuels
0162,445110,NRD,BEA,Grocery (except Convenience) Stores,Nonprescription drugs
0162,446110,NRD,Census,Pharmacies & Drug Stores,Nonprescription drugs
0162,452110,NRD,Census,Department Stores (exc Discount) (2002),Nonprescription drugs
0162,452910,NRD,Census,Warehouse Clubs & Superstores,Nonprescription drugs
0163,445110,NRD,BEA,Grocery (except Convenience) Stores,Nonprescription drugs
0163,446110,NRD,Census,Pharmacies & Drug Stores,Nonprescription drugs
0163,446191,NRD,Census,Food (Health) Supplement Stores,Nonprescription drugs
0163,452110,NRD,Census,Department Stores (exc Discount) (2002),Nonprescription drugs
0163,452910,NRD,Census,Warehouse Clubs & Superstores,Nonprescription drugs
0163,454100,NRD,Census,Electronic Shopping & Mail-Order Houses,Nonprescription drugs
0163,454390,NRD,BEA,Other Direct Selling Establishments,Nonprescription drugs
0164,445110,OMP,BEA,Grocery (except Convenience) Stores,Other medical products
0164,446110,OMP,Census,Pharmacies & Drug Stores,Other medical products
0164,446199,OMP,Census,All Other Health & Personal Care Stores,Other medical products
0164,452110,OMP,Census,Department Stores (exc Discount) (2002),Other medical products
0164,452990,OMP,Census,All Other General Merchandise Stores,Other medical products
0164,454100,OMP,Census,Electronic Shopping & Mail-Order Houses,Other medical products
0164,454390,OMP,BEA,Other Direct Selling Establishments,Other medical products
0167,446199,OMP,Census,All Other Health & Personal Care Stores,Other medical products
0167,454390,OMP,BEA,Other Direct Selling Establishments,Other medical products
0460,443112,DOL,BEA,Radio & Television & Other Electronics Stores,"Games, toys, and hobbies"
0460,446110,DOL,Census,Pharmacies & Drug Stores,"Games, toys, and hobbies"
0460,451120,DOL,BEA,Hobby & Toy & Game Stores,"Games, toys, and hobbies"
0460,452110,DOL,Census,Department Stores (exc Discount) (2002),"Games, toys, and hobbies"
0460,452910,DOL,Census,Warehouse Clubs & Superstores,"Games, toys, and hobbies"
0460,452990,DOL,Census,All Other General Merchandise Stores,"Games, toys, and hobbies"
0460,454100,DOL,Census,Electronic Shopping & Mail-Order Houses,"Games, toys, and hobbies"
0800,444220,PRP,Census,Nursery & Garden Centers,Pets and related products
0800,445110,PRP,BEA,Grocery (except Convenience) Stores,Pets and related products
0800,452110,PRP,Census,Department Stores (exc Discount) (2002),Pets and related products
0800,452910,PRP,Census,Warehouse Clubs & Superstores,Pets and related products
0800,452990,PRP,Census,All Other General Merchandise Stores,Pets and related products
0800,453910,PRP,BEA,Pet & Pet Supplies Stores,Pets and related products
0800,454100,PRP,Census,Electronic Shopping & Mail-Order Houses,Pets and related products
0621,444110,FLO,Census,Home Centers,"Flowers, seeds, and potted plants"
0621,444220,FLO,Census,Nursery & Garden Centers,"Flowers, seeds, and potted plants"
0621,445110,FLO,BEA,Grocery (except Convenience) Stores,"Flowers, seeds, and potted plants"
0621,452910,FLO,Census,Warehouse Clubs & Superstores,"Flowers, seeds, and potted plants"
0621,454100,FLO,Census,Electronic Shopping & Mail-Order Houses,"Flowers, seeds, and potted plants"
0622,445110,FLO,BEA,Grocery (except Convenience) Stores,"Flowers, seeds, and potted plants"
0622,453100,FLO,Census,Florists,"Flowers, seeds, and potted plants"
0622,454100,FLO,Census,Electronic Shopping & Mail-Order Houses,"Flowers, seeds, and potted plants"
0623,445110,FLO,BEA,Grocery (except Convenience) Stores,"Flowers, seeds, and potted plants"
0623,453100,FLO,Census,Florists,"Flowers, seeds, and potted plants"
0623,454100,FLO,Census,Electronic Shopping & Mail-Order Houses,"Flowers, seeds, and potted plants"
0624,445110,FLO,BEA,Grocery (except Convenience) Stores,"Flowers, seeds, and potted plants"
0624,453100,FLO,Census,Florists,"Flowers, seeds, and potted plants"
0624,454100,FLO,Census,Electronic Shopping & Mail-Order Houses,"Flowers, seeds, and potted plants"
0625,445110,FLO,BEA,Grocery (except Convenience) Stores,"Flowers, seeds, and potted plants"
0625,453100,FLO,Census,Florists,"Flowers, seeds, and potted plants"
0625,454100,FLO,Census,Electronic Shopping & Mail-Order Houses,"Flowers, seeds, and potted plants"
0626,444110,FLO,Census,Home Centers,"Flowers, seeds, and potted plants"
0626,444220,FLO,Census,Nursery & Garden Centers,"Flowers, seeds, and potted plants"
0626,445110,FLO,BEA,Grocery (except Convenience) Stores,"Flowers, seeds, and potted plants"
0626,452110,FLO,Census,Department Stores (exc Discount) (2002),"Flowers, seeds, and potted plants"
0626,452910,FLO,Census,Warehouse Clubs & Superstores,"Flowers, seeds, and potted plants"
0626,452990,FLO,Census,All Other General Merchandise Stores,"Flowers, seeds, and potted plants"
0626,454100,FLO,Census,Electronic Shopping & Mail-Order Houses,"Flowers, seeds, and potted plants"
0440,443112,FLM,BEA,Radio & Television & Other Electronics Stores,Film and photographic supplies
0440,443130,FLM,BEA,Camera & Photographic Supplies Stores,Film and photographic supplies
0440,446110,FLM,Census,Pharmacies & Drug Stores,Film and photographic supplies
0440,452110,FLM,Census,Department Stores (exc Discount) (2002),Film and photographic supplies
0440,452910,FLM,Census,Warehouse Clubs & Superstores,Film and photographic supplies
0440,454100,FLM,Census,Electronic Shopping & Mail-Order Houses,Film and photographic supplies
0180,444110,CLE,Census,Home Centers,Household cleaning products
0180,445110,CLE,BEA,Grocery (except Convenience) Stores,Household cleaning products
0180,446110,CLE,Census,Pharmacies & Drug Stores,Household cleaning products
0180,452110,CLE,Census,Department Stores (exc Discount) (2002),Household cleaning products
0180,452910,CLE,Census,Warehouse Clubs & Superstores,Household cleaning products
0180,452990,CLE,Census,All Other General Merchandise Stores,Household cleaning products
0190,445110,PAP,BEA,Grocery (except Convenience) Stores,Household paper products
0190,446110,PAP,Census,Pharmacies & Drug Stores,Household paper products
0190,452110,PAP,Census,Department Stores (exc Discount) (2002),Household paper products
0190,452910,PAP,Census,Warehouse Clubs & Superstores,Household paper products
0190,452990,PAP,Census,All Other General Merchandise Stores,Household paper products
0284,442299,LIN,BEA,All Other Home Furnishings Stores,Household linens
0284,448140,LIN,BEA,Family Clothing Stores,Household linens
0284,452110,LIN,Census,Department Stores (exc Discount) (2002),Household linens
0284,452910,LIN,Census,Warehouse Clubs & Superstores,Household linens
0284,452990,LIN,Census,All Other General Merchandise Stores,Household linens
0284,454100,LIN,Census,Electronic Shopping & Mail-Order Houses,Household linens
0284,454390,LIN,BEA,Other Direct Selling Establishments,Household linens
0273,451120,SEW,BEA,Hobby & Toy & Game Stores,Sewing items
0273,451130,SEW,BEA,Sewing & Needlework & Piece Goods Stores,Sewing items
0273,452110,SEW,Census,Department Stores (exc Discount) (2002),Sewing items
0273,452910,SEW,Census,Warehouse Clubs & Superstores,Sewing items
0273,452990,SEW,Census,All Other General Merchandise Stores,Sewing items
0273,454100,SEW,Census,Electronic Shopping & Mail-Order Houses,Sewing items
0883,448130,MHP,BEA,Children's & Infants & Clothing Stores,Miscellaneous household products
0883,451110,MHP,BEA,Sporting Goods Stores,Miscellaneous household products
0883,451120,MHP,BEA,Hobby & Toy & Game Stores,Miscellaneous household products
0883,453220,MHP,Census,Gift& Novelty & Souvenir Stores,Miscellaneous household products
0883,453998,MHP,BEA,All Other Miscellaneous Store Retailers,Miscellaneous household products
0883,454100,MHP,Census,Electronic Shopping & Mail-Order Houses,Miscellaneous household products
0883,454390,MHP,BEA,Other Direct Selling Establishments,Miscellaneous household products
0166,445110,OPH,BEA,Grocery (except Convenience) Stores,"Hair, dental, shaving, and misc. personal care products, except electrical products"
0166,446110,OPH,Census,Pharmacies & Drug Stores,"Hair, dental, shaving, and misc. personal care products, except electrical products"
0166,446120,OPH,Census,Cosmetics& Beauty Supplies & Perfume Stores,"Hair, dental, shaving, and misc. personal care products, except electrical products"
0166,452110,OPH,Census,Department Stores (exc Discount) (2002),"Hair, dental, shaving, and misc. personal care products, except electrical products"
0166,452910,OPH,Census,Warehouse Clubs & Superstores,"Hair, dental, shaving, and misc. personal care products, except electrical products"
0166,452990,OPH,Census,All Other General Merchandise Stores,"Hair, dental, shaving, and misc. personal care products, except electrical products"
0165,445110,COS,BEA,Grocery (except Convenience) Stores,Cosmetic/perfumes/bath/nail preparations and implements
0165,446110,COS,Census,Pharmacies & Drug Stores,Cosmetic/perfumes/bath/nail preparations and implements
0165,446120,COS,Census,Cosmetics& Beauty Supplies & Perfume Stores,Cosmetic/perfumes/bath/nail preparations and implements
0165,452110,COS,Census,Department Stores (exc Discount) (2002),Cosmetic/perfumes/bath/nail preparations and implements
0165,452910,COS,Census,Warehouse Clubs & Superstores,Cosmetic/perfumes/bath/nail preparations and implements
0165,452990,COS,Census,All Other General Merchandise Stores,Cosmetic/perfumes/bath/nail preparations and implements
0165,454100,COS,Census,Electronic Shopping & Mail-Order Houses,Cosmetic/perfumes/bath/nail preparations and implements
0310,442299,EAP,BEA,All Other Home Furnishings Stores,Electric appliances for personal care
0310,443112,EAP,BEA,Radio & Television & Other Electronics Stores,Electric appliances for personal care
0310,444110,EAP,Census,Home Centers,Electric appliances for personal care
0310,446110,EAP,Census,Pharmacies & Drug Stores,Electric appliances for personal care
0310,446120,EAP,Census,Cosmetics& Beauty Supplies & Perfume Stores,Electric appliances for personal care
0310,452110,EAP,Census,Department Stores (exc Discount) (2002),Electric appliances for personal care
0310,452910,EAP,Census,Warehouse Clubs & Superstores,Electric appliances for personal care
0310,452990,EAP,Census,All Other General Merchandise Stores,Electric appliances for personal care
0310,454100,EAP,Census,Electronic Shopping & Mail-Order Houses,Electric appliances for personal care
0856,445110,MAG,BEA,Grocery (except Convenience) Stores,Newspapers and periodicals
0856,445120,MAG,BEA,Convenience Stores,Newspapers and periodicals
0856,446110,MAG,Census,Pharmacies & Drug Stores,Newspapers and periodicals
0856,451211,MAG,BEA,Book Stores,Newspapers and periodicals
0856,451212,MAG,BEA,News Dealers & Newsstands,Newspapers and periodicals
0856,452110,MAG,Census,Department Stores (exc Discount) (2002),Newspapers and periodicals
0856,452910,MAG,Census,Warehouse Clubs & Superstores,Newspapers and periodicals
0856,453220,MAG,Census,Gift& Novelty & Souvenir Stores,Newspapers and periodicals
0856,454100,MAG,Census,Electronic Shopping & Mail-Order Houses,Newspapers and periodicals
0856,454390,MAG,BEA,Other Direct Selling Establishments,Newspapers and periodicals
0851,446110,STY,Census,Pharmacies & Drug Stores,Stationery and miscellaneous printed materials
0851,451211,STY,BEA,Book Stores,Stationery and miscellaneous printed materials
0851,452110,STY,Census,Department Stores (exc Discount) (2002),Stationery and miscellaneous printed materials
0851,452990,STY,Census,All Other General Merchandise Stores,Stationery and miscellaneous printed materials
0851,453210,STY,Census,Office Supplies & Stationery Stores,Stationery and miscellaneous printed materials
0851,453220,STY,Census,Gift& Novelty & Souvenir Stores,Stationery and miscellaneous printed materials
0851,454100,STY,Census,Electronic Shopping & Mail-Order Houses,Stationery and miscellaneous printed materials
0855,445110,STY,BEA,Grocery (except Convenience) Stores,Stationery and miscellaneous printed materials
0855,446110,STY,Census,Pharmacies & Drug Stores,Stationery and miscellaneous printed materials
0855,452110,STY,Census,Department Stores (exc Discount) (2002),Stationery and miscellaneous printed materials
0855,452910,STY,Census,Warehouse Clubs & Superstores,Stationery and miscellaneous printed materials
0855,452990,STY,Census,All Other General Merchandise Stores,Stationery and miscellaneous printed materials
0855,453220,STY,Census,Gift& Novelty & Souvenir Stores,Stationery and miscellaneous printed materials
0855,454100,STY,Census,Electronic Shopping & Mail-Order Houses,Stationery and miscellaneous printed materials
0340,442100,LDF,BEA,Furniture Stores,Furniture & fixtures
0360,444110,LDF,Census,Home Centers,Furniture & fixtures
0340,452110,LDF,Census,Department Stores (exc Discount) (2002),Furniture & fixtures
0340,452910,LDF,Census,Warehouse Clubs & Superstores,Furniture & fixtures
0340,452990,LDF,Census,All Other General Merchandise Stores,Furniture & fixtures
0340,453210,LDF,Census,Office Supplies & Stationery Stores,Furniture & fixtures
0340,454100,LDF,Census,Electronic Shopping & Mail-Order Houses,Furniture & fixtures
0300,442100,APP,BEA,Furniture Stores,Household appliances
0300,443111,APP,BEA,Household Appliance Stores,Household appliances
0300,443112,APP,BEA,Radio & Television & Other Electronics Stores,Household appliances
0300,444110,APP,Census,Home Centers,Household appliances
0300,452110,APP,Census,Department Stores (exc Discount) (2002),Household appliances
0300,452910,APP,Census,Warehouse Clubs & Superstores,Household appliances
0300,454100,APP,Census,Electronic Shopping & Mail-Order Houses,Household appliances
0360,442100,LDM,BEA,Furniture Stores,Floor coverings & miscellaneous
0360,442210,LDM,BEA,Floor Covering Stores,Floor coverings & miscellaneous
0360,442299,LDM,BEA,All Other Home Furnishings Stores,Floor coverings & miscellaneous
0360,444110,LDM,Census,Home Centers,Floor coverings & miscellaneous
0360,444190,LDM,Census,Other Building Material Dealers,Floor coverings & miscellaneous
0360,452910,LDM,Census,Warehouse Clubs & Superstores,Floor coverings & miscellaneous
0360,454390,LDM,BEA,Other Direct Selling Establishments,Floor coverings & miscellaneous
0321,442100,LDR,BEA,Furniture Stores,"Audio, video, & communication eqpt"
0321,443111,LDR,BEA,Household Appliance Stores,"Audio, video, & communication eqpt"
0321,443112,LDR,BEA,Radio & Television & Other Electronics Stores,"Audio, video, & communication eqpt"
0321,452110,LDR,Census,Department Stores (exc Discount) (2002),"Audio, video, & communication eqpt"
0321,452910,LDR,Census,Warehouse Clubs & Superstores,"Audio, video, & communication eqpt"
0321,454100,LDR,Census,Electronic Shopping & Mail-Order Houses,"Audio, video, & communication eqpt"
0322,443111,LDR,BEA,Household Appliance Stores,"Audio, video, & communication eqpt"
0322,443112,LDR,BEA,Radio & Television & Other Electronics Stores,"Audio, video, & communication eqpt"
0322,443120,LDR,Census,Computer & Software Stores,"Audio, video, & communication eqpt"
0324,452110,LDR,Census,Department Stores (exc Discount) (2002),"Audio, video, & communication eqpt"
0324,452910,LDR,Census,Warehouse Clubs & Superstores,"Audio, video, & communication eqpt"
0324,452990,LDR,Census,All Other General Merchandise Stores,"Audio, video, & communication eqpt"
0324,454100,LDR,Census,Electronic Shopping & Mail-Order Houses,"Audio, video, & communication eqpt"
0331,441310,LDR,BEA,Automotive Parts & Accessories Stores,"Audio, video, & communication eqpt"
0331,443112,LDR,BEA,Radio & Television & Other Electronics Stores,"Audio, video, & communication eqpt"
0331,443120,LDR,Census,Computer & Software Stores,"Audio, video, & communication eqpt"
0331,451140,LDR,BEA,Musical Instrument & Supplies Stores,"Audio, video, & communication eqpt"
0331,451211,LDR,BEA,Book Stores,"Audio, video, & communication eqpt"
0331,452110,LDR,Census,Department Stores (exc Discount) (2002),"Audio, video, & communication eqpt"
0331,452910,LDR,Census,Warehouse Clubs & Superstores,"Audio, video, & communication eqpt"
0331,454100,LDR,Census,Electronic Shopping & Mail-Order Houses,"Audio, video, & communication eqpt"
0865,443112,LDR,BEA,Radio & Television & Other Electronics Stores,"Audio, video, & communication eqpt"
0865,443120,LDR,Census,Computer & Software Stores,"Audio, video, & communication eqpt"
0865,452110,LDR,Census,Department Stores (exc Discount) (2002),"Audio, video, & communication eqpt"
0865,452910,LDR,Census,Warehouse Clubs & Superstores,"Audio, video, & communication eqpt"
0865,452990,LDR,Census,All Other General Merchandise Stores,"Audio, video, & communication eqpt"
