"Code","sumril2004q1","sumril2004q2","sumril2004q3","sumril2004q4","sumril2005q1","sumril2005q2","sumril2005q3","sumril2005q4","sumril2006q1","sumril2006q2","sumril2006q3","sumril2006q4","sumril2007q1","sumril2007q2","sumril2007q3","sumril2007q4","sumril2008q1","sumril2008q2","sumril2008q3","sumril2008q4","sumril2009q1","sumril2009q2","sumril2009q3","sumril2009q4","sumril2010q1","sumril2010q2","sumril2010q3","sumril2010q4","sumril2011q1","sumril2011q2","sumril2011q3","sumril2011q4","sumril2012q1","sumril2012q2","sumril2012q3","sumril2012q4","sumril2013q1","sumril2013q2","sumril2013q3","sumril2013q4","sumril2014q1","sumril2014q2","sumril2014q3","sumril2014q4","sumril2015q1","sumril2015q2","sumril2015q3","sumril2015q4"
"PRP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-105,217,-18,643,256,-80,-448,-220,18,46,-420,-203,24,116,33,480,-175,398,-264,-224,139,-39,184,-1006,154,258,193
"PRS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-308,962,-2057,827,-1159,-54,-1562,21,218,-1337,837,1777,1882,451,1056,-3151,51,-1637,3196,-2899,-429,951,80,398,-1308,-399,-976
"PSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,34,93,-120,64,-115,109,-662,155,10,-137,-121,-103,-13,8,-241,-27,-156,-38,-67,124,-194,81,74,2,54,53
"PST",0,-562,464,12,0,-554,564,-371,-115,175,-150,-313,255,163,-483,120,-223,65,0,122,-199,55,34,94,-120,46,-188,130,-500,145,0,-221,-31,-125,-70,40,-215,-23,-211,-9,0,99,-202,22,52,-33,103,-2
"PUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876,71,62,-838,-920,103,368,349,37,1296,1274,-145,820,414,1059,923,395,-142,58,270,28,780,-799,1574,-330,1824,-1855
"PWC",-43,-5,-5,26,0,-33,0,-8,0,-22,-33,-55,-60,-2,136,12,-10,-2,-47,0,-24,-83,-173,-5,-2,-16,-8,-7,3,-47,-17,-15,-4,-2,-1,-9,3,7,-4,8,2,75,0,-1,12,-4,-3,1
"PXC",-13,7553,12494,-4776,-4319,779,3782,-519,-9445,-393,-8419,-7234,10741,2076,524,9133,6865,-6202,-27288,-2226,-17255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PXE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10183,-17004,1238,-3744,1871,-17067,-2613,-1494,19771,-12519,9855,-8725,-5244,-9260,-658,-23007,270,8839,3300,-62739,2556,39183,11758,4334,20162,-4862,12658
"PXF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12100,-16530,-14845,-13238,12387,-9284,-11273,-13461,18718,-18463,15215,-7050,-44,-15417,411,-16140,-3681,12268,10166,-55439,2553,39845,5234,-873,20724,-5938,13274
"RAD",143,151,267,-471,-8,-96,113,-354,163,167,-511,-1341,1125,-41,-716,-1350,229,129,-168,-920,-172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAW",28,-77,226,-287,10,-38,177,-94,37,-177,-189,-354,-108,-53,43,-60,-45,-111,-96,-345,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RBK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,68,-38,-37,100,27,-15,-309,-89,-248,-180,201,61,-468,40,123,-456,132,-213,-193,-202,159,-108,58,144,150,-74
"RCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-752,194,-402,-2252,4032,-565,-1267,-2590,5985,4095,-4029,-7958,3019,-3774,-1196,-1792,-3811,2193,67,1689,-5019,3991,-2517,-1740,-1235,2948,9120
"RCG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,-154,-49,798,-653,-324,-653,451,-616,-487,-84,274,-167,85,-107,-347,435,95,15,787,165,44,603,-665,-589,2016
"RCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RCM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1159,-402,27,-1295,4504,765,-1703,-3701,5351,4533,-3977,-5586,2517,-1803,-1136,-91,-3529,2361,-1971,-342,-4206,2581,-1301,-3793,396,1613,7847
"RCR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,-96,-18,276,-276,2,-394,162,-296,-323,-40,41,208,5,-515,80,194,187,-62,321,-66,-31,338,196,-588,1112
"REC",-120,143,851,-880,-39,158,429,-2102,-550,1279,-328,-531,-175,1859,50,2035,-3021,420,-747,-1216,-912,-369,49,-36,8,-80,-47,-56,-234,-64,-123,-77,81,98,-268,90,153,7,124,-439,249,-54,249,-81,-241,-36,114,-115
"RED",-43,-13,33,-48,11,-53,63,65,-84,-32,-29,232,-23,15,-72,-52,-7,-67,35,-22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REF",-1,0,0,0,0,28,-106,69,156,153,-242,-148,49,325,249,-354,92,375,-113,-7,-153,-214,-206,-73,119,322,299,-187,51,-64,418,-274,36,-250,-318,-367,-224,-40,-48,63,-62,78,-38,148,-575,-251,-336,144
"REI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-292,217,240,763,616,405,-733,32,306,695,-526,-844,-5,-276,-44,798,-536,498,-547,-391,450,142,1056,-701,959,38,-47
"REL",-1,0,2,17,0,0,0,-11,0,0,0,23,0,0,0,-3,0,1,0,55,0,-7,-5,-3,-12,0,-5,8,4,0,-1,4,-7,7,-5,-2,-3,-5,0,-6,-5,5,0,0,-9,3,4,-2
"REM",-49,-90,-209,-139,0,0,0,0,-163,0,0,0,325,-772,162,-915,-385,361,670,472,-172,-974,-549,-418,-3,243,-586,-595,-443,43,82,-24,141,60,92,-16,59,-44,-53,-532,-435,22,-4,450,893,-57,-224,335
"REO",9,-32,-24,48,-1,549,180,-474,-312,1541,259,342,-126,2229,-212,631,-2551,-103,-9,-1503,-815,-94,-68,-34,-162,1,-58,103,49,-1,-13,60,-94,88,-66,-23,-30,-66,2,-74,-68,69,4,-4,-125,35,48,-19
"REP",412,32,11,487,1,-68,-181,-66,-464,61,-405,-250,297,-427,266,1007,-283,210,-50,264,-132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"REQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-484,2636,931,-746,1038,-121,-2829,-225,213,-18,1892,3172,974,-1442,562,339,-540,351,-4215,-1319,-98,2768,-168,-23,-41,1715,1624
"REV",209,328,-36,-108,-133,20,1089,-300,-286,-172,-70,436,328,-358,79,-150,45,69,-55,-310,-49,241,-111,-94,-39,308,-31,148,-565,-15,-185,277,141,83,-159,75,127,55,263,-155,-36,-83,354,142,334,-156,-474,295
"RLO",412,32,8,622,1,-68,-181,19,-463,61,-405,-229,298,-428,266,953,-284,209,-51,71,-131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,130,-415,-75,4705,2003,-3131,-2907,5303,4953,-3473,-3763,4181,-1281,-1669,-462,-1089,988,-788,-9,381,846,-370,-1854,-103,2544,6535
"ROT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,70,551,-950,-921,138,361,414,53,1252,453,-152,760,869,1127,874,377,-194,575,216,55,548,-333,1580,-582,1008,-1479
"RRE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"RTD",-90,-66,52,-150,-10,-102,-135,-41,-14,-64,-142,-266,-10,-15,-84,-253,60,45,-61,5,-265,-131,-42,-10,-54,-32,-32,-32,-79,-45,16,-58,45,30,-71,57,77,-86,18,-173,53,-36,97,-8,-14,38,54,-22
"RTV",0,0,0,6,0,0,0,-2,0,1,0,7,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RXA",-119,144,850,-233,-40,159,429,-1935,-549,1279,-328,-395,-175,1859,50,2062,-3020,419,-747,-998,-912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RXD",2414,-1454,1097,-1011,0,-25,601,1965,1904,78,317,-186,693,1151,1371,-631,3248,-361,205,-4352,-874,3803,1865,-1771,610,1561,-418,425,804,167,-63,315,121,272,47,-114,127,582,121,877,584,562,305,502,118,345,216,-549
"SAD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,36,50,19,-579,-157,-230,-969,-339,156,133,-254,-689,795,437,-230,610,-576,307,-869,338,413,17,318,-5,-179,-448
"SAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,13,41,-454,-159,-134,-933,242,-242,273,35,109,226,950,-467,103,-663,-184,-13,-367,-237,-144,-33,336,-281,197
"SAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,7,-133,6,-24,-127,-14,-10,36,13,-72,177,200,-39,97,-204,13,-126,14,26,-38,-16,-29,-147,-105
"SAX",-155,-48,105,-21,10,-90,40,-190,60,51,54,121,-13,30,-43,164,25,-136,5,-100,-220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,-6,0,0,0,-2,0,0,0,-6,0,0,0,-25,0,0,0,7,0,0,0,-39
"SCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCW",12,29,-58,-202,0,58,21,-102,33,-96,-201,-205,-79,13,-109,-355,2,-85,-104,-344,-81,38,156,-128,-26,379,-106,1305,-625,217,-442,347,-786,-546,-289,-1968,-219,200,743,556,624,506,229,552,14,-28,-2056,-337
"SDH",63,175,123,78,-2,30,59,66,9,-72,-107,-147,-1,221,-167,-229,282,226,-64,361,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEA",4,17,17,3,-2,1,-1,-6,-8,-8,-16,-3,15,-7,-27,-12,41,26,-1,74,5,-18,-10,-4,-24,-5,6,-4,-21,10,5,4,6,12,-9,1,14,-35,1,-49,-13,-11,23,5,15,21,7,-2
"SEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-281,-9023,-9602,-16029,12460,-11783,-710,-1400,13924,-24527,7264,5429,1075,10268,1233,-14301,-4769,8497,18935,-58212,7920,24549,15180,-6678,13485,-11574,8155
"SER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2324,-11328,-4369,-14898,11632,-20921,-3783,-4853,21780,-18478,7946,-2876,3230,-10493,-4937,-23671,-70,10497,21246,-57418,7631,27685,9368,-3860,14356,-8559,15051
"SEW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-1,1,-2,16,9,5,21,7,8,5,0,-10,16,-1,16,13,-2,-17,-23,1,-2,-10,8,5,-7,-14
"SHU",484,-71,207,107,19,49,309,-44,6,35,81,-312,3,14,-602,-100,122,192,-747,451,-536,130,110,55,-84,270,72,-343,-356,315,117,269,-67,113,-136,-426,236,-172,18,-457,-488,3,-5,-234,406,91,68,92
"SIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,34,43,3,9,10,-14,-6,15,5,25,4,11,-3,5,5,-4,5,8,13,14,15,-22,-12,-9,8,-1
"SIG",0,0,0,0,0,0,0,-6,0,0,0,-4,0,0,0,-7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,-43,14,5,14,-328,-398,-987,109,165,218,-194,-74,-23,476,-537,272,-203,-150,-140,-138,-199,127,338,-41,-43,326
"SNR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75,-9,-27,37,-390,-183,-485,-666,-186,248,151,-172,-406,599,505,-349,583,-572,172,-776,219,266,96,263,-385,-354,-361
"SOA",7,11,17,5,-2,4,-7,-7,-1,-5,-13,11,7,1,-16,-16,53,19,4,56,-34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,210,-346,-28,-1069,-797,1625,-1150,84,118,1091,-878,-1187,760,-1587,-982,324,712,161,67,411,-187,286,695,78,-2195,-529
"SPE",0,0,0,-38,0,0,0,-255,0,0,0,-63,0,0,0,-75,0,0,0,51,0,0,0,35,0,1064,372,513,-1777,1587,2284,-1550,-2725,1209,-635,247,-179,-655,194,63,-41,-176,-235,18,-1007,-378,1486,1962
"SPG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-143,488,478,-23,360,117,-982,167,210,630,870,1493,368,7,264,-650,217,-138,-901,-1114,545,431,-190,271,-142,644,757
"SPT",108,92,71,-67,84,-17,158,106,347,-248,51,36,208,425,-12,-243,39,600,-107,6,-294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSA",0,0,0,-647,0,0,0,-167,0,0,0,-136,0,0,0,-28,0,0,0,-218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SSG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,156,-250,-24,481,-1738,1436,-1999,-476,-1717,384,-2332,-510,-1200,-1463,-433,1183,616,-662,349,-869,-334,-286,-253,707,-2637,1298
"SSR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,100,-147,-14,208,-634,1086,-1309,-445,-1024,417,-1482,-516,-134,-1279,-209,357,232,-193,132,-393,-412,9,27,450,-1630,-70
"STS",0,35,8,-1,7,9,-5,-46,-22,22,-51,-14,44,18,-57,-76,-11,2,-50,92,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STY",-39,89,4,-61,11,64,-40,-134,-83,31,56,-30,132,-89,-94,-256,-52,-5,-44,266,36,84,59,25,36,-108,-36,-161,-34,-60,87,-42,45,-64,-104,95,107,66,-140,-313,-39,11,57,139,204,49,19,65
"SWE",90,129,135,27,-7,92,-8,-11,21,-17,-52,9,63,9,-97,-128,384,135,76,-422,-416,-49,-119,29,-24,-27,-69,9,48,99,-200,-332,-99,34,-257,-36,189,-50,-127,-25,-417,-1,260,170,702,25,171,79
"TAE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,-25,571,1203,-93,650,-18,-547,286,16,16,750,218,-192,-385,-912,-208,35,-380,673,-123,224,-830,-208,618,72,-283
"TAP",1397,2803,1390,-6182,-437,-2649,-4943,4136,-263,2117,-4386,-2305,696,-2542,353,-342,-2309,-1508,-1211,1381,-898,0,0,-124,0,0,0,19,0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"TAT",34,27,10,-70,5,89,-36,-2,-59,0,38,-58,93,98,-21,-86,-89,122,271,441,16,-11,-265,97,90,263,-86,-180,352,59,-174,-304,-254,-176,-50,-99,66,-123,-66,-5,1,-17,6,10,-19,210,81,103
"TAX",0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,38,55,50,-49,41,70,16,-47,15,4,126,-15,7,-162
"TBA",80,63,24,-165,11,210,-83,-4,-139,-51,10,-158,234,54,-4,-250,-160,303,291,572,-133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55,57,-23,51,-21,4,4,-44,62,-158,38,-10,19,-174,0,81,78,69,-263,166,-72,230,-99,-233,-34,70,-87
"TCS",210,394,889,157,139,36,1027,-250,295,-35,-119,172,940,448,-1222,-1755,1329,550,-2459,1512,-3657,-794,-492,658,751,-1782,-336,2235,3273,857,-1512,1930,-2279,-1193,815,4542,-5258,1455,1027,340,-622,-4219,1361,5947,-7030,2384,-3549,-2163
"TDG",2354,5424,905,-6972,172,-1049,-3264,3123,-467,1041,-5068,-3749,3666,172,95,-5418,418,516,-2065,1939,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TDS",-152,106,-86,-80,9,4,83,26,21,-92,-29,-161,3,-36,268,-33,281,166,532,-123,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TED",-85,-124,136,-275,15,23,39,91,-128,-156,120,137,-37,-68,-104,-220,19,277,-302,904,-116,-113,80,-143,15,-303,-91,35,43,106,71,494,174,-809,595,-1287,-359,888,77,-229,699,253,575,612,279,353,-840,187
"TEL",-407,-47,48,-751,0,841,703,-2313,-390,1577,-210,1936,-876,-332,-639,155,-3431,-278,-37,-1123,-1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TEN",2,3,1,-67,2,2,14,-18,0,3,-2,-80,-3,1,-1,-95,-1,-3,10,-246,5,3,6,136,-3,0,-2,78,12,4,-5,-244,-4,0,-2,-288,3,0,0,482,-3,0,-8,86,-2,-7,-1,246
"TEX",10,26,18,11,0,4,9,10,2,-11,-16,-22,0,33,-25,-34,42,33,-9,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TFD",1540,6285,4456,2217,-93,2680,2382,-875,2135,-729,-537,-2062,1950,2161,-1446,-685,7216,4061,5113,-1427,-6993,-822,-2008,484,-410,-450,-1124,134,766,901,-758,-1122,-379,48,-1533,-158,2279,170,-223,-649,-2557,-96,2312,2249,4761,108,812,1947
"TGD",4446,6157,5211,-4914,348,870,2530,3556,2389,-449,-5550,-8240,5827,2311,-3362,-4683,8702,-1068,-7862,-5044,-11757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THE",0,0,0,0,0,0,0,12,0,0,0,-8,0,0,0,0,0,0,0,8,0,0,0,-6,0,0,0,-3,0,0,0,-4,0,0,0,-3,0,0,0,3,0,0,0,-3,0,0,0,-3
"TIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,-24,0,210,210,983,2,-23,88,504,46,61,-43,108,-4,560,0,130,-253,-72,307,46
"TLD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,43,0,0,0,7,0,0,0,33
"TLE",163,14,1,112,0,-113,-66,161,-256,20,-270,-28,184,-267,44,333,-335,139,37,-37,-58,-14,59,-55,49,-19,2,-14,-57,1,0,-34,-3,-4,-11,15,24,-9,5,63,52,12,3,-2,29,-79,-44,27
"TLG",-322,496,-92,269,-10,-39,15,-237,-411,-62,-46,-410,225,-136,-441,46,543,223,1,915,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMD",-1972,-2678,-272,1740,1209,-1454,-2869,740,-1312,-2948,-4526,-2542,2002,-4272,-1540,7666,8308,-2189,-2681,5546,-964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,-12,349,505,-14,205,-14,-189,76,-21,-46,199,61,-98,-101,-257,-75,-1,-115,156,-22,133,-222,61,223,50,-84
"TMH",0,0,0,-2,0,0,1,-4,1,0,0,-2,0,0,0,-2,0,0,0,-5,0,0,0,3,0,0,0,2,1,0,0,-5,0,0,-1,-5,-1,0,0,39,0,0,0,1,0,0,0,4
"TND",2091,733,4304,2057,176,1919,5796,431,2856,-1491,-481,-4491,2161,2139,-3456,736,8283,-1585,-5797,-6983,-12015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOB",-224,0,0,0,35,0,0,0,-4,0,0,0,-49,0,0,0,-98,0,0,0,0,1315,-1220,-1529,-985,-903,532,-537,1519,-167,-373,355,-497,-682,-495,1319,-1720,4975,-2363,-1481,-512,-2362,1706,-494,246,1326,1648,-5246
"TOD",540,741,-1465,178,383,1141,1074,-557,-472,-780,-120,-8,1227,1540,758,-1693,711,1402,-131,148,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOL",0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TON",2087,-20,1378,-712,216,204,616,1276,1352,-684,-621,-1214,1798,1652,-444,-1432,4696,10,-315,-729,-1617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOO",-32,33,-12,16,5,-8,57,25,-65,-18,-218,174,-2,-11,-10,-30,107,58,22,117,21,24,66,278,59,-111,90,-119,-90,-143,15,-50,-40,-144,-21,-7,-187,160,14,133,-133,143,138,-9,50,73,-71,280
"TOT",172,527,37,-21,146,-71,-61,220,139,440,-189,316,488,-881,523,642,77,-1029,-645,567,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOY",214,198,245,-81,132,-32,-85,14,350,-355,-120,-174,591,190,-99,-434,-19,319,-65,516,-259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRO",0,0,0,-35,0,-80,62,100,309,143,192,394,78,15,192,-270,100,-614,132,141,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,249,235,-688,-202,28,-914,1361,-457,585,-159,110,1646,824,-992,-785,-1975,-2754,521,-433,994,319,132,2820,3292,-1586,4236
"TRU",940,2523,1372,-6372,-97,-1878,-3634,-73,1093,1282,-559,-1780,-86,-941,301,-1929,-438,-1677,358,1330,-940,829,17,616,-96,873,334,875,325,848,330,-339,875,-81,-385,-641,250,-20,-762,236,-595,269,336,67,137,367,-330,-156
"TSC",20,-147,135,132,-239,0,119,-42,65,-58,-105,16,9,299,-144,-221,-26,128,-332,-162,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TSP",2,2,0,-65,2,2,14,-14,-1,3,-1,-78,-3,0,-1,-94,-1,-3,10,-241,5,3,6,133,-3,0,-2,76,11,4,-5,-239,-3,0,-2,-282,4,1,0,400,-3,0,-8,78,-2,-7,-1,210
"TSS",-4431,1418,7510,123,-4612,-109,1461,-4268,-11938,271,-3269,677,5447,-242,3502,13316,-1996,-5227,-19375,2696,-5480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TVS",95,56,11,-69,-5,18,13,-24,79,84,-2,-167,179,1,-63,-177,195,44,-58,-168,141,-117,126,-30,110,-44,-12,-5,-125,111,-146,91,-29,45,-286,18,258,68,147,-450,193,-175,215,-61,-152,-37,141,31
"TVV",123,76,34,-108,-10,8,0,-41,109,128,-43,-276,294,0,-114,-310,274,66,-73,-234,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UNS",-3,82,-49,131,3,-38,3,15,45,53,19,21,-8,66,3,189,4,-2,11,-85,-18,-25,-19,9,0,-16,-16,-110,-9,-19,-9,-65,-90,-1,-12,-18,-44,-12,-21,31,28,20,-7,-54,19,-10,-13,21
"UOS",411,32,12,549,1,-68,-181,-6,-463,62,-405,-238,297,-428,266,928,-284,211,-51,368,-132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USS",23,6,-79,-19,-23,51,100,-9,200,95,-22,27,-112,-3,-40,94,4,-41,36,-140,-41,38,52,16,8,-15,18,-30,-4,21,47,16,-157,-77,21,4,-14,-27,34,-18,-44,0,0,0,-5,0,0,0
"UST",-49,287,-561,-1058,786,52,-934,647,-955,91,-548,-1489,-558,910,1536,-547,1284,324,126,1392,-478,648,193,616,771,389,-631,37,890,-15,114,749,629,-791,-1056,-575,-917,-1996,-536,436,1823,792,-4280,1241,-246,606,1074,-152
"UTE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27,54,62,124,-69,104,21,-296,126,33,32,-149,136,-63,66,233,-245,-23,-454,-241,55,349,147,377,189,8,-49
"UTL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1860,1199,-4694,-8408,8379,613,-4473,-6369,1507,-797,299,-635,10460,-4910,-3450,629,1934,-1054,2101,2481,-139,-382,-3543,-390,495,-2253,-1421
"UTM",0,0,0,0,0,0,0,0,0,926,-1102,-462,-36,-67,336,52,-425,505,274,-643,794,488,-1089,-126,81,-967,806,346,-1104,-442,255,690,-889,160,-315,569,597,-28,-485,561,317,67,228,-65,81,-118,-275,-35
"UTN",0,0,0,0,0,0,0,0,0,330,1167,-34,1080,79,-19,-56,135,425,-235,707,-770,998,359,1003,339,967,873,281,-807,902,565,-79,-1525,1016,278,-1706,97,-24,169,-993,1178,168,572,-161,201,-278,-644,-83
"UTR",0,0,0,0,0,0,0,0,0,1256,65,-495,1044,12,318,-6,-289,930,39,64,23,1485,-731,877,421,0,1679,627,-1910,460,822,611,-2414,1177,-37,-1136,694,-50,-315,-432,1495,236,800,-226,282,-397,-918,-118
