"","Table 1#5#6# Real Gross Domestic Product, Expanded Detail, Chain","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71"
"48","40","        Entertainment, literary, and artistic originals","Y020RX1",55.4,55,56.2,57,58.5,59.7,59.7,59.2,58,57.1,57.2,57.6,59.1,59.6,60.9,61.6,63.3,65.2,65.5,65.4,64.7,64.7,65.9,68,69.7,70.9,71.8,72.9,72.6,72.2,71.7,71.7,70.8,70.5,70.5,69.4,68.6,67.7,66.3,65.6,64.6,65.1,64.7,66.1,68.9,72.3,74,75.4,73.2,72.4,72.8,74,74.7,74.8,74.7,75.1,75.5,75.9,75.9,76.6,77.3,77.8,78.3,79.2,79.7,80,80.9,81
"49","41","    Residential","A011RX1",623,632.7,637.4,642.1,645.3,641.9,632,632.6,635.3,645.2,649.2,645,666.2,682.7,684.7,697.1,709.8,721,762.3,785,794.2,819.5,825.3,836.7,856.4,872.3,881.9,879.9,871.7,827.8,781.6,745.2,711.2,682.7,639.2,586.1,540,516.3,490.9,443.6,401,377,395.4,395.7,383,403.5,368.1,375.1,374.4,379.3,386.8,397.6,422.5,426.3,437.3,459.8,469.9,480.3,486,475.9,472.6,484.4,488.5,500.2,512.4,524,534.4,547.4
"50","42","  Change in private inventories","A014RX1",97.5,45.3,51.5,107.5,23.6,108.7,68.7,63.9,-37.9,-12.8,-36.9,-97.4,-3.8,26.5,32.4,35.1,36.3,-0.2,7.6,46.6,56.4,81.9,71.1,76.2,111.3,33,18.2,94.8,78.6,84.4,81.9,41.4,19.6,49.4,50.2,23,-20.2,-26.4,-20.7,-67.4,-144.5,-190.1,-206.1,-49.6,9.8,48.8,116.2,58.1,25.1,57.5,-13,80.8,56,76.6,70.6,15.5,25.2,39.6,93.6,87.2,36.9,77.1,79.9,78.2,112.8,113.5,85.5,78.3
"51","43","    Farm","B018RX1",-1.9,1.1,-12,-3.9,-20.5,6.9,-2.3,7.9,6.7,-3.3,1.7,-4.6,2.7,-10.9,-3.7,-2,3.3,-1,0.2,-1.9,5.7,15.7,8.4,6,-5,0.8,3.3,1.9,1.7,-7.3,-6.3,-4.7,3.2,-3.8,-2,-1.1,-4.9,2.2,4.6,2.7,-0.7,-1,-4.2,-0.5,-3,-5.8,-9.9,-9.5,0.2,-0.2,2.1,3.4,-6.6,-10.3,-19,-14.5,1.8,5.8,9.3,9.9,1.3,3.6,5.8,4.2,7,4.1,6.6,3.1
"52","44","    Nonfarm","A015RX1",97.5,43.6,60.6,109.1,41,101.4,69.7,56.3,-43.5,-9.7,-38,-92.2,-6.1,35.8,35.5,36.8,33,0.7,7.4,48.6,50.7,65.9,62.8,70.3,115.8,32.1,14.9,92.6,76.9,90.8,87.7,46.2,16.4,53.2,52.3,24.1,-15,-28.8,-25.7,-70.4,-144.2,-189.3,-201.6,-48.8,12.9,54.6,126.8,69.1,25.2,58.9,-15.9,78.3,65.8,92,97.7,35.3,23.5,32.9,84,76.6,36.2,74.5,74.5,74.9,106.8,111,79.2,76
"53","45","Net exports of goods and services","A019RX1",-340.4,-371.1,-393.9,-402.9,-449,-464.9,-493.5,-503.8,-494,-483.8,-508.7,-521.8,-546,-567.7,-585.1,-638.4,-620.3,-649.7,-642.1,-655.4,-676.1,-740,-753,-769.9,-774.1,-773.5,-777.7,-803.9,-799,-799.1,-819.7,-759.3,-771,-753.7,-703.2,-622.6,-623.7,-550.4,-526.9,-530.3,-451.3,-366.3,-383.6,-380.4,-408.8,-469.7,-498.4,-458.1,-466.2,-455.2,-454.3,-461.7,-462.7,-452.7,-446.8,-426,-425.9,-434.2,-428.3,-381.5,-434,-443.3,-429.1,-463.6,-541.2,-534.6,-546.1,-551.9
"54","46","  Exports","A020RX1",1126.4,1137.9,1171.3,1200.9,1219.2,1254.7,1285.5,1274.3,1254.5,1213,1154.1,1118,1140.9,1172.1,1180.5,1164.5,1157.6,1156.2,1187,1239.2,1276.6,1293.1,1300.6,1332.1,1352.6,1377.6,1379.2,1418.1,1471,1498.5,1495.5,1562.1,1587.7,1615.7,1665.6,1716.7,1737.9,1790,1766.1,1669.2,1535.3,1539.4,1593.3,1682.9,1708.2,1748.1,1797.5,1852.6,1862.3,1890.7,1910.6,1929.7,1942.6,1964.4,1974.1,1971.7,1976.6,2000.5,2021.1,2074.2,2038.7,2086.8,2096,2123.9,2091.4,2117.5,2121.1,2110.3
"55","47","    Goods","A253RX1",793.8,805.1,826,852.6,869.3,895.5,928.4,915.7,902.1,866.1,818.4,800.3,798.9,826.9,832.3,813.1,815.4,815.5,832.7,869,886,899.3,907.8,924.8,942.5,971.7,970.2,997.8,1041.9,1056.9,1058.3,1091,1105.6,1122.8,1155.8,1181.7,1211.8,1249,1241.2,1144.1,1027.6,1020.8,1070.9,1141.2,1173.7,1204.1,1229.9,1265.4,1274,1289.5,1300.5,1326.2,1332.2,1347.6,1355,1341.9,1343.3,1367.8,1384.6,1433.4,1398.4,1439.1,1460.1,1474.3,1429.3,1452,1448.8,1428.9
"56","48","    Services","A646RX1",331.7,331.7,344.2,346.8,348.3,357.6,354.9,356.7,350.4,345.3,334.4,316.1,341.1,344,347,350.6,341.1,339.6,353.4,369.3,390.1,393.1,391.9,406.6,409.3,404.8,407.9,419.2,427.8,440.4,435.8,470.1,481.2,492,508.9,534.4,525,539.8,523.4,524.9,507.6,518.7,522.5,541.7,534.2,543.6,567.2,587,588,601.2,610.3,603,610.1,616.4,618.6,629.9,633.3,632.4,636.1,640.2,639.8,647.3,635.4,649.1,660.6,664.4,670.7,678.9
"57","49","  Imports","A021RX1",1466.9,1509,1565.2,1603.8,1668.1,1719.6,1779,1778.1,1748.5,1696.8,1662.8,1639.8,1686.9,1739.8,1765.6,1802.9,1777.9,1805.9,1829.1,1894.6,1952.7,2033,2053.6,2102,2126.8,2151.2,2156.9,2222,2269.9,2297.6,2315.2,2321.4,2358.7,2369.4,2368.7,2339.3,2361.6,2340.4,2293,2199.5,1986.7,1905.7,1977,2063.4,2116.9,2217.8,2296,2310.7,2328.5,2345.9,2364.9,2391.3,2405.3,2417,2420.9,2397.8,2402.6,2434.7,2449.4,2455.7,2472.7,2530.1,2525.1,2587.5,2632.5,2652.1,2667.2,2662.2
"58","50","    Goods","A255RX1",1222.5,1265,1314.2,1346.1,1399.3,1439.4,1488.8,1494.2,1467.1,1410.5,1383.7,1372.4,1398.1,1457.6,1483.8,1504.9,1487.6,1526.8,1530.7,1587,1631,1698.2,1722.4,1765,1787.5,1805.8,1810,1868.3,1900.1,1924.6,1944.9,1931.9,1965.1,1970.7,1968.4,1939.3,1950.1,1932.4,1883.8,1785.1,1594.1,1515.6,1585.1,1666.4,1719.4,1814.2,1880.4,1893,1917.7,1921.3,1931.8,1957.8,1969.9,1978.1,1981.2,1959.4,1964.7,1990.4,2003.3,2006.8,2029.9,2078.4,2074.1,2123.8,2161.1,2178.4,2186,2178.7
"59","51","    Services","B656RX1",241.1,240.3,247,253.4,264.5,276,286,279.1,276.8,282.7,275.5,263.5,285,278.1,277.5,293.8,286.2,275,294,303.1,317.1,330.1,326.4,332.1,334.2,340.3,341.7,348.2,364.7,367.7,364.7,384.8,388.7,394,395.7,395.6,407.8,404.2,406.8,414.2,392.6,390,391.9,396.9,397.2,402.7,414.6,416.6,408.7,423.5,432.4,432.4,434.1,437.9,438.6,437.7,437.1,443.5,445.2,448.1,441.3,450.1,449.4,462.2,469.8,472.1,479.5,481.8
"60","52","Government consumption expenditures and gross investment","A822RX1",2418.1,2431.7,2460.3,2496.7,2476.2,2506.4,2501.2,2509,2546.3,2596.4,2594.6,2632.4,2671.3,2696.9,2717.8,2737.1,2728.3,2771.2,2771.2,2786.3,2793.9,2809.9,2820.7,2808.2,2814.1,2818.9,2841,2830.7,2853.5,2864.1,2870.4,2889.1,2882.7,2907,2928,2939.8,2952,2975,3016.2,3035.9,3040.5,3096,3113,3106.8,3084.3,3106.2,3103.5,3071.5,3012.2,3009,2990,2978.3,2963.7,2949.4,2940.9,2912.3,2878.8,2864.1,2848.1,2828.5,2828.4,2836.5,2849.2,2839,2838.5,2856.9,2869.7,2870.6
"61","53","  Federal","A823RX1",801.2,805.2,819.4,835.6,804.6,832.8,818.9,814.6,832.3,848.7,855.9,862.6,884,904.7,919,935.7,935.9,982.8,977.1,996,1003,1013,1030.7,1021.8,1027.6,1029.8,1048.6,1033.2,1058.9,1057.7,1058,1069,1054.5,1071.2,1091.6,1097.5,1115.2,1135.7,1169.1,1189.3,1180.1,1218.9,1235.6,1236.2,1247.8,1273.4,1285,1276.4,1241.2,1246,1233.3,1225.2,1223.9,1214.8,1216.2,1199,1170.1,1153.2,1136.3,1116.9,1117.8,1114.5,1124.7,1108.3,1111.3,1111.3,1112,1118.3
"62","54","    National defense","A824RX1",503.6,508.9,522.6,532.8,500.9,522.8,512.6,512.7,519.6,528.4,534.2,537.8,549.9,562.8,572.4,584.1,583.7,625.3,617.3,635.5,640.9,648,668.4,653.4,659.1,664.6,679.1,659.3,672.6,678,674.2,690.5,676.6,691,706.9,708,719.7,733.6,764.5,774.5,757.5,788.4,804.9,802.3,798.6,811,825.9,818.6,788.4,801.3,805.1,785.3,777.9,769.2,770.8,754.7,734.4,723.6,709.4,698.8,690.6,689.8,697.3,678.6,680.3,680.8,678.4,683.1
"63","55","      Consumption expenditures","A997RX1",420.2,420.7,431.6,445,412.2,435.1,422.8,423,430.2,434.4,437.5,439.3,449.9,455.6,459.6,470.8,468,505.3,494.7,510.6,513.9,517.5,531.2,517.1,523.4,524.6,536.3,518.6,529.4,528.3,527.6,538.6,526,533.5,548.8,549.6,559.1,562.1,588.6,597,587.4,612.1,626.6,627,625.3,633.7,647.1,637.9,620.7,630.7,636.7,616.9,617,610.1,614.2,603.7,586.3,579.3,562.9,553.4,552.1,547.6,556.6,539.3,544.7,543.4,542.7,544.4
"64","56","      Gross investment","A788RX1",86.7,90.6,93.4,91.4,90.8,90.9,92.1,92,92,96.1,98.5,100.2,101.7,108.3,113.4,114.2,116.3,121.1,123.3,125.7,127.6,131,137.6,136.5,136,140.2,143,140.8,143.3,149.7,146.7,151.9,150.6,157.5,158.2,158.4,160.6,171.6,175.9,177.5,170.1,176.3,178.3,175.3,173.2,177.3,178.8,180.7,167.6,170.5,168.3,168.3,160.7,158.9,156.3,150.7,147.8,144,146.4,145.3,138.2,142.1,140.5,139.1,135.3,137.1,135.4,138.5
"65","57","    Nondefense","A825RX1",297.6,296.4,297,303,303.5,310,306.2,301.9,312.6,320.1,321.5,324.5,333.9,341.7,346.4,351.4,352.1,357.5,359.8,360.6,362.1,365,362.4,368.5,368.6,365.3,369.6,374,386.4,379.8,383.8,378.5,378,380.2,384.7,389.6,395.5,402.1,404.5,414.8,422.6,430.4,430.7,433.9,449.2,462.4,459.1,457.7,452.7,444.7,428.2,439.9,446,445.6,445.4,444.2,435.6,429.5,426.7,418,427,424.6,427.1,429.4,430.7,430.2,433.2,434.8
"66","58","      Consumption expenditures","A542RX1",216.6,212.4,212.8,214.5,220.2,227.7,223.4,219.5,229.4,236.1,237.1,239.1,245.1,252.3,255.7,260,260.3,263.1,265.6,267.4,269,270.4,268.2,274,274.4,271.3,273.3,277.2,286.1,281.1,284.3,278.7,278.5,279.8,283.2,287.7,293.4,298.3,299.2,308.1,315.7,323.1,320.8,322.1,334.2,344.1,340.1,338.4,332.7,326.2,311.1,323.8,330.2,330.1,331,330,324.3,319.9,317.6,310,319.2,317.1,319.7,320.4,321.9,320.4,322.8,323.8
"67","59","      Gross investment","A798RX1",80.4,82.9,83,86.9,82.6,82.1,82.3,81.8,82.9,83.9,84.4,85.3,88.5,89.3,90.7,91.4,91.8,94.2,94.2,93.2,93.2,94.6,94.2,94.6,94.3,94.1,96.3,96.8,100.3,98.7,99.5,99.8,99.4,100.4,101.5,101.9,102.1,103.8,105.3,106.7,106.9,107.4,109.8,111.9,115,118.3,119,119.4,120.1,118.6,117.3,116.2,115.8,115.5,114.5,114.2,111.3,109.6,109,108,107.7,107.4,107.3,109,108.8,109.8,110.4,111
"68","60","  State and local","A829RX1",1624.5,1634,1648,1668.1,1680.8,1681.2,1691,1703.6,1722.9,1756.8,1747.3,1778.9,1795.9,1799.8,1805.9,1807.9,1798.5,1791.7,1798,1793,1793.3,1799,1791,1787.7,1787.6,1790.2,1792.9,1798.6,1794.9,1806.9,1813,1820.6,1829,1836.4,1836.7,1842.5,1836.9,1839.3,1847.1,1846.6,1860.4,1877.1,1877.4,1870.6,1836.5,1832.8,1818.5,1795.2,1771.1,1763,1756.8,1753.1,1739.8,1734.5,1724.7,1713.3,1708.5,1710.4,1711.1,1710.6,1709.6,1720.8,1723.5,1729.3,1725.9,1744.1,1756.2,1750.9
"69","61","    Consumption expenditures","A991RX1",1313.4,1322.6,1332.7,1341.8,1344.9,1351.5,1358.5,1367.1,1380.6,1394.5,1409.2,1420.9,1431.9,1439.8,1443.8,1442.6,1435.8,1431.7,1427.7,1426.1,1428.3,1431.5,1432,1435.1,1436.5,1437.5,1442.5,1443.3,1441.5,1445.1,1452.4,1463.9,1470.1,1474.3,1474.4,1477.7,1473.7,1471.7,1478.6,1485.4,1499.3,1509.6,1511,1513.6,1489.6,1477.2,1462.4,1449.6,1435.8,1431.7,1428,1426,1421.9,1418.7,1416.7,1413,1410.5,1410.5,1411,1413.6,1416.2,1420.3,1422.4,1424.8,1427,1428.5,1433.9,1435.1
"70","62","    Gross investment","A799RX1",311.2,311.5,315.5,326.6,336.3,330,332.8,336.9,342.7,363.3,338,358.6,364.7,360.5,362.7,366.1,363.3,360.6,371.4,367.8,365.9,368.4,359.4,352.7,351,352.7,350.2,355.3,353.3,362.1,360.8,356.7,358.9,362.2,362.4,364.9,363.2,367.7,368.6,361.2,361.2,367.6,366.5,356.9,346.7,355.6,356.2,345.5,335.1,331,328.4,326.6,317.3,315.3,307.3,299.5,297.2,299.1,299.3,296.2,292.4,299.6,300.3,303.7,298.1,314.9,321.6,315.1
"71","63","Residual","AR05RX1",-237.5,-206.6,-186,-184.6,-152.4,-151.9,-147.1,-143.3,-142.3,-157.7,-164.3,-132.9,-130.9,-122.4,-107.9,-111.4,-102.8,-91.1,-73.4,-63.7,-56.4,-50.7,-44,-36.4,-33.2,-22.2,-17.7,-19.1,-15.1,-20.4,-20.8,-18.6,-16.2,-17,-18.7,-22.2,-26.6,-24,-15.4,-11.8,-10,-1.2,5.1,5.5,0.1,-5.6,-7.2,-11.3,-16.5,-16.5,-28.9,-25.8,-35.5,-38.8,-46,-52.3,-47.3,-46.3,-45.9,-44,-51,-58.4,-68.4,-72.6,-74.2,-78.4,-86.1,-91.8
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","1. Net expenses of NPISHs, defined as their gross operating expenses less primary sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2. Gross output is net of unrelated sales, secondary sales, and sales to business, to government, and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","to the rest of the world; excludes own-account investment (construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","3. Excludes unrelated sales, secondary sales, and sales to business, to government, and to the rest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","4. The quantity index for computers can be used to accurately measure the real growth of this component.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","However, because computers exhibit rapid changes in prices relative to other prices in the economy,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","the chained-dollar estimates should not be used to measure the component's relative importance or its",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","contribution to the growth rate of more aggregate series; accurate estimates of these contributions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","are shown in table 1.5.2 and real growth rates are shown in table 1.5.1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","5. Excludes software embedded, or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","6. Research and development investment excludes expenditures for software development. Software development",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","expenditures are included in software investment on line 38.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Note. The residual line is the difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
