"","Table 2#8#6# Real Personal Consumption Expenditures by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"11","3","  Durable goods","DDURRX1",499.5,491.1,501.4,490,500.9,516.3,507.2,518.3,524.1,513.6,525,538,519.7,534.3,539.6,548.9,551.8,543.7,546.5,553.8,555.7,560.1,564.5,563.8,576.7,574.9,582.6,575.4,571.1,582.1,594.7,610.4,600.5,604.5,620.7,626.5,616.9,624.3,626.1,640.5,662.6,659.3,657.4,673,688.8,705.8,706.3,726.9,701.9,718.4,724,735.4,749.6,762.4,760.8,768.1,773.2,767.3,772,791.3,808.6,830.6,822.6,803.8,809.5,804.2,805,816.6,837.7,829.9,823.3,824.2,827.6,850.8,841,827,837.4,853.8,845.2,865.4,838,955,922.1,885.6,900.9,917.4,912.7,938.2,901.9,919.6,948,967.3,925.3,917.2,926.5,959.5,945.7,922.9,942.9,965.4,975.8,986.6,1001,1036.2,1013.5,1016.1,1034.2,1029.3,1030.5,1042,1050.2,1040.3,1071.3,1030.8,1062.8,1056.9,1084.9,1076.9,1078.6,1106.1,1093.3,1094.8,1108,1144,1095.3,1152.4,1194.6,1137,1108.3,1097.7,1118.1,1136.7,1169.7,1152.3,1160.7,1164.5,1151,1169.8,1185.6,1165.2,1186.1,1186.8,1191,1207.9,1210.1,1208.3,1211.8,1216.9,1239,1225.2,1225.8,1241.4,1261.1,1256.3,1249.3,1244.1,1233,1214.3,1208.8,1212.6,1213.4,1203.3,1174.4,1189.2,1148.7,1097.6,1091.2,1075.2,1108,1089,1077.1,1067.3,1090.2,1099.8,1119.8,1201.9,1094,1102.1,1127.6,1132.5,1119.6,1121.1,1167,1159.9,1165.4,1168.3,1176.9,1184.6,1193.2,1221.6,1227.3,1234.1,1242.7,1247.8,1257.6,1254.9,1241.7,1230.2,1252.2,1247.2,1276.3,1294,1298.5,1307.9
"12","4","  Nondurable goods","DNDGRX1",1435.2,1420.4,1428.3,1425.6,1436.2,1443.3,1440.2,1433.6,1446.4,1434,1449.5,1459,1448.8,1456.6,1465.3,1472.1,1471.4,1483.4,1483.6,1488.4,1486.3,1497.1,1496,1501.4,1496.2,1507.9,1517.7,1504.5,1502.6,1517.2,1529.1,1532.8,1535.3,1536.2,1549.1,1544.2,1550.6,1553.2,1559.9,1570.8,1569,1581.5,1585,1581.5,1589.6,1595,1607.9,1618.2,1627.5,1638.3,1644.4,1646.4,1655.9,1654,1648,1661.1,1670.8,1672.7,1681.4,1727.8,1662.4,1675,1700.7,1708.3,1715.7,1714.6,1713.4,1723.5,1736.7,1737.6,1734.6,1751.9,1741.9,1731.1,1720.7,1739,1748.8,1730.6,1750.7,1755.1,1738,1758.7,1762.7,1767.8,1769.4,1770.9,1770.3,1764.9,1767.8,1784.8,1780.9,1775.7,1775.9,1791.1,1802.6,1806.3,1813.1,1814.2,1820.6,1817.5,1820.2,1837.8,1844.2,1865.7,1861,1859.6,1869.9,1864.8,1883.8,1869.1,1888.4,1879.1,1885.7,1876,1883.4,1895.7,1906.2,1912.7,1912,1921.5,1938,1943.7,1929.4,1945.6,1941.8,1952.7,1950.5,1963.4,1949.2,1975.8,1974.5,1975.9,1984,1991.5,1982.9,1999.4,1996.4,1992.4,2007,2002.8,2008,2026.9,2021.8,2046.9,2042,2034.8,2037.9,2037.1,2038,2037.4,2052.6,2039.6,2048.6,2045.7,2046.1,2055.3,2039.4,2014.8,2042,2040.2,2042.6,2047.7,2031.1,2023,1992.2,1996.9,1990.3,1968.7,1982.8,1989.8,1978.5,1975.9,1978.7,1965.2,1973.1,1985.2,1985.9,1991.3,1988,1999.3,2007.7,2019.7,2025.7,2023.4,2020,2011.4,2010.9,2037.9,2039.2,2045.3,2056.1,2054.6,2068.7,2079.1,2078,2085.8,2073.2,2061.5,2071.3,2066.9,2076.1,2085.3,2081.2,2075.2
"13","5","Services","DSERRX1",4146.5,4162.4,4169.2,4179.5,4196.2,4215.3,4215.3,4236.5,4228.8,4234.1,4253.8,4264.4,4274.4,4293.5,4309.2,4314.1,4320.1,4328.6,4337.1,4343.4,4351.7,4354.5,4366.7,4387.6,4404.9,4408.1,4402.4,4426.2,4438.7,4440.2,4473.6,4488.6,4501.1,4528.4,4518.3,4553.7,4555.3,4587.3,4608.9,4612.9,4633.8,4672.6,4677.1,4692.8,4718.5,4717.5,4725.1,4743.9,4759.3,4762.2,4784.9,4812.2,4818.6,4837.3,4862.4,4880.3,4899.1,4918.3,4939.6,4963.3,4983.5,5016.6,5045.5,5050.9,5072.5,5097,5103.8,5118.2,5139.5,5145.9,5163.7,5186.7,5190.5,5181.9,5196.7,5202.9,5215.5,5216.8,5224.3,5240.8,5212.2,5241,5239.2,5266.9,5274.6,5285.9,5288.6,5303.2,5313.3,5316.2,5332.5,5324.7,5331.4,5348.8,5346.1,5356.4,5377.9,5368.3,5370.9,5392.5,5402.2,5408.6,5429.4,5441.2,5437.2,5450.3,5461,5478.6,5500.9,5514,5506.6,5528.6,5535.9,5550.1,5562.7,5571.6,5594.7,5613.9,5627.5,5645.8,5645.4,5662,5686.8,5692,5706.7,5728.2,5741.8,5754.5,5759.5,5759.4,5785.2,5799.9,5792.1,5822.3,5842.9,5848.7,5869.3,5868.1,5885.4,5884.5,5898.5,5921.6,5931.2,5943,5953.7,5966.7,5965.5,5984,5975.9,5986.2,5985.2,6014.9,5996.4,5998.9,6022.6,6031.8,6040.9,6045.5,6032.8,6037.2,6032.5,6028.8,6017.3,5996.6,6005.6,6000.2,5989.7,5976.6,5967.8,5948.4,5938.4,5935.4,5923.5,5921.8,5919.2,5924.6,5918.2,5923.5,5907.8,5938.2,5932.9,5944.4,5943.8,5957.9,5978.5,5984.4,5991.2,6006.9,6006.1,6015.1,6037.5,6052.1,6048.5,6060.3,6085.7,6084.2,6096.6,6101.1,6117.8,6121.4,6124.2,6122.1,6126.4,6129.4
"14",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","6","  PCE excluding food and energy","DPCCRX1",5053,5038.2,5078.4,5061.3,5094.9,5142,5123.1,5148,5174.2,5156.9,5191.7,5225.5,5197.2,5241,5266.5,5294.8,5302.6,5310.4,5331.7,5346.9,5364.7,5374.6,5388,5414.6,5439.7,5452.4,5469.9,5459.4,5470.7,5504.1,5552.7,5600,5595.4,5614.5,5648.5,5680.6,5690.3,5720.6,5741.3,5779.9,5817.9,5851.9,5862,5893.2,5941.6,5978.8,6000.6,6043.4,6030.3,6068.1,6092.7,6130.1,6161.5,6189.2,6198.9,6241.1,6272.3,6286.2,6333.9,6389.6,6402.4,6469,6512.3,6488.5,6516.3,6525,6539.8,6570.6,6627.9,6626.7,6627.9,6639.2,6661.3,6675.9,6665.2,6679,6712.1,6727.4,6730.8,6782,6700.3,6881.7,6857.6,6836.6,6872.7,6899,6890,6933.4,6888.6,6930.4,6971.4,6982.3,6944.9,6955.9,6971.4,7023.7,7027.2,6995.2,7041.2,7067.2,7100.3,7144.4,7175.1,7233.3,7210.7,7220.6,7257.9,7268.5,7294.7,7309.8,7341.1,7333.8,7381.3,7348.4,7404.3,7416.6,7466.3,7481.7,7494.7,7548.7,7541,7573.6,7583.1,7653.6,7607.2,7691.5,7742.4,7704.6,7682,7693,7741,7770.5,7842.4,7832.9,7853.7,7875.1,7866,7889.8,7911.3,7904.6,7946.5,7969,7995.9,8051.5,8044.6,8043.9,8077.5,8068.1,8110.5,8103.8,8109,8135.6,8143.4,8154.6,8166.3,8167.2,8164.4,8139.9,8127.5,8149.1,8153.4,8144.2,8112.3,8103.8,8054.9,7993.9,7970.1,7933.1,7953.7,7929,7884,7876.2,7886.5,7885.7,7912.4,7984.2,7887,7899.3,7923.1,7939.8,7929.5,7943.2,8003.4,8018.8,8025.7,8037.5,8050.5,8083.5,8097.5,8143.8,8174.8,8187.4,8204.1,8237.2,8265.5,8266.7,8263.8,8265.6,8285.9,8294.4,8327.9,8347.7,8362.8,8387.5
"16","7","  Food \1\","DFXARX1",554.5,546.7,548.2,544.3,548.7,548.5,546.9,547.1,547.6,546.4,548,554.3,552.4,551.2,552.6,554.9,554.2,554.9,554.5,553.3,553,554.6,555,556.6,558.2,558.1,561.6,558.3,555.2,555.7,560.2,558.9,559.9,559.8,561.5,557.8,557.5,559.3,560.7,561.8,563.1,566.2,567,566.3,569.3,568.1,570.2,576,575.7,578.7,580.2,583.4,585.1,583.3,585.7,588.4,592.9,588.5,591.6,614.1,584.8,591.8,599.7,600.3,597.8,604.4,601.1,600.6,603.1,607.4,606.5,608.6,609.2,604.5,602.2,609.4,611.3,607.3,606,606.3,609.3,607.1,606.3,611.3,605,605.2,606.9,602.4,608.3,609.4,611.3,608.9,607,611.1,615.8,615.9,618.7,620.2,616.4,615,611.8,611.3,618,620.5,619.8,618.4,615.8,612.2,623.8,620.9,621.1,620.8,618.3,618.3,619,622.1,629.4,629,630.2,633.4,637.7,639.3,640.5,637.9,636.7,642.8,641.5,647,651.1,654.2,653.3,651.9,651.2,658,655.4,661.1,664.3,660.8,662.4,665.5,661,670,668.9,677.4,677.1,673,669.5,668.7,670,669.9,674.4,669.7,673.2,675.4,674.9,682.5,674.1,669.9,674.8,672.2,673.5,677.9,672,667.2,660.3,655.6,652.6,642.3,644.9,646.1,648.1,649.4,653.8,653.8,655.1,655.6,660.3,661.3,661.6,667.7,664.9,674.7,668.6,663.1,664,662.5,659.6,669.1,669.6,671.8,678.1,680.2,681.5,685.6,681.2,687.1,685,685.9,687.2,686.6,683.9,688.5,689.7,681
"17","8","  Energy goods and services \2\","DNRGRX1",415.1,428.1,410.9,425.6,431,431.3,437.1,442.7,424.7,418.4,437.5,434.7,438.1,443.3,448.4,440.2,442.4,441.5,429.2,438.8,425.9,436.9,440.3,433.7,436.8,435.8,428.1,445.5,438.9,434.4,444,434.1,439.7,457.4,443.2,453.7,431.8,446.8,457.1,447.9,459.9,470.1,461,463.2,464.6,449.6,443.3,452.4,458.9,448.2,461.3,463.3,463.8,472.9,478.1,468.5,465.2,469.6,445.8,465.5,454.8,451,439.9,456.6,468.8,469.2,462.2,472,471,463.9,471.1,504.5,473.4,472.4,478.9,461.8,460.8,450.3,468.5,458.5,461.5,468.7,452.9,459.5,454.7,461.8,467.3,465.9,479.6,474.5,476.1,477.2,475.5,485.5,484.1,481.1,488.4,484.8,471.4,493.7,485.4,473.8,479.8,491.9,480.3,487.3,493.5,493.6,498.1,496,482.4,494.1,495.1,489.5,485.2,484.6,490,492.6,492.8,491.3,498.2,486.5,500.9,490,499.9,498.5,502.2,502.5,484.6,486.6,484.6,490.5,454.9,476.6,478.5,477.8,487.3,480.4,502.1,483.6,485.5,496.8,480.1,469.7,484.3,493.1,470.2,499.7,473,476.4,480.8,489.3,486.4,470.6,476.4,480.7,475.7,468.1,482.1,471.8,466.1,463.9,451.4,448.9,446.8,462.7,466.2,465.6,475.7,469,480.8,472.6,468,461.8,456.4,471.3,466.4,470.5,450.2,472.2,477.2,478.8,469.9,466.5,480.2,470.4,473.8,480.7,474.5,465.9,467.3,471.1,471.1,462.7,470.5,468.1,463.3,447.5,466.5,456.4,460.8,458.7,448.8,440
"18","9","  Market-based PCE \3\","DPCMRX1",5247.3,5232,5257.9,5252.3,5292.9,5327.6,5324.1,5351.3,5366.4,5339.5,5387.2,5427.8,5392.4,5427.9,5462.1,5483.7,5497.1,5497.5,5499.7,5523.4,5528.4,5562.6,5581.3,5601.7,5622.7,5634.1,5651.6,5647.2,5649.4,5679.9,5736.3,5769.6,5770.2,5802,5821.5,5852.3,5844,5880.7,5901.6,5937.4,5981.3,6018.6,6015.3,6045.1,6091.2,6111.9,6128.1,6185.3,6177.8,6212.2,6240.9,6275,6306.5,6335.1,6346,6381,6412.9,6424,6450.8,6535,6502.4,6562.6,6593.3,6595.7,6621.7,6636.2,6634.5,6667.7,6726,6720.1,6727.6,6773.5,6768.3,6779.6,6769.2,6760.3,6790.6,6798.2,6812.9,6854.2,6776.5,6957.6,6918.8,6903.9,6929.6,6960.9,6962.2,6998.4,6971.3,7013,7054.9,7069.4,7020.5,7044.2,7064.7,7106.5,7105.8,7083.8,7116.2,7157.1,7179.8,7207.9,7240.8,7312.6,7285.6,7294.7,7334.8,7341,7378.3,7382.4,7402.3,7402.6,7441.2,7403.5,7459.3,7471.7,7524,7543.3,7557,7614.1,7616.7,7649.9,7664.6,7720.3,7692.1,7768.3,7822.6,7784.9,7749.4,7756,7787.4,7820.1,7848.2,7865.1,7879.8,7906,7909.7,7917,7960.1,7927.9,7970.1,8007.3,8010,8063,8074.5,8078.4,8085.6,8103.9,8115.2,8109.7,8122.6,8157.8,8161.1,8152.4,8170.2,8182.1,8161.6,8116.5,8137.5,8142.3,8150.1,8143.8,8097.4,8079.7,8017.2,7973.4,7946.6,7916.3,7953,7934.1,7903.4,7900.7,7917.2,7909.1,7934.2,8018,7931,7945,7939.1,7987,7979.1,7998,8038.3,8041,8062.2,8063.1,8075.7,8121.1,8132.8,8171.5,8214.9,8231.5,8252.9,8271.2,8304.7,8313.8,8304.5,8282.4,8322.2,8314.3,8348.8,8374.8,8379.5,8369.6
"19","10","  Market-based PCE excluding food and energy \3\","DPCXRX1",4303.2,4286.5,4322.3,4310.4,4342,4375.8,4369.9,4392.3,4418.8,4398,4429.9,4465.4,4430.4,4462.5,4491,4515.6,4527.8,4528.1,4539.3,4556.9,4571.1,4595.1,4610.5,4633.7,4650.5,4662.4,4681.8,4668.3,4678,4710.3,4754.4,4794.9,4790.8,4809.6,4837.1,4863.3,4870.2,4894.2,4906.6,4946.3,4980,5006.9,5008.8,5037,5078,5108.5,5126.2,5170.5,5159.5,5196.4,5214.8,5243.6,5272.3,5295.9,5300.8,5338.7,5367.8,5379.9,5419.5,5466.4,5470.5,5525.4,5556.4,5545.7,5564.6,5572.1,5578.9,5604.5,5660,5655.8,5658.2,5675,5693.7,5710.2,5696.8,5694.5,5723.3,5743.4,5744.7,5792.4,5710.7,5885.4,5859.3,5835.2,5869.7,5895.3,5891.2,5932,5890,5933.2,5971.2,5987,5942.2,5954.1,5970.5,6013.4,6004.2,5983.8,6030.8,6054.5,6086.4,6123.2,6144.4,6203.1,6186.6,6191.3,6228.5,6238.1,6259.7,6268.3,6299.1,6290,6329.8,6297.2,6355.6,6365.4,6405.1,6422.3,6434.5,6489.8,6481.8,6523.9,6524,6592.4,6556.1,6627,6678.6,6634.9,6614.8,6615.6,6650.3,6678.3,6745.8,6732.3,6747.7,6769.1,6759,6777.3,6794.5,6780.2,6825.2,6841.8,6862.7,6918.4,6914.9,6913.6,6949.4,6935.6,6976.2,6966.8,6970.2,7000.8,7003.9,7011.3,7022.9,7021.9,7015.6,6983.3,6981.7,7002.4,7016.3,7008,6984,6974.3,6920.7,6860.1,6832.3,6813.6,6837.6,6823.4,6779.2,6782.8,6799.2,6797.4,6826.9,6895.3,6808.1,6816.6,6832.4,6850.2,6839.8,6847.1,6904,6916,6921.6,6934.6,6946.6,6975.1,6993.3,7039.7,7075.6,7085.8,7106,7130.4,7159.4,7165.4,7164.2,7160.8,7175.9,7181.3,7213.8,7238.1,7254.3,7264.8
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","1. Food consists of food and beverages purchased for off-premises consumption; food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","services, which include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2. Consists of gasoline and other energy goods and of electricity and gas services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","3. Market-based PCE is a supplemental measure that is based on household expenditures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","for which there are observable price measures.  It excludes most imputed transactions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","(for example, financial services furnished without payment) and the final consumption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","expenditures of nonprofit institutions serving households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
