"","Table 2#3#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"169","16","    Health care","DHLCRG3",75.148,75.244,75.449,75.619,75.724,75.926,75.925,76.183,76.323,76.565,76.725,76.905,76.957,77.1,77.215,77.364,77.508,77.778,77.805,77.95,78.133,78.287,78.489,78.608,78.605,78.731,78.983,79.128,79.244,79.41,79.438,79.538,79.692,79.548,79.672,79.898,79.984,80.107,80.355,80.496,80.68,80.8,80.883,80.969,81.18,81.284,81.464,81.639,81.796,81.983,82.09,82.167,82.342,82.483,82.658,82.761,82.93,83.103,83.276,83.538,83.847,84.008,84.08,84.235,84.416,84.506,85.142,85.348,85.565,85.782,85.957,86.146,86.547,86.85,87.037,87.346,87.453,87.736,87.822,88.08,88.356,88.476,88.668,88.851,88.774,88.904,89.131,89.372,89.616,89.692,90.175,90.472,90.761,90.922,91.283,91.681,91.773,91.944,92.282,92.667,93.248,93.393,93.735,93.938,94.122,94.657,94.935,95.074,95.585,95.855,96.131,96.456,96.671,96.845,97.072,97.304,97.484,97.682,97.929,98.174,98.507,98.956,99.193,99.365,99.6,99.816,100.008,100.214,100.571,101.008,101.311,101.452,101.472,101.738,102.016,102.319,102.616,102.942,103.286,103.607,103.846,104.021,104.162,104.443,105.449,105.795,105.959,106.151,106.305,106.589,106.784,107.055,107.457,107.988,108.049,108.523,108.494,108.758,108.984,109.164,109.411,109.606,109.942,110.119,110.297,110.44,110.666,110.878,111.269,111.49,111.732,111.95,112.29,112.561,112.712,113.138,113.274,113.708,113.986,114.205,114.344,114.583,114.818,115.168,115.283,115.606,115.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","17","    Transportation services","DTRSRG3",81.111,81.72,82.496,82.684,83.25,83.617,83.695,84.004,83.987,84.497,84.101,83.411,82.674,83.021,83.673,83.795,83.935,83.927,84.052,84.243,85.393,86.07,85.387,84.99,84.884,85.118,85.832,86.304,85.719,85.968,85.992,85.882,86.828,87.746,86.912,86.381,87.082,87.362,87.598,87.453,87.233,87.241,87.689,87.98,88.066,88.213,88.1,87.759,87.833,87.966,88.801,88.392,89.035,89.101,89.094,89.035,89.206,89.579,89.799,89.633,89.93,90.339,90.732,91.018,91.225,91.382,91.271,92.317,92.482,93.198,92.881,92.723,92.9,92.929,93.003,93.031,92.673,92.602,92.546,92.77,92.097,92.237,92.56,92.372,92.155,92.404,92.593,93.11,93.332,93.316,92.848,93.013,93.496,93.672,93.306,93.616,93.763,93.946,94.409,94.35,94.792,95.047,95.535,95.495,95.519,95.792,95.841,96.346,96.108,96.128,96.03,95.877,95.633,95.878,96.546,96.741,96.524,96.889,97.263,97.888,98.04,98.14,98.761,99.011,99.205,99.404,99.788,100.016,101.198,101.504,102.407,102.526,102.88,103.578,103.473,103.829,104.299,104.426,104.664,104.874,104.466,104.727,104.862,104.502,105.067,105.612,105.709,105.802,105.702,106.234,106.812,107.101,106.933,107.823,108.226,108.549,109.2,109.548,110.461,110.698,112.112,112.858,113.082,113.146,114.179,114.562,114.188,114.834,115.353,115.264,115.052,115.505,114.89,114.362,115.093,115.802,116.082,116.233,116.602,117.355,117.135,117.547,117.823,118.143,118.412,118.149,118.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","18","    Recreation services","DRCARG3",72.924,73.01,73.233,73.532,73.813,73.524,73.717,73.974,74.357,74.513,74.642,74.826,74.918,75.34,75.516,75.723,76.012,76.158,76.454,76.591,76.881,77.245,77.224,77.521,77.799,77.943,78.102,78.399,78.596,78.813,78.951,79.135,79.29,79.46,79.233,79.467,79.631,79.972,80.295,80.369,80.403,80.565,80.589,80.897,81.25,81.28,81.562,81.776,82.091,82.23,82.32,82.728,82.967,83.234,83.434,83.639,83.791,84.079,84.385,84.835,85.051,85.274,85.719,85.622,85.835,86.391,86.814,87.088,87.49,87.539,87.734,87.874,88.195,88.438,88.534,89.087,89.335,89.244,89.371,89.576,89.958,89.993,90.357,90.376,90.542,90.689,91.07,91.554,91.661,91.855,92.151,92.304,92.415,92.803,92.969,93.305,93.575,94.039,94.201,94.102,94.525,94.661,94.864,95.075,95.357,95.412,95.518,95.804,96.188,96.327,96.506,96.714,96.919,97.24,97.372,97.521,97.778,97.988,98.267,98.423,98.704,98.775,98.987,99.195,99.407,99.434,99.722,100.279,101.03,101.424,101.429,101.613,101.865,102.065,102.461,102.609,103.045,103.512,103.787,104.046,104.015,104.032,104.366,104.641,104.927,105.076,105.311,105.776,106.176,106.179,106.221,106.093,106.626,107.052,107.576,107.835,108.221,108.357,108.712,108.94,109.305,109.562,110.062,110.471,110.663,110.423,109.967,109.817,109.94,110.435,110.488,109.865,110.009,110.826,111.047,111.429,111.477,111.312,111.497,111.45,111.417,111.351,111.205,111.66,111.877,112.154,112.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","19","    Food services and accommodations","DFSARG3",75.064,75.222,75.521,75.798,76.011,76.139,76.293,76.384,76.631,76.782,76.831,76.855,77.016,77.147,77.38,77.671,77.948,78.045,78.315,78.475,78.635,78.953,79.196,79.369,79.527,79.685,79.898,80.108,80.133,80.387,80.522,80.638,80.883,81.13,81.327,81.724,81.735,81.835,81.936,82.173,82.438,82.462,82.562,82.737,83.202,83.359,83.593,83.815,83.847,83.905,84.117,84.426,84.528,84.576,84.872,85.056,85.342,85.417,85.582,85.808,86.093,86.223,86.524,86.597,86.796,87.047,87.336,87.494,87.708,87.908,88.117,88.073,88.446,88.656,89.005,89.111,89.34,89.706,89.851,90.199,90.076,90.158,90.5,90.683,90.878,91.251,91.216,91.343,91.514,91.683,91.779,92.125,92.262,92.352,92.665,92.75,92.787,92.973,92.971,92.977,93.514,93.652,93.892,94.038,94.147,94.519,94.733,95.078,95.296,95.352,95.853,96.217,96.586,96.731,97.138,97.315,97.757,98.023,98.118,98.279,98.637,98.973,99.565,99.612,99.608,99.879,100.092,100.222,100.069,100.81,101.141,101.391,101.708,102.049,102.417,102.677,103.072,103.315,103.546,103.801,103.941,104.267,104.539,104.865,105.388,105.794,105.788,106.38,106.811,107.301,107.838,108.125,108.499,108.693,108.941,109.164,109.647,109.932,110.303,110.395,110.926,111.423,112.086,112.315,112.776,113.06,113.32,113.544,113.795,113.897,113.846,114.22,114.299,114.326,114.283,114.387,114.64,114.888,114.888,115.029,114.983,114.973,115.047,115.366,115.862,116.155,116.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","20","    Financial services and insurance","DIFSRG3",73.233,73.618,73.721,74.018,74.062,74.255,74.636,74.821,75.097,75.419,75.487,75.801,76.169,76.333,75.864,76.414,76.749,77.094,77.801,78.094,78.407,78.701,79.207,79.446,79.923,80.606,81.221,81.449,81.63,82.363,82.17,82.47,82.913,83.117,83.72,83.819,83.892,83.962,84.16,84.046,84.222,83.124,84.172,84.572,83.537,84.468,84.209,84.487,84.763,84.921,85.013,84.996,84.89,84.559,84.897,84.747,84.884,84.912,84.97,85.367,86.244,86.98,86.843,85.802,85.454,85.155,85.119,85.032,85.271,85.468,85.355,85.193,85.814,85.998,85.984,85.938,85.877,85.731,85.729,85.569,79.949,85.079,85.215,85.239,85.322,85.88,86.297,86.768,87.249,87.521,87.769,87.912,88.295,88.782,89.193,89.242,89.128,89.429,89.888,90.666,91.331,91.669,91.882,92.152,92.429,92.725,93.025,93.44,94.229,94.676,95.028,95.512,95.94,96.454,97.107,97.424,97.663,97.665,97.936,98.224,98.633,99.133,99.52,99.859,99.975,100.035,100.07,100.133,100.339,100.695,100.814,100.795,100.991,100.913,101.177,101.59,101.916,102.14,101.896,102.218,103.019,103.65,103.9,104.232,105.017,105.293,105.514,105.781,105.943,106.28,106.541,107.256,108.186,108.506,108.847,109.033,109.127,109.385,109.919,110.748,110.897,111.066,110.25,109.927,109.977,109.806,109.587,109.486,108.94,108.228,107.703,108.378,109.006,109.557,109.516,109.464,109.327,110.608,111.396,112.277,112.855,113.325,114.008,113.809,113.947,113.434,113.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","21","    Other services","DOTSRG3",73.581,73.664,73.707,74.167,74.441,74.595,74.706,74.791,74.817,74.939,75.042,75.297,75.458,75.579,75.854,75.818,76.24,76.509,76.722,76.976,77.199,77.549,77.793,77.971,78.025,78.088,78.28,78.512,78.804,79.083,79.1,79.042,79.028,79.057,79.184,79.233,79.353,79.377,79.617,79.945,80.281,80.398,80.455,80.608,80.802,81.102,81.291,81.504,81.657,81.846,81.956,82.005,82.142,82.191,82.316,82.446,82.619,82.785,83.076,83.251,83.535,83.549,83.498,83.597,83.806,83.729,83.957,84.074,83.925,84.315,84.484,84.83,85.017,85.257,85.55,85.64,85.865,86.171,86.794,87.097,87.275,87.765,87.923,88.113,88.382,88.593,88.723,88.817,89.14,89.611,90.355,90.809,90.957,91.021,91.18,91.357,91.725,92.08,92.372,92.737,92.911,93.004,93.146,93.619,93.94,94.226,94.411,94.631,94.905,95.221,95.438,95.639,95.85,96.243,96.599,96.912,97.139,97.131,97.473,97.747,98.22,98.571,98.945,99.341,99.902,100.145,100.384,100.377,100.696,100.89,101.129,101.402,101.695,102.144,102.475,102.775,103.023,103.33,103.663,103.819,104.249,104.539,104.602,104.753,104.716,105.075,105.49,105.862,106.108,106.254,106.477,106.988,107.222,107.419,107.587,108.031,108.508,108.881,109.382,110.121,110.761,111.197,111.618,111.851,111.725,111.773,112.004,112.005,111.945,112.011,112.252,112.513,112.844,113.004,113.37,113.626,114.004,114.56,114.887,114.937,115.188,115.409,116.024,116.304,116.559,116.576,116.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",73.801,75.226,75.886,74.991,75.381,75.292,75.488,75.996,75.409,75.467,75.464,75.39,75.793,75.037,75.983,76.582,76.807,76.193,76.931,76.833,77.063,77.219,77.67,77.908,78.031,79.232,78.629,78.702,78.707,78.714,80.576,79.774,80.005,81.999,81.998,81.938,83.129,83.563,83.728,84.747,85.252,85.273,85.571,86.084,86.049,86.049,85.907,85.89,86.052,86.09,86.314,87.149,87.252,87.54,88.066,88.606,89.532,90.38,90.046,90.52,89.966,90.552,91.579,92.466,92.887,94.02,92.884,93.109,93.968,94.018,94.897,95.476,96.667,96.644,96.667,96.702,97.525,98.059,98.177,97.968,97.585,97.184,97.163,97.042,97.345,98.107,98.441,98.834,98.713,99.219,98.43,98.028,97.802,97.828,97.274,96.766,96.701,97.306,97.954,96.777,95.879,96.061,95.952,96.461,97.009,96.093,96.173,96.439,95.441,95.221,95.014,95.51,96.253,96.781,97.21,96.879,96.73,96.243,96.311,96.783,97.915,97.698,98.807,99.096,98.62,98.183,99.498,100.722,102.588,102.896,102.001,101.978,102.125,102.028,101.816,102.401,101.959,102.29,102.026,102.091,102.055,102.17,101.965,102.322,103.191,103.53,103.67,103.389,103.322,103.537,103.737,104.229,104.472,103.461,103.181,103.55,103.864,103.654,104.319,104.106,104.734,104.984,105.199,104.842,104.972,103.864,103.523,103.516,102.06,102.034,100.867,101.218,100.711,100.434,101.29,100.574,101.145,101.507,100.935,100.491,100.375,100.207,100.18,100.226,101.001,100.559,101.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","23","    Gross output of nonprofit institutions \2\","DNPERG3",71.732,72.143,72.471,72.436,72.61,72.672,72.79,73.104,73.145,73.399,73.547,73.661,73.932,73.874,74.205,74.483,74.637,74.733,74.928,74.997,75.188,75.352,75.607,75.757,75.795,76.14,76.177,76.309,76.425,76.575,76.893,76.836,77.061,77.366,77.469,77.627,77.936,78.123,78.34,78.675,78.948,79.044,79.202,79.382,79.506,79.574,79.68,79.823,80.019,80.148,80.309,80.619,80.792,80.955,81.219,81.422,81.808,82.131,82.232,82.498,82.647,82.936,83.298,83.658,83.93,84.342,84.631,84.792,85.168,85.36,85.735,86.03,86.38,86.625,86.809,87.077,87.436,87.748,87.901,88.083,88.242,88.192,88.35,88.49,88.702,89.073,89.409,89.691,89.9,90.151,90.427,90.619,90.825,91.017,91.214,91.406,91.688,92.096,92.471,92.437,92.653,92.845,93.082,93.484,93.785,94.043,94.251,94.457,94.674,94.858,95.09,95.517,95.925,96.277,96.634,96.739,96.888,96.907,97.136,97.498,98.071,98.426,98.889,99.103,99.198,99.299,99.852,100.389,101.264,101.759,101.807,101.944,102.204,102.394,102.609,103.08,103.237,103.585,103.803,104.117,104.302,104.503,104.628,104.948,105.491,105.84,106.04,106.19,106.349,106.648,106.886,107.16,107.441,107.682,107.993,108.261,108.395,108.546,108.996,109.116,109.507,109.762,110.074,110.11,110.256,110.008,110.06,110.291,110.142,110.349,110.248,110.491,110.627,110.805,111.179,111.423,111.712,112.171,112.234,112.256,112.378,112.546,112.736,113.068,113.415,113.517,113.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","24","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRG3",70.707,70.825,71.058,71.266,71.377,71.482,71.577,71.834,72.054,72.364,72.556,72.724,72.956,73.109,73.251,73.432,73.564,73.875,73.904,74.024,74.202,74.366,74.561,74.685,74.697,74.806,75.014,75.161,75.305,75.492,75.398,75.535,75.754,75.61,75.737,75.951,76.019,76.135,76.363,76.507,76.713,76.829,76.946,77.029,77.198,77.285,77.462,77.653,77.858,78.015,78.157,78.31,78.504,78.629,78.815,78.917,79.141,79.306,79.535,79.738,80.098,80.294,80.452,80.65,80.875,81.066,81.791,81.932,82.154,82.391,82.605,82.809,82.89,83.22,83.455,83.797,84.006,84.246,84.41,84.716,85.051,85.114,85.33,85.554,85.736,85.979,86.314,86.559,86.875,87.039,87.669,88.06,88.413,88.659,89.116,89.552,89.953,90.291,90.57,90.934,91.542,91.736,92.094,92.457,92.67,93.338,93.591,93.776,94.415,94.739,95.123,95.523,95.815,96.107,96.439,96.692,96.94,97.128,97.41,97.735,98.124,98.665,98.918,99.107,99.386,99.661,99.966,100.28,100.836,101.387,101.741,101.928,102.224,102.508,102.865,103.296,103.659,104.011,104.401,104.806,105.072,105.302,105.548,105.854,106.279,106.632,106.853,107.154,107.393,107.723,107.976,108.171,108.464,109.171,109.705,109.934,110.001,110.291,110.658,110.905,111.204,111.459,111.807,111.996,112.144,112.241,112.449,112.772,113.135,113.429,113.721,113.923,114.286,114.623,114.824,115.415,115.6,116.094,116.393,116.589,116.801,117.095,117.367,117.807,117.991,118.3,118.426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","25","  PCE excluding food and energy \4\","DPCCRG3",82.873,83.024,83.229,83.419,83.557,83.632,83.774,83.979,84.087,84.28,84.337,84.465,84.582,84.698,84.885,84.989,85.13,85.203,85.384,85.472,85.726,85.921,86.05,86.107,86.234,86.434,86.649,86.815,86.887,87.017,87.081,87.06,87.242,87.39,87.446,87.519,87.659,87.741,87.845,88.033,88.137,88.042,88.29,88.472,88.467,88.654,88.689,88.872,89.057,89.076,89.111,89.33,89.4,89.443,89.603,89.633,89.841,89.955,90.034,90.175,90.437,90.596,90.785,90.821,90.896,90.937,91.121,91.215,91.433,91.564,91.724,91.799,92.117,92.269,92.368,92.523,92.549,92.748,92.964,93.001,92.48,93.142,93.335,93.377,93.438,93.62,93.753,94.033,94.147,94.292,94.478,94.655,94.8,94.882,94.984,95.062,95.077,95.194,95.34,95.459,95.592,95.656,95.873,95.978,96.103,96.255,96.372,96.51,96.755,96.955,97.162,97.399,97.582,97.794,97.982,98.051,98.199,98.362,98.538,98.679,98.983,99.222,99.483,99.612,99.812,99.879,100.007,100.11,100.4,100.675,100.85,100.967,101.134,101.291,101.55,101.827,102.065,102.279,102.397,102.652,102.842,103.056,103.115,103.291,103.702,103.945,104.068,104.209,104.33,104.493,104.679,104.869,105.154,105.418,105.606,105.875,106.109,106.25,106.544,106.76,106.994,107.239,107.444,107.559,107.705,107.708,107.742,107.756,107.84,107.971,108.107,108.405,108.577,108.766,108.86,108.974,109.135,109.43,109.546,109.677,109.774,109.856,110.03,110.08,110.197,110.246,110.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","26","  Energy goods and services \5\","DNRGRG3",59.198,59.138,58.876,58.83,58.991,59.195,58.965,58.934,58.178,58.479,57.878,58.53,59.698,59.843,60.567,62.304,62.605,61.187,61.368,61.247,61.251,61.951,62.588,63.594,64.226,64.245,63.227,62.257,60.806,60.693,60.571,61.775,62.505,62.411,62.04,61.196,59.691,58.265,57.132,56.535,57.074,57.319,57.19,56.463,56.015,56.156,55.848,55.186,54.961,54.547,55.344,58.586,58.128,57.912,59.248,60.957,62.379,62.578,62.311,63.889,64.648,67,70.467,68.259,67.518,71.474,71.594,69.474,72.683,72.824,72.548,72.918,75.164,74.491,73.073,73.516,77.118,76.343,71.883,70.647,73.21,68.535,64.65,62.855,62.957,62.601,65.116,67.488,67.641,67.546,68.059,68.464,68.865,70.746,70.652,70.853,74.679,79.028,80.572,76.061,71.714,71.882,73.306,76.673,79.718,76.713,76.317,77.49,80.591,81.676,81.383,80.305,82.664,84.951,84.61,84.831,85.825,89.465,92.463,91.49,89.494,91.218,92.396,94.628,91.135,91.253,96.657,103.224,117.811,116.891,108.888,106.406,111.697,110.084,108.641,112.1,113.009,112.796,116.868,119.755,112.242,103.975,105.47,110.317,108.465,110.295,115.277,117.086,120.255,119.949,120.25,118.216,120.827,121.639,129.136,130.899,131.953,133.484,136.385,137.065,141.458,150.47,156.935,151.942,150.496,136.796,110.345,100.061,101.822,105.804,102.557,101.52,101.952,110.363,110.942,115.317,116.015,116.811,119.455,120.446,124.01,123.286,123.189,121.484,117.557,114.047,117.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","27","  Market-based PCE \6\","DPCMRG3",82.926,83.057,83.19,83.421,83.53,83.59,83.698,83.868,83.939,84.144,84.11,84.25,84.416,84.565,84.805,85.068,85.196,85.177,85.324,85.366,85.576,85.8,85.933,86.017,86.161,86.301,86.39,86.453,86.385,86.497,86.518,86.595,86.791,86.822,86.812,86.815,86.835,86.791,86.793,86.857,86.977,86.896,87.113,87.234,87.174,87.372,87.375,87.466,87.605,87.569,87.646,88.094,88.124,88.135,88.334,88.455,88.748,88.865,88.941,89.157,89.417,89.715,90.106,89.975,90.015,90.29,90.566,90.546,90.927,91.062,91.17,91.264,91.662,91.796,91.806,91.977,92.226,92.378,92.286,92.271,92.517,92.332,92.263,92.157,92.222,92.336,92.567,92.94,92.956,93.026,93.229,93.418,93.589,93.766,93.874,93.963,94.281,94.687,94.88,94.652,94.479,94.576,94.855,95.21,95.481,95.448,95.523,95.723,96.104,96.34,96.52,96.629,96.948,97.247,97.338,97.404,97.575,98.024,98.401,98.43,98.492,98.774,99.052,99.356,99.281,99.351,99.796,100.285,101.433,101.595,101.309,101.276,101.769,101.8,101.966,102.362,102.639,102.836,103.204,103.627,103.329,102.999,103.11,103.497,103.761,104.13,104.565,104.817,105.157,105.305,105.462,105.474,105.878,106.225,106.87,107.211,107.556,107.813,108.192,108.472,108.924,109.711,110.424,110.358,110.532,109.901,108.438,107.87,108.166,108.566,108.561,108.678,108.769,109.405,109.451,109.831,109.974,110.178,110.373,110.517,110.774,110.792,110.906,110.888,110.768,110.66,110.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","28","  Market-based PCE excluding food and energy \6\","DPCXRG3",85.127,85.246,85.437,85.646,85.77,85.817,85.962,86.158,86.294,86.486,86.511,86.6,86.661,86.789,86.962,87.071,87.201,87.256,87.377,87.403,87.633,87.791,87.877,87.882,88.012,88.144,88.368,88.526,88.571,88.705,88.731,88.69,88.853,88.893,88.906,88.993,89.115,89.209,89.301,89.422,89.505,89.379,89.637,89.821,89.799,89.979,89.995,90.164,90.313,90.3,90.335,90.563,90.622,90.653,90.761,90.74,90.937,91.052,91.137,91.247,91.482,91.612,91.771,91.789,91.85,91.841,92.109,92.232,92.416,92.562,92.707,92.737,93.014,93.173,93.288,93.445,93.433,93.637,93.857,93.91,94,94.113,94.343,94.374,94.401,94.536,94.595,94.818,94.884,94.985,95.171,95.365,95.517,95.58,95.692,95.781,95.843,95.928,96.009,96.099,96.23,96.272,96.498,96.598,96.655,96.817,96.899,96.987,97.214,97.398,97.598,97.791,97.904,98.059,98.184,98.238,98.382,98.572,98.743,98.857,99.116,99.334,99.54,99.626,99.811,99.901,99.996,100.078,100.318,100.571,100.79,100.92,101.087,101.256,101.542,101.783,102.038,102.252,102.376,102.636,102.785,102.959,102.982,103.112,103.48,103.69,103.785,103.924,104.056,104.199,104.344,104.458,104.712,105.022,105.22,105.486,105.735,105.881,106.104,106.239,106.436,106.69,106.982,107.168,107.39,107.508,107.575,107.622,107.852,108.082,108.324,108.576,108.693,108.855,108.92,109.062,109.216,109.393,109.432,109.509,109.552,109.61,109.715,109.784,109.911,110.05,110.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",NA,"Personal consumption expenditures by major function (From NIPA table 2.5.4):"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
