"","Table 1#1#6# Real Gross Domestic Product, Chained Dollars       ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230"
"25","17","  Imports","A021RX1",46,46.9,41.6,43.9,49.5,51.4,54.1,53.2,51.6,50.9,48.8,49.5,50.9,53.7,66.3,66.4,66.4,64.2,58.8,57.2,63.9,63.6,67.4,73.4,71.7,75.4,75.1,71.4,67.3,73.3,68.9,69.6,73.7,77.9,79.1,82,85.4,85,85.8,81.9,88.4,89.1,87.3,87.5,88.8,92.5,91.3,96.4,98.3,103.3,104.5,101.8,105.6,106.3,103.1,98.3,97.8,99,105.6,108.1,111.4,113.8,115.2,116.6,113.9,116.6,119.6,119.2,119.1,121.8,125,128.4,123.8,138.4,139,145.8,149.5,153.2,161.8,163.7,166.1,164.8,167.1,175.9,186.2,189.1,200.4,198.7,180,215.5,212.7,210.3,209.7,213.8,213.3,216.7,214.1,230.2,235.3,219.3,251.4,242.5,247.5,258.7,270.6,262.8,255.6,257.5,248.7,261.9,257.4,254.8,229.3,210.9,228.4,240.6,255.7,266.8,277.6,286.8,300.4,303.2,299,303.2,323.5,324.5,328.8,333.4,332.4,334.2,329.1,336.3,336.6,312.1,289.6,305.2,318.2,318.7,315.1,324.2,314.9,309.8,324.1,311.4,318.5,343,369.7,387.9,419,436.6,447.9,461.1,450.9,473.1,468.5,486.7,486.5,507.1,521.2,525.4,522,535.1,545.5,558,555.6,549.1,561.9,578.8,577.2,585.8,586.5,594.2,607.3,614.1,613.2,593.8,581.5,598.1,613.9,621.2,626.6,642.4,651.4,662.1,677.2,696,705.1,730.1,746.5,778.1,800,819.2,836.5,848.7,851.7,859.7,884.6,911.4,941.6,954.4,994.7,1034.8,1073,1090.9,1131.1,1162.1,1176.9,1211,1242.2,1286.4,1331.3,1357.9,1411.5,1466.5,1515.6,1509.5,1485.5,1452.7,1411.9,1398.2,1426.7,1484.1,1499.2,1529,1502.5,1535.7,1538.9
"26","18","    Goods","A255RX1",35.6,36.4,31.5,31.9,37.3,38.8,39.6,39.5,38.4,37.2,36.2,37.3,38.2,40.5,52.2,51.2,50.3,48.1,41.6,38.5,43.6,44.1,45.7,48.7,47.9,50.6,49.2,45.1,43.3,47.6,43.7,43.4,48,48.5,48.6,53.5,55.7,53.8,53.2,53.7,55,55.7,54.7,57.3,54.8,55.9,56.8,61.5,64.2,68.5,69.3,66.7,68.1,68.9,65.2,62.1,61.4,62.5,69.2,70.8,73.4,75.7,77,76.9,75.9,78.5,80.5,80.3,79.7,82.5,85.5,88.4,84.3,97.6,98.5,103.3,106,107.6,114.6,116,116.2,112.9,113.9,124.5,134.4,137.7,147.2,144.8,126.2,159.8,156.5,152.5,152.8,154.1,153.6,157.9,157.1,172.3,178.3,162.5,191,182,189.7,198.6,209,203.6,200.5,202,192.4,203.6,200.1,196.5,173.6,158.7,175.2,185.1,198.3,208.2,217.4,225.2,237.5,239.2,236.3,239.7,256.4,257.4,260.5,263.9,263.3,265,260.5,267.1,267.6,246,225.6,238.4,248.4,248.6,246.3,254.3,244.8,237.9,251.6,238.3,245.4,265.9,288.6,304.8,327.1,340.5,347.7,356.7,345.5,365.9,364.6,381.8,378.9,402.8,411.3,414.2,407.4,415.6,425.6,433.1,431.9,427.6,438,452.4,449.6,457.1,455.7,462.3,470.6,476.3,474.4,457.4,449.2,462.7,479.9,485.4,493.1,510.6,519.9,528.7,543.7,560.5,567.4,587.6,601.5,631.7,653.5,673.2,685.4,698.9,700.8,705.5,727.7,752.8,778.7,791.7,824.7,863,893.8,908.7,941.5,968.3,978,1010,1038.2,1079.2,1119.7,1143.8,1187.1,1236.3,1277.7,1272.7,1250.6,1210.5,1181.7,1172.1,1190.1,1250.4,1265.2,1288.1,1266.2,1307.4,1302.4
"27","19","    Services","B656RX1",10,10.1,9.7,11.6,11.7,12.2,14,13.2,12.7,13.2,12.2,11.7,12.3,12.8,13.4,14.6,15.5,15.6,17.2,19.2,20.6,19.7,22.2,25.5,24.4,25.4,26.7,27.4,24.8,26.5,26.3,27.4,26.5,30.7,32,29.4,30.7,32.5,34.1,28.9,35,34.9,34,31.1,35.5,38.5,36.2,36.4,35.3,35.9,36.2,36.2,38.9,38.7,39.5,37.7,37.9,38,37.7,38.6,39.3,39.4,39.5,41.1,39.3,39.4,40.3,40.1,40.7,40.6,40.7,41.3,40.7,42,41.7,43.7,44.8,47,48.6,49.1,51.4,53.5,54.8,52.9,53.3,52.9,54.8,55.5,55.4,57.3,57.8,59.5,58.5,61.6,61.6,60.5,58.6,59.6,58.6,58.4,62.1,62.2,59.3,61.6,63.2,60.6,56.3,56.7,58,59.8,58.6,60.2,58.6,55.2,55.2,57.5,58.9,59.6,61.1,62.4,63.2,64.4,62.8,63.7,67.2,67,68.4,69.6,69.2,69.2,68.7,68.8,68.6,66.6,66,68.5,71.6,72.1,70.5,71.2,72.6,75.6,75.2,77.2,76.5,80.2,83.4,84.7,94.6,99,104,108.6,111,111.5,107.3,107.4,110.9,105.9,112.2,113.6,118.1,123.6,123.5,129.2,127.8,125.5,127.7,130.1,131.6,132.6,135.4,136.3,141.8,142.8,144.1,142,137.4,140.5,138.1,140.1,137.1,134.6,134.1,136.1,135.7,137.6,139.8,144.6,147.2,147.9,147.6,146.6,152,150.2,151.4,154.9,157.5,158.8,163.1,162.6,170,171.6,178.9,181.9,189.4,193.6,198.7,200.9,203.9,207.1,211.6,214,224.4,230.1,237.9,236.8,234.9,241.9,230.1,226,236.2,234,234.4,241.2,236.5,229.8,237.2
"28","20","Government consumption expenditures and gross investment","A822RX1",335.4,337.4,340.5,335.4,342,358.4,365.5,381,391.7,409.5,413.7,404.7,397.9,404.3,396.7,422.3,467.2,531.4,591.5,623.9,643.7,665.3,672,684.1,707.1,722.6,713.9,711.9,692.6,668,651.9,647.8,647.1,640.5,644.5,630.5,630,643.3,637.3,653.6,667.2,662.8,668,680.2,672.5,689.4,693.6,708.3,703.7,714.4,723.4,715.6,701.3,707,724.1,729.1,738.6,740.3,754.9,771.4,785.2,789.4,807.3,808.5,803.6,802.6,837,829.4,832.3,837.8,838.3,835.9,834,844.6,873.8,892.7,908.7,924.8,949.7,965.1,1006.1,1000.6,1011,1018,1035.6,1040.3,1042.6,1043.3,1044.4,1040,1041.4,1026,1020.5,1007.3,1011.8,1011.8,995.4,992.3,991.5,984.1,987.7,993.8,973.3,979.4,988.9,983.1,970.5,977.6,998.1,1004.7,1006.2,1009.8,1022.1,1014.2,1032.2,1040.9,1043.4,1032,1026.6,1025.8,1035.1,1045.8,1047.7,1044.4,1046.1,1074.3,1082.9,1092.7,1082.9,1094.4,1095.9,1103.1,1120.8,1124.3,1108.8,1107.7,1122.5,1124.9,1122.3,1132.7,1131.5,1138.2,1146,1165.8,1174.6,1184.6,1205.2,1184.8,1196.6,1222.4,1231.4,1257.9,1272.2,1300.8,1334.6,1342.6,1357.1,1385.9,1417.5,1409.6,1413.2,1423.1,1425.6,1445.1,1436.7,1439.9,1438,1465.9,1456.7,1479.2,1493,1501,1524.2,1526.8,1526.7,1542.2,1548.4,1553.7,1546.6,1540.4,1552.3,1550.7,1559,1559.3,1543,1541.4,1537,1542.7,1527.1,1533.7,1558.8,1545.5,1551.9,1558.2,1553.2,1535.5,1544.9,1570.3,1565.1,1579.2,1581.6,1598.1,1598.5,1597.9,1589.1,1621.4,1636,1651.1,1662.2,1672.3,1693.1,1720.2,1707.3,1730.5,1721.5,1727.1,1751.6,1776.4,1758.1,1789.7,1810.1,1827.8,1838.9,1870.8,1869,1902.8,1911.1
"29","21","  Federal","A823RX1",185.3,185.6,185.7,179.2,185.2,196.5,200.5,211.5,215.6,223.8,221.4,210.3,200.2,204.6,197.5,221.1,264.1,320.6,375.5,405.7,424.1,440.8,452.4,459.7,477.1,492.1,478.8,472,446.7,422.6,401.7,396.9,387.4,378.5,382.5,368.2,365.3,375,368.2,381.2,388.1,382,383.4,388.9,374.8,387,385.3,394.3,387.8,397.1,405.3,399.4,381.3,379.9,391.7,393.1,392.6,396.1,407.4,414.4,429.8,431.5,444.4,442.1,431.4,427.4,451,439,436.7,433.8,430.5,424.4,419.2,419.9,436.8,449.1,459.2,471.4,490.4,494.4,528.3,520.7,528.9,527.9,537,532.6,528.1,524.8,521.9,513.5,513.9,500.1,490.2,474.8,467.9,465.4,447.3,440.9,438.9,425.2,427,433.8,410.4,409,415.7,409.4,392,392.3,404.7,404,406,409.1,404.4,401.1,411.2,412.2,408.4,407.5,406.3,407.4,410.8,417.5,420,415.8,417.3,427.3,428.7,432.5,433.1,438.5,437.8,437.7,451.7,463.1,456.8,458.3,467.9,481.8,481.3,486.4,487.1,491.6,499,513.7,520,531,545.9,526.7,531.3,547.9,545.8,564,569.9,583.9,603.5,603.2,600,619.1,642.6,632.9,636.7,645.8,646.6,656.3,638.6,632.1,627.4,646.2,632.9,647.2,653.3,650.1,659.9,660.7,654.9,660.7,665.8,667.7,655.5,642.8,643.1,642.6,650.1,650.4,630.5,621.4,612.5,614.1,595.8,592.6,606.8,590.5,589.4,588.3,582.7,560.6,572.3,583.6,569.6,568.5,561.2,573.6,569.9,565.7,551.9,565.9,561.1,566.1,562.9,565.3,576.7,589.9,568.2,591.2,578.6,577.2,589.7,599.3,599.3,613.6,626.1,641.9,648.2,675.8,675.5,712,714.3
"30","22","    National defense","A824RX1",152.7,142.6,149.9,150.9,150.5,149.3,147.1,154.5,158.5,161.4,161,150.8,144.7,145.9,155.5,177.3,224.4,278.1,335.1,364.7,377.6,397.8,407.1,414.4,426.9,430.3,424.7,416.7,388.5,372.1,353,340.7,339,326.6,330.1,318.9,317.6,326.1,325.2,335.4,337.4,340.1,342.9,338.8,335,338.3,338,340.6,331.1,327.2,335.5,331.2,325.2,320.4,330.7,326.8,335.4,333.3,342.9,348.8,361.9,357.9,363.6,359.4,350.9,347.3,359.6,350.6,345.4,338.7,337.7,330.7,323.5,321.9,333.1,345.8,358.4,365.9,389.9,399.7,423.6,423.9,434.5,429.9,440.5,440,431.4,427.4,423,413.4,412.8,404,393.3,374.7,368.9,366.2,349,335.6,328.8,319.4,314.8,319.7,297.1,296.6,302.4,297,279.4,281.3,287.8,292.4,285.5,285.4,283.2,278.8,289.4,288.8,284.8,284.6,284,282.9,286,290.4,290.5,282.5,284.3,290.7,291.4,292.7,294.2,300.2,299.2,300.9,309.8,310.5,311.1,315.2,321.2,330.8,333.7,339.8,343.6,353.2,359.3,369.6,371.8,380.4,383,392.8,394,398.2,396.6,413.6,416.4,428.4,445.7,447.7,444.2,461,478.9,465.5,472.3,483.7,490.9,490.2,484.9,480.8,476.1,486.1,470.4,480.4,486.2,481.4,482.4,481,472.8,481.5,485.6,484.3,471.4,455.4,448.3,448.6,454.7,451.2,434.1,426.8,418.9,421.6,403.2,403.5,415.5,396.2,395,394.7,389.6,377.3,383.9,391.2,380.8,379.3,367.2,376.3,374.8,373.8,355.4,365.7,371,369.2,364.1,363.9,375.9,385,362.6,377.1,369.9,371.5,378.5,380.9,383.2,396.2,404.1,413.4,418.1,439.5,433.2,472.8,471.2
"31","23","    Nondefense","A825RX1",33.3,45,37.8,30.7,36.7,49.2,55.7,59.5,59.6,64.9,62.9,61.9,58.1,61.2,44.2,46,42,45.6,44.6,46,51.3,48,50.2,50.2,55.4,66.6,59.1,60.1,62.4,54.7,52.7,59.8,52.2,55.5,56,52.8,51.2,52.5,46.6,49.4,54.5,45.5,44.2,53.9,43.6,52.4,51,57.3,60,73.1,73.1,71.5,59.4,62.6,64.4,69.4,60.6,66.1,67.8,69,71.4,76.9,84,85.8,83.5,83.1,94.2,91.2,94,97.4,95.2,96,97.7,99.9,105.6,105.3,103.2,107.8,103.6,98.2,108.1,100.6,98.5,101.9,100.7,97,100.7,101.2,102.6,103.6,104.5,99.5,100.1,102.7,101.5,101.6,100.4,106.6,111.1,106.9,113,114.8,113.9,113.1,114.1,113.1,113.3,111.6,117.6,112.2,121.3,124.5,121.9,123.1,122.6,124.2,124.4,123.7,123.1,125.3,125.5,127.9,130.2,134.1,133.8,137.4,138.1,140.6,139.7,139.1,139.3,137.5,142.7,153.7,146.6,143.9,147.5,151.7,148.2,147.2,143.9,138.4,139.6,144.2,148.3,150.7,163.4,132.9,136.2,149.4,148.8,149.6,152.9,154.7,156.7,154.2,154.7,156.8,162.3,166.3,163.1,160.5,153.8,164.6,151.8,149.4,149.5,158.4,161.2,165.3,165.6,167.3,176.3,178.6,181.2,178.1,179,182.3,183.2,186.8,194.5,193.6,194.8,198.8,196.1,194.4,193.4,192.2,192.5,189,191.1,194.2,194.3,193.5,193,183.2,188.3,192.4,188.7,189.1,194.1,197.2,195.1,191.9,196.5,200.2,190.1,196.9,198.8,201.4,200.8,204.9,205.6,214,208.7,205.6,211.2,218.4,216,217.4,222,228.5,230.1,236.4,242.4,239.3,243.1
"32","24","  State and local","A829RX1",147,149,152.4,154.9,154.7,159.1,161.9,165.9,172.7,182.6,190.2,193.8,198.6,200.3,200.5,200.6,198.6,202,203,202.6,203.3,207.6,202,206.7,211.2,210.8,216.5,221.7,229.7,230.6,237,238.1,248.1,251.3,250.9,252.4,255.2,258.3,259.5,262.2,268.8,271.1,274.9,281.7,289.7,293.8,300.3,305.8,308.2,309,309.3,307.6,313,320.7,325.4,329.2,339.8,337.6,340.4,349.9,347.4,349.9,354.3,358.2,364.9,368.2,378.1,383.4,389.1,398,402.3,406.6,410.4,420.8,432.7,438.9,444.4,447.8,453,464.6,470.4,472.9,474.8,483.1,491.5,501.1,508.3,512.7,516.9,521.2,522.3,521.2,526,528.9,540.8,543.5,546,549.7,551,558.1,559.9,558.7,563.3,571.2,573.8,574.8,580.8,587.9,595.7,603.3,602.7,603,620.9,616.3,623.9,631.9,638.7,627.8,623.4,621.4,627.4,631.1,630.4,631.5,631.6,650.2,657.5,663.6,652.6,658.7,661.1,668.6,671.8,663,653.7,650.9,655.8,643.2,641.1,646.2,644.3,646.3,646.3,650.8,653.2,651.6,656.8,656.4,663.8,672.3,684,691.7,700.1,714.6,728.4,736.9,755.2,764.5,771.9,774.1,773.9,774.5,776.1,785.9,795.5,805.4,808.3,817.3,821.4,829.6,837.2,848.4,861.9,863.6,869.4,878.9,880,883.5,888.6,895.2,906.9,905.8,906.6,906.6,910.4,918,922.7,926.9,929.6,939.6,950.4,953.7,961.2,968.7,969.2,974.1,971.6,985.6,994.7,1010,1019.8,1024,1028,1031.8,1037,1055.2,1074.9,1084.9,1099.3,1107,1116.3,1130.2,1139.2,1139.3,1142.9,1149.9,1161.9,1177.1,1158.9,1176.1,1184.1,1186,1190.9,1195.3,1193.8,1191.4,1197.4
"33","25","Residual","A960RX1",-18.6,-25.2,-35.7,-25.5,-21.9,-28.9,-29.8,-39.1,-54.3,-67.7,-64.4,-75.1,-57.6,-56.2,-24.7,-25.4,-46.4,-64.9,-85.7,-104.5,-110.9,-132.9,-139.3,-123.6,-126.3,-133.3,-133.1,-145.4,-149,-143.8,-138.9,-129.3,-117.2,-103.2,-96,-94.7,-107.1,-111.9,-113.6,-115,-115.2,-118.8,-117.4,-138.5,-157.1,-168,-164.6,-162.2,-157,-151.8,-160.5,-160.9,-142.8,-148.9,-153,-177,-186.9,-180.1,-174.2,-173.7,-169.7,-173.3,-177.3,-179.3,-169.6,-171.7,-177.2,-176.1,-173.6,-170.5,-164.5,-167.4,-150.4,-152.2,-150.1,-144.9,-131.4,-136,-138.4,-132.2,-149.5,-158,-166.9,-170.1,-159.5,-159.1,-155.1,-160.6,-160.2,-150.3,-153.2,-154.5,-162,-152.2,-157.7,-186.1,-163,-163.7,-160.7,-169.5,-158.9,-153.9,-145.3,-138.6,-114.8,-106.3,-108.4,-96.8,-100.2,-104.6,-116.7,-111.5,-144.5,-145,-133.8,-131.2,-127.3,-122.6,-124.5,-135.2,-134.2,-121.5,-111.3,-122.6,-131.6,-97.3,-97.7,-92.9,-85.8,-96.1,-90,-93.2,-86.3,-94.4,-98.8,-94.6,-65.1,-88.3,-62.3,-85.5,-110.9,-102.9,-121.8,-144.7,-150.3,-142.4,-140.6,-117.9,-105.3,-101.6,-99.9,-102,-113.2,-120.8,-119,-124.2,-124.5,-128.6,-122.3,-126,-136.1,-128.9,-121.8,-117.8,-109.8,-100.7,-102.4,-98.1,-89.7,-82.2,-81.1,-91.1,-84.9,-91.2,-93.5,-94.8,-96.1,-98.7,-94.6,-93.9,-95.7,-90.1,-87.1,-83.7,-81.4,-78,-80.9,-74,-68.3,-67.7,-65.8,-53.1,-52.5,-56.1,-50.7,-44.5,-44.5,-41.6,-36.7,-31.6,-30.8,-25.6,-20.5,-18.8,-15.1,-16.5,-15.3,-10.7,-10.3,-6,-3.2,-3,-0.3,0.3,0,0,1,0.9,3.6,2.3,0,3.8,1.8,5.3,5.8,4.6,-6
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","NOTE. Chained (2000) dollar series are calculated as the product of the chain-type quantity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","index and the 2000 current-dollar value of the corresponding series, divided by 100. Because",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","the formula for the chain-type quantity indexes uses weights of more than one period, the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","corresponding chained-dollar estimates are usually not additive. The residual line is the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
