"","Table 1#8#6# Command-Basis Real Gross Domestic Product and Gross","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"11","4","Equals: Gross domestic purchases","A712RX1",995,911.8,854.6,744.5,735.7,813.4,892.9,1006.9,1053.8,1008.1,1089.6,1180.2,1392.7,1669.1,1961.7,2118.3,2080.6,1775.2,1738.9,1858.6,1847.4,2036.3,2177.5,2274.4,2395.5,2370.8,2542.7,2583.6,2629.5,2629.3,2818,2867.6,2933.3,3119,3248.8,3426.3,3659.2,3910.2,4018.2,4225.6,4358.6
"12","5","Plus: Exports of goods and services, command basis \1\","C020RX1",57.4,44.8,32.5,25,25.8,31.8,33.7,36.1,46.7,45,47.4,58,61,45.1,39.4,46.6,63.1,117.3,139.8,109.6,102,86,111.1,104.9,96.5,98.7,108.7,126.6,138.1,115.7,126.4,148.4,149.9,155.8,164.7,182.6,190.4,204.1,210.6,222.7,230.1
"13","6","Less: Imports of goods and services, command basis \1\","C021RX1",53.7,41.5,32.4,24.4,25.1,27.8,36.3,37.9,45.8,33.6,37.4,40.6,49.5,47.7,61.3,65.9,70.2,57.8,59.2,70.9,65.1,80.9,94.8,97.4,100.9,96.2,105.7,112.5,114.7,112.7,124.2,125.4,123.2,133.8,138.5,146.6,161.6,184.8,193.4,216.5,223.8
"14","7","Equals: Command-basis gross domestic product \1,2\","C191RX1",1000.7,918.9,854.4,742.2,733.1,818.5,891.9,1006.7,1062.9,1016.7,1099.6,1201.3,1411.3,1669,1938.8,2097.6,2074,1841,1821.2,1897.8,1882.2,2045.5,2204.6,2282.7,2390.6,2370.5,2549.5,2601.2,2651.9,2629.8,2819,2889.4,2958.7,3139.6,3273.5,3460.9,3686.4,3927.9,4033.7,4230.2,4363
"15","8","Plus: Income receipts from the rest of the world, command basis \1\","C645RX1",11,10.5,8.6,6.7,5.7,5.4,6.4,6.9,8.4,7.6,8.1,7.2,8.1,7.3,6.8,7.2,7,9,11.9,14.3,13.7,15.2,17.9,18.2,17.9,18.9,21.6,23.4,24.5,21.8,23.8,26.8,28.8,31.8,34.6,37.8,40.4,40.2,42.1,47,52.2
"16","9","Less: Income payments to the rest of the world, command basis \1\","C655RX1",3.6,3.3,2.8,2.1,1.8,2,2.2,3.7,4.2,3.1,3.7,3.9,3.5,3.1,3.6,4.1,4.6,3.6,3.6,4.1,4.7,5.2,5.6,5.6,5.9,5.9,6.5,6.8,7,7,8.4,9.7,9.7,9.9,10.9,12.1,13.3,15,15.9,18.7,25.1
"17","10","Equals: Command-basis gross national product \1,3\","CB22RX1",1008.1,926,860.2,746.8,737,821.9,896.1,1009.8,1067.2,1021.2,1104.1,1204.6,1415.9,1673.2,1942,2100.7,2076.4,1846.4,1829.5,1908.1,1891.2,2055.5,2216.9,2295.4,2402.6,2383.5,2564.5,2617.8,2669.5,2644.6,2834.4,2906.5,2977.8,3161.5,3297.3,3486.5,3713.5,3953.2,4059.9,4258.5,4390.1
"18",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","11","  Command-basis net domestic product \4\","C362RX1",919.7,834.7,769.4,657.7,651,740.4,815.3,931.3,985.8,936.5,1020.7,1123,1333.1,1584.7,1839.8,1976.3,1935.1,1693.7,1678.1,1759.2,1742,1908.3,2066,2136.3,2235.9,2203.3,2379.5,2423.4,2466.7,2432.3,2623.2,2690.4,2753.6,2930.9,3057,3237.4,3453.8,3683.2,3771.6,3954.9,4071.6
"20","12","  Net domestic product","A362RX1",896.7,809.4,750.9,642.4,635.4,716.9,788.9,902.7,950.9,912.9,994.3,1088.5,1287.3,1533,1783.3,1913.3,1873.5,1645.8,1633.4,1715.7,1704.8,1868.8,2022.3,2097.5,2192.5,2165.7,2330.3,2372,2416,2380.4,2566.6,2631.9,2691.7,2863.4,2990,3168.6,3377.1,3600.1,3679.8,3857.4,3969.8
"21","13","  Command-basis net national product \4\","C027RX1",927.2,841.9,775.2,662.4,655,743.9,819.6,934.5,990.2,941.2,1025.3,1126.4,1337.9,1589.1,1843.2,1979.5,1937.6,1699.3,1686.7,1769.8,1751.4,1918.7,2078.8,2149.5,2248.3,2216.9,2395.2,2440.8,2485.1,2447.7,2639.2,2708.2,2773.5,2953.7,3081.7,3264.1,3482,3709.5,3798.7,3984.2,4099.7
"22","14","  Net national product","A027RX1",905.3,817.5,757.5,647.7,639.9,720.9,793.6,906.7,956.4,918.6,1000.2,1093.5,1294,1539.7,1789.7,1920,1879.3,1653.3,1643.6,1727.9,1716,1881.2,2037.5,2113.2,2207.5,2181.7,2348.2,2391.6,2436.6,2398.1,2584.8,2651.8,2713.7,2888.1,3016.5,3197.2,3407,3628.2,3708.8,3888.6,4000
"23","15","  Trading gains index \5\","W368RG3",102.225,102.507,102.37,102.655,102.803,102.906,102.941,102.795,102.605,102.711,102.495,102.642,102.793,102.993,103.016,103.141,103.042,102.377,102.45,102.324,102.146,101.774,101.515,101.695,101.872,101.758,101.816,101.882,101.999,102.124,102.092,102.112,102.181,102.234,102.131,102.069,102.159,102.191,102.359,102.386,102.424
"24","16","  Terms of trade index \6\","W369RG3",138.342,146.886,143.013,154.749,161.454,164.786,166.231,160.594,153.46,158.395,148.877,151.385,156.496,165.083,167.763,179.877,173.532,150.433,145.797,141.303,139.419,127.815,119.485,124.729,129.959,126.469,128.237,130.229,133.646,138.026,137.064,137.675,139.767,141.787,138.774,137.027,139.448,140.391,145.205,146.152,147.26
"25","17","    Terms of trade, goods \7\","W370RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.456,164.791,165.251
"26","18","    Terms of trade, nonpetroleum goods \8\","W371RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.811,117.835,117.876
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","1. Uses gross domestic purchases price index as deflator.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2. This measure is called ""real gross domestic income"" in the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","System of National Accounts, 2008.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","3. This measure is called ""real gross national income"" in the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","System of National Accounts, 2008.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","4. Uses net domestic purchases price index as deflator.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","5. Ratio (multiplied by 100) of price index for gross domestic product",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","to the price index for gross domestic purchases.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","6. Ratio (multiplied by 100) of the price index for exports of goods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","and services to the price index for imports of goods and services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","7. Ratio (multiplied by 100) of the price index for goods exports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","to the price index for goods imports.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","8. Ratio (multiplied by 100) of the price index for goods exports",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","to the price index for nonpetroleum goods imports.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
