"","Table 2#8#3# Real Personal Consumption Expenditures by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"48","3. Market-based PCE is a supplemental measure that is based on household expenditures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","for which there are observable price measures.  It excludes most imputed transactions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","(for example, financial services furnished without payment) and the final consumption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","expenditures of nonprofit institutions serving households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Line",NA,NA,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,NA,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","1","    Personal consumption expenditures (PCE)","DPCERA3",92.347,91.964,92.318,92.81,93.079,93.481,93.964,94.771,94.396,94.559,95.014,95.097,95.573,95.694,95.924,95.948,96.474,96.043,96.648,96.817,97.524,97.722,97.887,98.522,98.555,98.824,99.097,99.753,99.318,100.338,100.945,100.584,100.153,100.343,100.85,101.239,101.608,101.846,102.075,102.373,102.426,102.572,103.109,102.83,103.274,103.764,103.863,104.463,104.555,104.606,104.664,104.921,105.07,105.038,105.206,105.56,105.65,105.595,105.798,105.955,105.76,105.334,105.452,105.518,105.499,105.418,104.803,104.614,103.956,103.453,103.192,102.642,103.022,102.688,102.331,102.172,102.29,102.21,102.463,103.454,102.353,102.554,102.577,103.109,103.021,103.307,103.803,103.873,104.127,104.126,104.279,104.845,104.931,105.37,105.81,106.026,106.231,106.536,106.909,106.96,106.834,106.642,107.154,107.097,107.503,107.747,107.788,107.836,108.114,108.594,108.621,108.863,108.899,108.785,109.147,109.292,109.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2","Goods","DGDSRA3",89.511,88.745,89.643,90.339,90.787,91.716,92.415,94.309,93.381,93.424,94.371,94.041,94.679,94.604,95.494,94.858,96.115,94.441,95.749,95.944,97.215,97.158,97.19,98.403,98.509,98.741,98.717,100.426,98.701,100.923,102.217,100.764,99.378,99.921,100.532,101.17,102.489,102.18,102.162,102.829,102.305,102.764,103.745,102.968,103.792,104.443,104.408,105.773,105.681,105.386,105.598,105.73,106.44,105.995,106.523,106.559,107.454,107.208,107.001,107.154,106.276,104.875,105.645,105.689,105.791,105.676,104.27,104.403,102.171,100.862,100.435,99.216,100.68,100.346,99.607,99.226,100.004,99.82,100.671,103.469,100.378,100.796,101.418,101.952,101.877,102.337,103.86,103.575,103.616,103.403,103.629,104.789,105.078,106.091,106.629,106.764,107.503,108.008,108.235,108.437,107.63,106.897,107.845,107.552,108.665,109.467,109.443,109.477,110.259,110.909,110.997,111.004,110.841,110.591,111.184,111.984,112.827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","3","  Durable goods","DDURRA3",84.19,82.157,83.932,85.938,86.861,87.827,89.104,92.241,90.224,90.45,92.064,91.63,91.734,92.761,93.49,92.611,95.363,91.758,94.606,94.081,96.578,95.866,96.016,98.463,97.326,97.458,98.632,101.836,97.506,102.589,106.341,101.217,98.661,97.713,99.534,101.187,104.122,102.579,103.322,103.66,102.464,104.139,105.546,103.729,105.582,105.644,106.02,107.527,107.724,107.565,107.87,108.331,110.298,109.064,109.117,110.507,112.261,111.839,111.209,110.749,109.758,108.098,107.61,107.947,108.016,107.117,104.542,105.864,102.26,97.704,97.134,95.715,98.637,96.942,95.885,95.007,97.052,97.904,99.682,106.996,97.387,98.106,100.375,100.813,99.666,99.804,103.886,103.25,103.742,104.004,104.768,105.45,106.218,108.75,109.253,109.854,110.628,111.082,111.95,111.707,110.54,109.513,111.474,111.025,113.615,115.187,115.593,116.426,118.196,119.308,119.305,118.998,118.684,118.916,119.621,121.372,122.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","4","  Nondurable goods","DNDGRA3",92.82,92.875,93.204,93.046,93.18,94.082,94.409,95.51,95.27,95.199,95.729,95.465,96.437,95.684,96.675,96.195,96.537,96.041,96.418,97.049,97.583,97.919,97.883,98.369,99.213,99.504,98.772,99.6,99.409,99.964,99.85,100.515,99.788,101.149,101.084,101.153,101.569,101.953,101.51,102.357,102.201,101.996,102.745,102.529,102.795,103.766,103.502,104.787,104.535,104.166,104.328,104.284,104.333,104.302,105.078,104.415,104.873,104.727,104.746,105.216,104.405,103.142,104.537,104.445,104.567,104.83,103.978,103.564,101.99,102.23,101.888,100.784,101.508,101.864,101.286,101.153,101.296,100.605,101.008,101.631,101.667,101.941,101.774,102.352,102.783,103.393,103.703,103.583,103.41,102.972,102.946,104.328,104.395,104.704,105.258,105.182,105.906,106.436,106.38,106.78,106.135,105.535,106.037,105.812,106.285,106.753,106.544,106.235,106.593,107.046,107.173,107.312,107.215,106.76,107.303,107.7,108.227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","5","Services","DSERRA3",93.908,93.74,93.786,94.162,94.332,94.443,94.806,95.013,94.943,95.172,95.358,95.667,96.055,96.284,96.155,96.539,96.667,96.914,97.135,97.29,97.693,98.028,98.265,98.586,98.579,98.869,99.302,99.393,99.648,100.025,100.263,100.484,100.572,100.569,101.021,101.276,101.14,101.668,102.027,102.129,102.489,102.468,102.77,102.754,102.998,103.402,103.57,103.775,103.962,104.19,104.168,104.491,104.35,104.53,104.513,105.031,104.707,104.751,105.165,105.325,105.485,105.565,105.344,105.42,105.338,105.274,105.072,104.711,104.869,104.775,104.591,104.361,104.209,103.869,103.695,103.642,103.436,103.406,103.36,103.453,103.343,103.434,103.16,103.692,103.598,103.8,103.789,104.036,104.396,104.498,104.617,104.891,104.877,105.034,105.425,105.68,105.618,105.823,106.267,106.241,106.457,106.537,106.828,106.891,106.939,106.902,106.977,107.031,107.057,107.451,107.448,107.807,107.942,107.897,108.143,107.963,108.205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","6","  PCE excluding food and energy","DPCCRA3",91.676,91.258,91.858,92.198,92.63,93.205,93.606,94.364,94.07,94.199,94.685,94.824,95.165,95.363,95.771,95.676,96.295,95.866,96.595,96.755,97.404,97.605,97.774,98.479,98.378,98.804,98.928,99.847,99.242,100.343,101.006,100.513,100.218,100.361,100.988,101.373,102.31,102.186,102.457,102.737,102.618,102.929,103.209,103.122,103.668,103.962,104.313,105.038,104.948,104.939,105.377,105.255,105.808,105.72,105.789,106.136,106.237,106.383,106.536,106.548,106.511,106.192,106.03,106.312,106.367,106.248,105.832,105.721,105.083,104.287,103.977,103.494,103.763,103.44,102.853,102.752,102.886,102.875,103.224,104.16,102.892,103.053,103.363,103.581,103.447,103.626,104.411,104.612,104.702,104.856,105.025,105.456,105.639,106.242,106.647,106.811,107.029,107.461,107.83,107.846,107.808,107.832,108.097,108.208,108.645,108.902,109.099,109.421,109.757,110.195,110.265,110.163,110.228,110.108,110.353,110.631,110.976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","7","  Food \1\","DFXARA3",96.003,96.237,95.642,95.426,94.934,94.854,95.894,96.282,96.169,95.956,95.542,94.993,96.788,96.339,96.373,96.318,95.941,95.937,96.043,96.521,97.662,97.589,97.786,98.271,98.943,99.198,99.373,98.971,98.796,99.741,99.541,100.382,101.024,101.512,101.367,101.152,101.039,102.093,101.685,102.574,103.069,102.532,102.782,103.261,102.557,103.964,103.793,105.105,105.059,104.427,103.887,103.755,103.957,103.942,104.646,103.91,104.447,104.793,104.716,105.897,104.593,103.94,104.7,104.303,104.495,105.188,104.271,103.523,102.454,101.716,101.26,99.659,100.064,100.245,100.557,100.764,101.438,101.448,101.638,101.724,102.45,102.601,102.649,103.606,103.164,104.686,103.733,102.884,103.031,102.796,102.344,103.817,103.888,104.239,105.222,105.54,105.742,106.374,105.695,106.618,106.29,106.426,106.624,106.534,106.117,106.829,107.009,105.66,106.409,106.535,106.548,106.502,106.45,106.112,106.55,106.032,107.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","8","  Energy goods and services \2\","DNRGRA3",98.922,98.192,95.471,99.997,98.301,95.967,97.178,99.626,97.286,98.693,99.951,99.969,100.881,100.462,97.698,100.075,100.283,99.15,98.277,98.139,99.239,99.777,99.819,99.499,100.905,98.53,101.457,99.234,101.246,100.966,101.714,101.774,98.138,98.562,98.14,99.334,92.127,96.526,96.911,96.763,98.696,97.291,101.691,97.954,98.325,100.614,97.24,95.137,98.092,99.873,95.225,101.215,95.802,96.483,97.369,99.093,98.52,95.323,96.488,97.358,96.34,94.802,97.635,95.563,94.411,93.95,91.426,90.924,90.483,93.708,94.421,94.292,96.345,94.982,97.373,95.723,94.794,93.522,92.433,95.445,94.452,95.283,91.174,95.641,96.649,96.965,95.164,94.486,97.248,95.266,95.969,97.358,96.1,94.354,94.637,95.413,95.422,93.715,95.283,94.802,93.827,90.641,94.488,92.434,93.326,92.905,90.899,89.11,88.164,89.542,89.083,93.833,93.649,93.906,95.628,94.804,95.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","9","  Market-based PCE \3\","DPCMRA3",91.854,91.569,91.988,92.517,92.81,93.173,93.598,94.526,94.177,94.296,94.814,94.894,95.376,95.429,95.687,95.689,96.189,95.702,96.423,96.584,97.259,97.508,97.685,98.423,98.457,98.887,99.076,99.797,99.432,100.418,101.12,100.631,100.173,100.258,100.664,101.087,101.45,101.668,101.859,102.197,102.245,102.34,102.896,102.48,103.025,103.507,103.541,104.227,104.375,104.425,104.519,104.755,104.901,104.83,104.997,105.452,105.494,105.382,105.612,105.767,105.501,104.918,105.189,105.252,105.352,105.271,104.671,104.443,103.635,103.069,102.722,102.33,102.805,102.561,102.164,102.129,102.341,102.237,102.562,103.645,102.521,102.701,102.626,103.244,103.143,103.387,103.907,103.942,104.216,104.228,104.391,104.977,105.129,105.629,106.191,106.405,106.682,106.918,107.351,107.469,107.348,107.063,107.578,107.475,107.921,108.257,108.318,108.19,108.494,109.018,109.13,109.365,109.331,109.132,109.544,109.69,110.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
