"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"639","218","        Repair of audio-visual, photographic, and information processing equipment","DAPIRG3",42.896,43.156,43.065,43.154,43.208,43.21,43.306,43.22,43.412,43.482,43.725,43.909,44.348,44.533,44.656,44.778,44.901,45.209,45.332,45.455,45.451,45.7,46.135,46.447,46.696,46.946,47.191,47.377,47.563,47.871,47.994,48.559,48.994,49.243,49.488,49.674,49.987,50.232,50.734,51.043,51.355,51.537,51.976,52.283,52.47,52.651,52.838,53.146,53.581,54.083,54.455,54.762,55.071,55.257,55.881,56.19,56.435,57.44,57.874,58.119,58.43,58.675,58.983,59.294,59.665,59.846,60.094,60.15,60.398,60.704,60.948,61.197,61.314,61.622,61.746,61.864,62.358,62.546,62.853,63.222,63.469,63.587,63.768,64.137,64.322,64.691,64.876,65.116,65.428,65.483,65.789,66.346,66.846,67.402,67.709,67.639,67.506,67.876,68.119,68.237,68.168,68.286,68.847,69.026,69.269,69.324,69.511,69.691,69.746,69.989,70.107,70.288,70.343,70.712,70.704,70.884,71.002,71.12,71.238,71.424,71.481,71.674,71.767,72.253,72.539,72.746,72.831,73.01,73.096,73.289,73.124,73.517,73.91,73.967,74.11,74.503,74.517,74.417,74.881,75.203,75.738,74.867,75.41,75.424,75.717,75.838,75.86,75.981,76.067,76.088,75.638,75.938,76.067,75.917,76.303,76.738,77.303,77.953,78.481,78.788,78.881,78.952,79.102,77.738,77.995,78.831,79.024,79.238,79.238,79.738,80.302,80.76,80.481,81.017,81.152,81.274,81.624,81.845,82.067,82.559,82.931,83.102,83.374,83.516,83.524,85.009,85.216,85.774,87.002,87.002,87.245,88.116,88.181,88.309,88.438,89.402,89.352,89.345,89.473,90.473,90.238,90.095,90.238,90.302,90.245,90.573,90.852,90.716,90.916,91.116,90.987,91.352,91.416,91.716,91.023,91.109
"640","219","        Video media rental","DVIDRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306,99.306
"641","220","      Gambling (91)","DGAMRG3",30.181,30.489,30.642,30.847,30.948,31.101,31.254,31.406,31.507,31.659,31.862,32.013,32.17,32.311,32.468,32.746,33.037,33.232,33.384,33.576,33.825,34.018,34.237,34.466,34.731,34.999,35.296,35.592,35.935,36.294,36.612,36.884,37.162,37.519,37.756,38.114,38.549,38.992,39.382,39.61,39.916,40.164,40.473,40.803,41.215,41.451,41.784,42.043,42.471,42.954,43.296,43.492,43.685,43.916,44.244,44.548,44.895,45.119,45.324,45.467,45.703,45.85,45.963,45.955,46.281,46.676,46.97,47.072,47.185,47.464,47.591,47.687,47.813,47.843,47.918,48.282,48.44,48.547,48.74,48.883,49.025,49.195,49.301,49.452,49.771,49.998,50.155,50.335,50.423,50.512,50.671,50.811,50.949,51.114,51.206,51.341,51.413,51.674,51.948,52.019,52.118,52.268,52.355,52.466,52.595,52.729,53,53.209,53.416,53.312,53.007,52.798,52.96,53.124,53.169,53.209,53.448,53.523,53.589,53.781,54.036,54.245,54.428,54.65,54.759,55.018,55.116,55.365,55.534,55.65,55.844,55.903,56.111,56.152,56.298,56.619,56.752,56.97,57.182,57.422,57.627,57.779,57.96,58.096,58.304,58.464,58.722,59.17,59.408,59.59,59.795,59.743,59.908,60.149,60.35,60.519,61.067,61.292,61.574,61.719,61.781,62.152,62.449,62.937,63.36,63.774,63.86,64.107,64.249,64.273,64.236,64.362,64.585,64.724,64.78,64.961,65.136,65.195,65.443,65.623,65.693,65.786,65.964,66.132,66.28,66.392,66.547,66.667,66.821,67.055,67.252,67.355,67.462,67.603,67.676,67.912,68.142,68.163,68.291,68.399,68.443,68.678,68.874,68.96,68.886,69.023,69.217,69.254,69.421,69.58,69.787,70.031,70.101,70.148,70.323,70.422
"642","221","        Casino gambling","DCASRG3",30.135,30.443,30.597,30.803,30.905,31.059,31.213,31.367,31.47,31.624,31.829,31.983,32.143,32.287,32.446,32.726,33.018,33.215,33.37,33.563,33.813,34.006,34.226,34.455,34.719,34.987,35.284,35.58,35.922,36.28,36.595,36.866,37.144,37.501,37.736,38.091,38.522,38.961,39.348,39.575,39.879,40.124,40.429,40.756,41.166,41.402,41.733,41.991,42.417,42.899,43.24,43.436,43.629,43.863,44.193,44.5,44.85,45.076,45.284,45.432,45.674,45.826,45.942,45.936,46.264,46.661,46.957,47.061,47.174,47.453,47.578,47.672,47.795,47.822,47.896,48.258,48.416,48.522,48.714,48.857,49,49.171,49.278,49.43,49.751,49.98,50.138,50.319,50.408,50.497,50.656,50.796,50.934,51.099,51.192,51.326,51.396,51.656,51.93,52.001,52.102,52.252,52.34,52.45,52.58,52.714,52.986,53.196,53.406,53.303,52.998,52.79,52.953,53.116,53.163,53.203,53.442,53.517,53.582,53.776,54.032,54.242,54.424,54.645,54.753,55.011,55.106,55.353,55.521,55.637,55.829,55.885,56.089,56.127,56.27,56.59,56.723,56.94,57.153,57.395,57.601,57.756,57.94,58.08,58.293,58.456,58.717,59.167,59.406,59.59,59.795,59.744,59.908,60.148,60.347,60.514,61.061,61.284,61.564,61.707,61.768,62.139,62.435,62.922,63.344,63.76,63.846,64.094,64.237,64.261,64.226,64.352,64.576,64.714,64.771,64.951,65.125,65.181,65.429,65.609,65.68,65.772,65.949,66.114,66.261,66.372,66.527,66.647,66.8,67.032,67.228,67.33,67.436,67.577,67.649,67.884,68.113,68.134,68.263,68.371,68.415,68.651,68.848,68.936,68.864,69.003,69.199,69.238,69.407,69.567,69.774,70.018,70.088,70.136,70.311,70.411
"643","222","        Lotteries","DLOTRG3",30.131,30.439,30.593,30.798,30.901,31.055,31.209,31.363,31.465,31.619,31.825,31.979,32.138,32.282,32.442,32.721,33.013,33.21,33.364,33.558,33.808,34.001,34.221,34.45,34.714,34.981,35.278,35.574,35.917,36.274,36.59,36.861,37.138,37.495,37.73,38.085,38.516,38.955,39.342,39.569,39.873,40.118,40.423,40.75,41.16,41.395,41.727,41.984,42.411,42.892,43.234,43.43,43.623,43.856,44.187,44.493,44.843,45.069,45.277,45.425,45.667,45.819,45.935,45.929,46.257,46.654,46.95,47.054,47.167,47.445,47.57,47.665,47.787,47.815,47.888,48.251,48.408,48.514,48.706,48.849,48.993,49.163,49.271,49.423,49.743,49.972,50.13,50.311,50.4,50.49,50.648,50.788,50.927,51.092,51.184,51.318,51.388,51.649,51.922,51.993,52.094,52.244,52.332,52.442,52.572,52.706,52.978,53.188,53.398,53.294,52.99,52.782,52.944,53.108,53.155,53.195,53.434,53.509,53.574,53.767,54.024,54.234,54.416,54.637,54.745,55.002,55.097,55.345,55.512,55.628,55.821,55.876,56.08,56.118,56.262,56.582,56.714,56.932,57.144,57.386,57.592,57.747,57.931,58.071,58.284,58.447,58.708,59.158,59.397,59.581,59.786,59.735,59.899,60.139,60.338,60.505,61.051,61.275,61.555,61.698,61.759,62.129,62.425,62.912,63.335,63.75,63.837,64.084,64.227,64.251,64.216,64.342,64.566,64.705,64.761,64.941,65.115,65.172,65.419,65.599,65.67,65.762,65.939,66.104,66.251,66.362,66.517,66.637,66.79,67.022,67.218,67.32,67.426,67.566,67.639,67.874,68.103,68.124,68.252,68.361,68.405,68.641,68.837,68.926,68.854,68.993,69.189,69.228,69.396,69.556,69.763,70.008,70.077,70.126,70.3,70.4
"644","223","        Pari-mutuel net receipts","DPARRG3",30.132,30.44,30.594,30.799,30.902,31.056,31.21,31.364,31.467,31.621,31.826,31.98,32.14,32.283,32.443,32.722,33.014,33.212,33.366,33.559,33.809,34.002,34.222,34.451,34.715,34.983,35.28,35.576,35.918,36.276,36.591,36.862,37.14,37.496,37.732,38.087,38.517,38.956,39.344,39.571,39.875,40.12,40.425,40.752,41.161,41.397,41.728,41.986,42.413,42.894,43.236,43.431,43.625,43.858,44.188,44.495,44.845,45.071,45.279,45.427,45.669,45.821,45.936,45.931,46.259,46.656,46.952,47.056,47.169,47.447,47.572,47.667,47.789,47.817,47.89,48.253,48.41,48.516,48.708,48.851,48.995,49.165,49.273,49.425,49.745,49.974,50.132,50.314,50.402,50.492,50.65,50.79,50.929,51.094,51.186,51.32,51.391,51.651,51.924,51.995,52.096,52.246,52.334,52.445,52.574,52.708,52.98,53.191,53.4,53.297,52.993,52.784,52.947,53.111,53.157,53.197,53.436,53.511,53.576,53.77,54.026,54.236,54.418,54.639,54.747,55.005,55.099,55.347,55.515,55.631,55.823,55.878,56.082,56.12,56.264,56.584,56.717,56.934,57.147,57.388,57.594,57.749,57.934,58.074,58.286,58.45,58.711,59.161,59.4,59.583,59.789,59.737,59.901,60.141,60.341,60.508,61.054,61.277,61.557,61.701,61.762,62.132,62.428,62.915,63.337,63.752,63.839,64.087,64.23,64.254,64.219,64.345,64.569,64.707,64.764,64.944,65.118,65.174,65.422,65.601,65.672,65.765,65.942,66.107,66.254,66.364,66.52,66.64,66.793,67.025,67.221,67.323,67.429,67.569,67.642,67.877,68.105,68.127,68.255,68.363,68.408,68.643,68.84,68.928,68.856,68.996,69.192,69.231,69.399,69.559,69.766,70.011,70.08,70.128,70.303,70.403
"645","224","      Other recreational services (81, 94, and part of 92)","DOTRRG3",28.619,28.628,28.599,28.796,28.972,29.117,29.232,29.368,29.559,29.614,29.729,29.809,29.969,30.105,30.255,30.464,30.603,30.637,30.806,30.932,31.166,31.358,31.401,31.632,31.832,31.764,32.01,32.263,32.572,32.72,32.811,32.97,33.087,33.164,33.26,33.179,33.397,33.832,34.233,34.521,34.795,34.994,35.248,35.455,35.713,35.895,35.888,36.039,36.404,36.775,36.728,36.82,36.914,37.022,37.041,37.196,37.479,37.795,38.014,38.099,38.323,38.613,38.675,38.759,38.83,39.17,39.206,39.509,39.688,40.005,39.962,39.946,40.132,40.376,40.475,40.592,40.583,40.755,40.733,40.631,40.94,41.231,41.412,41.429,41.537,41.692,41.813,42.123,42.141,42.3,42.377,42.563,42.715,42.907,43.046,43.243,43.396,43.364,43.562,43.757,43.731,43.916,44.058,44.101,44.193,44.485,44.635,44.723,45.028,45.319,45.186,45.338,45.41,45.557,45.657,45.735,45.868,45.97,46.156,46.069,46.208,46.361,46.414,46.618,46.731,46.722,46.83,46.876,47.236,47.544,47.495,47.454,47.754,47.757,47.932,48.197,48.223,48.383,48.363,48.362,48.585,48.85,49.016,49.232,49.542,49.653,49.866,50.13,50.174,50.403,50.618,50.793,50.89,51.1,51.308,51.549,51.732,51.954,52.126,52.206,52.506,52.664,52.903,53.055,53.48,53.562,53.663,53.775,53.981,54.269,54.402,54.7,54.826,54.917,55.128,55.342,55.691,55.852,55.966,55.714,55.539,55.764,56.061,56.282,56.436,56.407,56.406,56.518,56.609,56.765,56.847,57.009,57.007,57.142,57.049,57.38,57.372,57.572,57.545,57.755,57.881,58.114,58.269,58.411,58.526,58.856,58.93,58.702,58.899,58.996,59.227,59.124,59.093,59.361,59.675,59.608
"646","225","        Veterinary and other services for pets","DVETRG3",22.511,22.638,22.581,22.701,22.769,22.832,22.874,22.959,23.148,23.194,23.233,23.217,23.405,23.56,23.681,23.802,23.888,23.909,24.062,24.148,24.371,24.524,24.543,24.696,24.914,24.9,25.086,25.272,25.557,25.611,25.662,25.78,25.864,25.917,26.001,25.952,26.103,26.386,26.704,26.887,27.071,27.252,27.468,27.619,27.835,27.951,27.9,28.016,28.397,28.675,28.659,28.708,28.756,28.84,28.889,29.068,29.346,29.625,29.771,29.852,30.163,30.375,30.421,30.502,30.516,30.728,30.776,31.115,31.327,31.568,31.679,31.661,31.936,32.079,32.091,32.237,32.218,32.392,32.471,32.421,32.693,32.934,33.076,33.12,33.196,33.371,33.418,33.557,33.668,33.937,33.982,34.124,34.295,34.469,34.577,34.783,34.954,34.9,35.007,35.182,35.254,35.523,35.663,35.672,35.618,35.853,36.024,36.068,36.397,36.663,36.641,36.809,36.882,37.021,37.189,37.198,37.429,37.6,37.737,37.746,37.864,37.953,37.978,38.227,38.275,38.314,38.484,38.593,38.885,39.2,39.109,39.07,39.397,39.47,39.706,39.839,39.77,39.891,39.978,40.08,40.224,40.426,40.386,40.592,41.02,41.207,41.457,41.662,41.695,42.044,42.3,42.53,42.544,42.642,42.85,43.139,43.263,43.462,43.611,43.702,43.87,44.088,44.262,44.383,44.806,44.756,44.983,45.145,45.404,45.541,45.662,45.938,46.233,46.359,46.537,46.717,46.879,47.022,47.152,46.789,46.649,46.867,47.085,47.265,47.382,47.354,47.484,47.655,47.849,47.936,47.918,48.167,48.071,48.114,48.147,48.359,48.349,48.644,48.625,48.831,48.956,49.207,49.42,49.785,49.939,50.252,50.243,49.834,49.98,50.053,50.207,50.093,50.03,50.323,50.51,50.502
"647","226","        Package tours","DHOLRG3",31.522,31.688,31.911,32.133,32.318,32.607,32.846,33.018,33.137,33.237,33.537,33.715,33.775,33.911,34.019,34.434,34.436,34.529,34.709,35.109,35.358,35.558,35.674,36.13,36.201,35.665,36.028,36.328,36.5,36.799,36.808,37.019,36.949,37.112,37.134,36.679,36.802,37.584,38.172,38.732,39.29,39.381,39.579,39.653,39.939,40.189,40.071,40.266,40.545,41.187,40.819,40.872,41.042,41.222,41.053,41.042,41.296,41.533,41.626,41.713,41.869,42.146,42.21,42.256,42.412,43.167,43.105,43.269,43.441,43.672,43.763,43.72,43.791,43.98,44.203,44.403,44.522,44.518,44.075,43.813,44.175,44.745,45.035,44.888,44.828,45.052,45.391,45.469,45.526,45.553,45.646,45.934,45.953,46.252,46.163,46.552,46.54,46.653,47.145,47.398,47.195,47.316,47.374,47.503,47.448,47.767,47.972,48.514,48.785,49.114,48.927,49.516,49.735,49.93,49.931,50.235,50.316,50.319,50.671,50.482,50.663,50.881,50.785,51.072,51.188,51.244,51.199,51.062,51.38,51.421,51.173,51.113,51.31,51.234,51.325,51.809,51.845,52.032,51.678,51.708,52.047,52.107,52.43,52.582,52.779,52.829,53.132,53.708,53.723,53.778,54.005,54.404,54.439,54.49,54.581,54.621,54.98,55.358,55.49,55.394,56.065,56.206,56.489,56.514,57.13,57.423,57.352,57.66,57.766,57.993,58.054,58.241,58.387,58.281,58.68,58.927,59.134,59.427,59.609,59.7,59.377,59.654,60.018,60.083,60.427,60.538,60.457,60.588,60.634,60.745,60.916,61.164,61.436,61.689,61.345,61.911,61.956,62.007,61.88,62.113,62.254,62.32,62.512,62.486,62.486,62.824,63.001,62.9,63.067,63.259,63.627,63.607,63.763,63.885,64.157,64.016
"648","227","        Maintenance and repair of recreational vehicles and sports equipment","DRRERG3",59.636,58.14,57.833,58.576,59.64,60.138,60.574,61.005,61.251,61.251,61.565,62.255,62.251,62.084,62.501,62.918,63.753,63.753,63.92,63.753,63.92,64.337,64.42,64.754,65.005,65.422,65.839,66.423,67.091,67.591,68.092,68.426,69.093,69.177,69.511,70.011,70.929,71.68,72.181,72.598,72.849,73.349,73.933,74.851,75.268,75.769,76.437,76.687,76.854,77.188,77.605,78.106,78.356,78.439,78.606,78.857,79.107,79.775,80.776,80.859,80.442,81.277,81.443,81.61,81.944,82.278,82.445,82.612,82.445,83.446,81.777,81.861,81.443,82.612,83.112,82.695,82.445,82.946,83.112,83.029,83.363,83.279,83.446,83.613,84.281,84.114,84.281,86.116,85.449,85.115,85.365,85.616,85.866,85.95,86.701,86.45,86.784,86.617,86.784,86.951,86.617,86.283,86.617,86.701,88.203,88.787,88.62,87.952,88.119,88.453,87.702,86.784,86.534,86.617,86.45,86.534,86.116,85.95,86.116,85.616,85.783,86.2,86.701,86.45,86.951,86.534,86.534,86.534,87.368,88.119,88.703,88.703,89.037,88.787,88.787,89.371,89.955,90.289,90.372,89.705,90.122,91.207,92.208,92.625,92.542,92.375,92.208,92.125,92.291,92.291,92.291,91.707,92.375,93.543,94.044,94.545,94.628,94.628,95.045,95.546,95.629,95.546,96.047,96.714,96.714,96.964,96.881,96.213,96.464,97.799,98.216,98.967,98.133,98.55,98.467,98.8,100.636,100.553,100.386,99.802,99.802,99.885,100.469,101.471,101.22,100.72,100.135,99.802,99.384,100.135,100.553,99.885,99.551,99.885,99.802,100.135,99.969,100.052,100.302,100.469,100.553,101.22,100.886,100.135,100.386,100.803,101.053,101.637,102.305,102.222,102.472,102.138,101.637,102.222,103.557,103.306
"649","228","    Food services and accommodations","DFSARG3",26.692,26.834,27.028,27.308,27.533,27.72,27.847,28.028,28.155,28.32,28.441,28.571,28.717,28.97,29.191,29.431,29.72,30.024,30.294,30.601,30.78,31.021,31.284,31.52,31.772,32.116,32.425,32.703,33.077,33.306,33.572,33.795,33.982,34.338,34.597,34.896,35.205,35.454,35.758,35.966,36.24,36.531,36.686,36.938,37.24,37.489,37.788,38.089,38.427,38.919,39.126,39.366,39.599,39.82,40.067,40.304,40.493,40.696,40.836,40.973,41.186,41.336,41.527,41.667,41.852,42.107,42.312,42.478,42.696,42.808,42.943,43.083,43.25,43.345,43.479,43.685,43.813,43.882,43.904,44.092,44.331,44.544,44.705,44.817,45.078,45.267,45.445,45.626,45.827,45.91,46.083,46.275,46.317,46.447,46.576,46.801,46.863,47.119,47.307,47.482,47.756,47.97,48.032,48.21,48.419,48.61,48.773,48.832,48.966,49.12,49.273,49.453,49.654,49.923,50.013,50.143,50.353,50.484,50.714,50.86,51.112,51.214,51.383,51.499,51.621,51.872,52.087,52.162,52.352,52.445,52.648,52.758,53.041,53.241,53.535,53.746,53.903,54.088,54.297,54.462,54.654,54.882,54.937,55.16,55.349,55.599,55.949,56.088,56.307,56.497,56.866,56.916,57.097,57.383,57.566,57.756,57.975,58.227,58.613,58.725,58.949,59.133,59.404,59.565,59.701,59.904,60.022,60.257,60.701,60.853,60.942,61.196,61.389,61.591,61.7,61.841,62.107,62.212,62.066,62.24,62.254,62.36,62.436,62.645,62.716,62.766,62.943,63.058,63.313,63.312,63.342,63.382,63.442,63.512,63.642,63.903,64.062,64.159,64.246,64.274,64.399,64.483,64.563,64.645,64.691,64.685,64.823,65.012,65.15,65.284,65.239,65.331,65.466,65.584,65.769,65.8
"650","229","      Food services","DFSERG3",27.396,27.549,27.741,28.03,28.262,28.455,28.585,28.776,28.887,29.031,29.142,29.271,29.401,29.661,29.877,30.135,30.419,30.72,30.991,31.296,31.496,31.722,31.971,32.198,32.46,32.806,33.137,33.416,33.791,34.023,34.281,34.508,34.684,35.018,35.263,35.546,35.858,36.096,36.398,36.606,36.878,37.173,37.333,37.597,37.904,38.154,38.467,38.785,39.122,39.625,39.796,40.039,40.271,40.476,40.707,40.92,41.098,41.291,41.448,41.529,41.73,41.867,42.042,42.157,42.337,42.574,42.785,42.946,43.147,43.267,43.412,43.584,43.754,43.847,44.008,44.224,44.317,44.387,44.386,44.581,44.767,44.967,45.121,45.219,45.492,45.657,45.831,45.975,46.186,46.28,46.455,46.64,46.664,46.794,46.92,47.125,47.195,47.441,47.596,47.788,47.988,48.174,48.224,48.411,48.649,48.785,48.949,49.065,49.232,49.37,49.549,49.731,49.942,50.203,50.285,50.405,50.569,50.689,50.878,51.048,51.264,51.373,51.533,51.626,51.742,51.98,52.141,52.263,52.459,52.589,52.759,52.869,53.082,53.27,53.491,53.731,53.87,54.086,54.377,54.508,54.739,54.901,55.013,55.214,55.482,55.711,55.899,56.133,56.335,56.533,56.742,56.917,57.208,57.405,57.539,57.723,57.95,58.219,58.552,58.78,59.05,59.221,59.411,59.588,59.77,59.95,60.079,60.258,60.576,60.82,60.961,61.158,61.35,61.475,61.694,61.824,62.006,62.058,62.107,62.231,62.292,62.387,62.462,62.578,62.673,62.735,62.783,62.873,63.024,63.054,63.139,63.23,63.366,63.476,63.562,63.693,63.811,63.927,64.017,64.076,64.148,64.223,64.273,64.36,64.478,64.502,64.603,64.735,64.814,64.89,64.929,65.011,65.157,65.266,65.432,65.536
"651","230","        Purchased meals and beverages (102)","DPMBRG3",27.371,27.523,27.712,28,28.23,28.423,28.553,28.742,28.853,28.997,29.109,29.237,29.367,29.625,29.841,30.1,30.384,30.684,30.955,31.259,31.458,31.684,31.932,32.159,32.42,32.766,33.095,33.372,33.745,33.975,34.233,34.458,34.634,34.966,35.209,35.49,35.802,36.041,36.342,36.55,36.821,37.115,37.275,37.538,37.844,38.093,38.404,38.72,39.057,39.561,39.734,39.975,40.207,40.412,40.643,40.855,41.033,41.224,41.381,41.461,41.663,41.8,41.975,42.09,42.27,42.508,42.717,42.878,43.08,43.2,43.346,43.517,43.687,43.78,43.94,44.156,44.25,44.319,44.315,44.512,44.698,44.897,45.052,45.151,45.424,45.588,45.762,45.906,46.117,46.211,46.386,46.571,46.597,46.726,46.852,47.056,47.126,47.372,47.527,47.719,47.921,48.105,48.156,48.342,48.581,48.721,48.886,49.003,49.17,49.308,49.488,49.667,49.878,50.14,50.222,50.342,50.505,50.625,50.813,50.983,51.198,51.306,51.466,51.559,51.675,51.914,52.075,52.197,52.392,52.522,52.692,52.802,53.017,53.205,53.426,53.666,53.805,54.021,54.311,54.442,54.673,54.835,54.946,55.147,55.414,55.643,55.832,56.066,56.268,56.465,56.673,56.849,57.141,57.336,57.47,57.653,57.881,58.149,58.483,58.709,58.979,59.151,59.341,59.517,59.7,59.879,60.007,60.186,60.511,60.759,60.9,61.097,61.288,61.413,61.632,61.762,61.946,61.996,62.044,62.168,62.229,62.324,62.401,62.518,62.613,62.675,62.723,62.814,62.965,62.995,63.08,63.171,63.307,63.416,63.504,63.635,63.753,63.869,63.959,64.018,64.089,64.165,64.214,64.302,64.421,64.444,64.545,64.678,64.757,64.832,64.871,64.953,65.099,65.208,65.373,65.478
"652","231","          Meals and nonalcoholic beverages","DMABRG3",27.858,28.042,28.273,28.597,28.874,29.06,29.199,29.432,29.527,29.669,29.765,29.909,30.048,30.327,30.555,30.783,31.056,31.377,31.649,31.969,32.194,32.42,32.689,32.917,33.187,33.55,33.91,34.222,34.626,34.897,35.169,35.442,35.623,35.986,36.257,36.573,36.888,37.113,37.431,37.659,37.932,38.249,38.427,38.698,39.014,39.284,39.645,40.006,40.319,40.818,40.949,41.218,41.444,41.669,41.894,42.119,42.297,42.52,42.702,42.792,42.974,43.109,43.29,43.42,43.6,43.826,44.049,44.227,44.404,44.534,44.665,44.842,45.017,45.101,45.278,45.501,45.585,45.669,45.709,45.887,46.061,46.284,46.414,46.504,46.773,46.948,47.128,47.258,47.483,47.568,47.742,47.921,47.912,48.047,48.177,48.4,48.484,48.702,48.881,49.055,49.233,49.453,49.494,49.669,49.893,49.934,50.065,50.151,50.329,50.46,50.64,50.859,51.083,51.302,51.386,51.515,51.689,51.819,52.04,52.21,52.417,52.542,52.713,52.79,52.908,53.111,53.264,53.389,53.605,53.74,53.904,54.014,54.197,54.37,54.592,54.806,54.961,55.151,55.444,55.592,55.821,55.993,56.118,56.316,56.616,56.841,56.997,57.234,57.427,57.627,57.859,58.006,58.287,58.502,58.648,58.841,59.062,59.36,59.67,59.918,60.198,60.356,60.537,60.707,60.868,61.066,61.226,61.418,61.497,61.62,61.729,61.928,62.155,62.268,62.482,62.598,62.725,62.812,62.914,63.032,63.089,63.181,63.207,63.266,63.358,63.418,63.45,63.536,63.683,63.702,63.772,63.852,63.997,64.122,64.176,64.296,64.411,64.531,64.607,64.66,64.747,64.826,64.896,64.95,65.029,65.062,65.162,65.283,65.37,65.444,65.503,65.588,65.733,65.838,65.998,66.103
"653","232","            Meals at schools","DMSLRG3",28.561,28.746,28.985,29.317,29.601,29.79,29.942,30.175,30.273,30.417,30.514,30.65,30.789,31.072,31.305,31.539,31.818,32.148,32.425,32.752,32.982,33.213,33.488,33.72,33.993,34.365,34.737,35.063,35.481,35.76,36.039,36.319,36.505,36.877,37.158,37.486,37.815,38.05,38.378,38.612,38.894,39.22,39.404,39.684,40.008,40.283,40.653,41.023,41.346,41.858,41.993,42.269,42.5,42.729,42.958,43.187,43.367,43.594,43.777,43.866,44.048,44.183,44.366,44.498,44.681,44.911,45.139,45.321,45.501,45.633,45.767,45.949,46.128,46.214,46.397,46.625,46.712,46.798,46.839,47.022,47.201,47.431,47.565,47.657,47.933,48.113,48.297,48.43,48.66,48.747,48.926,49.11,49.1,49.238,49.37,49.599,49.685,49.909,50.092,50.271,50.454,50.679,50.72,50.899,51.129,51.171,51.304,51.392,51.572,51.706,51.89,52.115,52.344,52.569,52.656,52.789,52.968,53.1,53.329,53.507,53.726,53.859,54.037,54.117,54.238,54.447,54.604,54.732,54.954,55.091,55.258,55.37,55.556,55.731,55.959,56.177,56.336,56.531,56.832,56.983,57.22,57.396,57.526,57.732,58.043,58.276,58.438,58.682,58.88,59.085,59.323,59.475,59.764,59.986,60.136,60.333,60.557,60.861,61.178,61.433,61.721,61.882,62.068,62.242,62.407,62.61,62.775,62.971,63.052,63.177,63.289,63.493,63.726,63.842,64.063,64.182,64.312,64.401,64.505,64.626,64.684,64.778,64.805,64.865,64.96,65.021,65.053,65.141,65.291,65.31,65.382,65.465,65.613,65.741,65.796,65.919,66.036,66.159,66.237,66.291,66.381,66.462,66.534,66.589,66.67,66.703,66.806,66.931,67.021,67.096,67.158,67.245,67.394,67.502,67.666,67.773
