"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225"
"153","145","          Government employees' expenditures abroad","DARTRG3",5.028,5.038,5.059,5.091,5.122,5.132,5.153,5.184,5.216,5.215,5.257,5.298,5.32,5.371,5.392,5.413,5.476,5.506,5.527,5.569,5.59,5.632,5.663,5.704,5.746,5.808,5.84,5.881,5.934,5.996,6.038,6.079,6.111,6.153,6.204,6.267,6.339,6.392,6.444,6.527,6.589,6.694,6.778,6.86,6.965,7.069,7.14,7.246,7.338,7.444,7.527,7.599,7.567,7.505,7.804,7.564,8.215,9.159,10.6,9.827,9.812,12.033,12.804,13.096,14.648,15.132,14.239,14.536,14.655,14.533,15.775,17.797,18.716,19.67,21.617,21.505,23.43,23.708,25.32,25.682,26.517,26.334,29.227,31.094,32.284,33.292,35.92,32.375,30.612,29.91,28.843,31.985,32.169,31.87,31.145,29.905,31.155,30.795,29.486,28.952,29.669,30.024,29.309,28.23,27.345,28.76,31.087,33.703,36.622,37.995,40.505,41.045,42.769,44.021,46.888,46.169,46.934,48.072,47.958,47.292,45.207,44.905,49.021,48.911,49.564,50.537,57.393,58.378,56.59,54.638,54.747,55.218,57.397,57.695,64.145,59.468,56.316,57.885,58.612,56.121,54.903,57.057,60.455,61.253,62.104,67,65.605,65.632,64.642,63.068,64.314,62.842,58.442,58.035,55.984,56.436,53.567,55.255,57.226,60.347,59.113,56.31,56.662,56.053,54.597,52.069,51.661,50.544,52.828,50.988,52.517,52.412,51.699,53.76,57.863,58.066,63.083,67.678,67.823,71.031,75.202,73.301,75.334,79.649,83.98,79.963,81.105,79.289,81.356,85.997,88.31,88.948,91.16,95.031,98.523,103.191,106.466,110.77,107.686,93.217,92.444,97.749,103.369,107.04,101.619,95.035,94.1,99.166,101.045,106.008,104.5,100.646,99.229,97.304,95.809,100.046,101.977,100.529,101.526,105.692,107.447,107.749
"154","146","          Private employees' expenditures abroad","DARSRG3",5.028,5.038,5.059,5.09,5.121,5.132,5.153,5.184,5.215,5.215,5.257,5.298,5.32,5.371,5.392,5.412,5.476,5.506,5.527,5.569,5.59,5.631,5.663,5.704,5.746,5.808,5.84,5.881,5.934,5.996,6.038,6.079,6.11,6.152,6.204,6.267,6.34,6.391,6.443,6.527,6.59,6.694,6.776,6.86,6.964,7.068,7.141,7.245,7.338,7.442,7.526,7.599,7.565,7.506,7.803,7.564,8.215,9.159,10.602,9.828,9.819,12.009,12.806,13.1,14.649,15.129,14.236,14.534,14.654,14.536,15.77,17.799,18.699,19.66,21.618,21.501,23.406,23.705,25.314,25.673,26.508,26.324,29.234,31.089,32.283,33.291,35.919,32.389,30.614,29.901,28.828,31.982,32.167,31.869,31.152,29.903,31.154,30.795,29.484,28.95,29.664,30.022,29.305,28.233,27.342,28.763,31.081,33.7,36.626,37.998,40.503,41.041,42.767,44.014,46.878,46.166,46.95,48.072,47.952,47.283,45.198,44.911,49.026,48.908,49.564,50.549,57.403,58.372,56.578,54.63,54.744,55.22,57.397,57.695,64.141,59.465,56.306,57.879,58.609,56.119,54.898,57.05,60.449,61.247,62.096,66.993,65.6,65.627,64.639,63.063,64.31,62.839,58.44,58.032,55.98,56.432,53.563,55.252,57.224,60.343,59.11,56.307,56.658,56.049,54.594,52.064,51.657,50.541,52.824,50.985,52.514,52.408,51.695,53.754,57.859,58.063,63.104,67.679,67.82,71.032,75.198,73.295,75.335,79.656,83.973,79.954,81.099,79.282,81.358,85.998,88.306,88.944,91.16,95.029,98.519,103.183,106.455,110.761,107.68,93.21,92.438,97.743,103.361,107.032,101.612,95.028,94.093,99.159,101.038,106,104.492,100.638,99.221,97.296,95.802,100.039,101.97,100.522,101.519,105.685,107.439,107.742
"155","147","        Less: Personal remittances in kind to nonresidents","DREMRG3",22.74,22.718,22.858,22.902,22.846,23.044,22.988,23.091,23.119,23.109,23.159,23.159,23.234,23.297,23.352,23.395,23.412,23.473,23.6,23.644,23.722,23.725,23.774,23.873,23.91,24.057,24.094,24.222,24.428,24.614,24.751,24.87,24.869,25.004,25.22,25.431,25.72,25.929,26.132,26.42,26.657,27.128,27.396,27.807,28.107,28.418,28.618,28.947,29.144,29.464,29.641,29.821,30.065,30.195,30.506,30.816,31.433,32.254,33.036,33.877,35.006,36.027,36.995,38.164,38.884,39.377,40.181,40.794,40.92,41.242,41.724,42.203,42.967,43.644,44.234,44.786,45.383,46.524,47.416,48.294,49.464,51.238,52.809,53.907,55.936,57.301,58.411,59.827,61.607,62.559,63.371,64.002,64.228,64.352,65.293,65.351,65.061,65.79,66.468,66.762,67.453,67.813,67.92,68.18,68.52,68.862,68.686,69.138,68.673,66.828,66.833,66.974,68.096,68.857,69.481,69.885,69.872,70.535,71.371,71.898,72.567,74.157,73.926,74.382,75.956,76.068,77.337,79.275,78.696,78.735,78.674,79.066,79.024,79.387,79.855,80.294,80.393,80.598,80.318,80.767,80.536,80.915,81.806,81.997,82.112,82.678,82.546,82.626,83.342,84.171,84.035,84.845,85.065,84.654,84.583,84.65,84.154,83.938,84,84.03,84.023,84.824,85.555,86.156,87.109,87.749,88.31,88.578,88.804,89.365,88.996,88.001,87.58,88.328,88.507,88.702,89.74,88.469,89.196,89.191,90.195,90.822,91.179,92.752,92.81,93.299,95.726,95.931,95.915,97.004,97.894,95.902,96.87,98.462,99.009,100.691,102.145,103.818,106.064,99.952,97.921,99.102,100.966,102.374,102.875,102.183,102.615,104.131,106.162,108.603,109.431,109.621,110.319,110.359,110.736,111.243,110.968,110.309,110.916,110.699,110.678,111.43
"156","148","Services","DSERRG3",12.151,12.238,12.353,12.461,12.518,12.586,12.67,12.736,12.769,12.825,12.887,12.942,13.02,13.083,13.13,13.172,13.234,13.272,13.316,13.385,13.45,13.518,13.586,13.647,13.704,13.762,13.832,13.919,14.007,14.137,14.267,14.408,14.507,14.612,14.725,14.865,15.042,15.222,15.398,15.585,15.785,16,16.214,16.439,16.661,16.893,17.103,17.356,17.59,17.823,18.073,18.243,18.443,18.596,18.779,18.955,19.114,19.412,19.75,20.121,20.535,21.02,21.508,21.982,22.484,22.857,23.281,23.74,24.134,24.446,24.879,25.306,25.807,26.318,26.826,27.26,27.786,28.345,28.874,29.462,29.876,30.65,31.377,32.128,32.928,33.739,34.609,35.588,36.547,37.285,38.097,38.887,39.589,40.197,41,41.766,42.396,42.767,43.531,43.982,44.544,45.22,45.757,46.148,46.888,47.404,48.029,48.386,49.093,49.489,49.756,50.14,50.333,50.797,51.298,51.863,52.489,53.161,53.861,54.494,55.124,55.709,56.228,56.801,57.458,58.167,58.84,59.428,59.931,60.376,60.968,61.518,62.08,62.58,63.025,63.64,64.172,64.826,65.317,65.707,66.117,66.566,66.96,67.41,67.874,68.397,68.818,69.286,69.633,70.181,70.73,71.303,71.748,72.248,72.653,73.062,73.375,73.741,74.102,74.47,74.818,75.141,75.551,76.107,76.767,77.115,77.749,78.375,79.194,79.712,80.027,80.586,81.009,81.661,82.304,82.901,83.55,84.287,84.864,85.43,86.057,86.726,87.467,87.981,88.771,89.502,90.212,91.249,91.931,92.636,93.364,93.975,94.96,95.563,96.276,97.126,97.878,98.831,99.5,99.578,99.56,99.727,100.048,100.665,101.037,101.518,101.887,102.202,102.61,103.28,103.853,104.353,104.941,105.526,105.973,106.541,107.122,107.641,108.154,108.759,109.39,110.054
"157","149","  Household consumption expenditures (for services)","DHCERG3",11.551,11.629,11.732,11.84,11.914,11.996,12.087,12.153,12.18,12.23,12.285,12.339,12.415,12.476,12.523,12.563,12.621,12.656,12.698,12.766,12.831,12.898,12.963,13.022,13.073,13.126,13.193,13.275,13.358,13.48,13.604,13.738,13.835,13.933,14.042,14.175,14.346,14.519,14.687,14.865,15.052,15.255,15.457,15.673,15.887,16.113,16.316,16.555,16.776,16.999,17.237,17.4,17.592,17.739,17.911,18.075,18.235,18.512,18.819,19.173,19.553,19.996,20.465,20.918,21.391,21.751,22.144,22.592,22.96,23.269,23.694,24.097,24.564,25.067,25.541,25.958,26.463,27.001,27.497,28.068,28.454,29.191,29.865,30.58,31.345,32.106,32.975,33.921,34.847,35.533,36.346,37.138,37.859,38.487,39.292,40.079,40.75,41.119,41.906,42.385,42.951,43.625,44.18,44.593,45.336,45.862,46.48,46.813,47.547,47.982,48.264,48.657,48.853,49.327,49.82,50.388,51.018,51.702,52.417,53.069,53.729,54.359,54.932,55.568,56.242,57.01,57.743,58.37,58.934,59.394,60.041,60.644,61.286,61.85,62.338,63.024,63.602,64.269,64.798,65.196,65.624,66.081,66.473,66.912,67.424,67.954,68.375,68.862,69.214,69.748,70.3,70.867,71.294,71.803,72.177,72.542,72.819,73.147,73.492,73.869,74.22,74.517,74.894,75.416,76.084,76.365,77.013,77.608,78.389,78.897,79.206,79.809,80.215,80.87,81.567,82.213,82.905,83.707,84.312,84.907,85.608,86.277,87.031,87.581,88.36,89.095,89.798,90.857,91.557,92.283,93.055,93.684,94.656,95.281,95.996,96.916,97.669,98.633,99.318,99.451,99.51,99.708,100.047,100.734,101.134,101.651,102.011,102.317,102.731,103.424,104.022,104.537,105.154,105.771,106.275,106.815,107.434,107.88,108.418,109.053,109.648,110.331
"158","150","    Housing and utilities","DHUTRG3",13.618,13.712,13.787,13.878,13.928,13.972,14.039,14.091,14.122,14.192,14.228,14.236,14.298,14.32,14.378,14.392,14.45,14.488,14.502,14.56,14.571,14.613,14.655,14.675,14.701,14.732,14.763,14.817,14.88,14.936,14.962,15.05,15.125,15.173,15.239,15.322,15.411,15.515,15.605,15.719,15.831,15.967,16.14,16.306,16.476,16.644,16.839,17.084,17.313,17.533,17.747,17.882,18.055,18.188,18.365,18.537,18.798,19.001,19.192,19.438,19.719,19.984,20.284,20.669,21.216,21.547,21.886,22.351,22.737,23.07,23.475,24.015,24.652,25.143,25.653,26.114,26.501,26.968,27.359,27.903,28.375,28.903,29.685,30.558,31.196,31.981,32.869,33.781,34.632,35.513,36.538,37.465,38.281,38.917,39.667,40.577,41.178,41.723,42.102,42.624,43.079,43.729,44.437,44.911,45.45,46.093,46.668,47.225,47.857,48.434,48.836,49.131,49.567,50.096,50.527,51.052,51.575,51.985,52.548,53.103,53.56,54.085,54.677,55.318,55.838,56.472,57.206,57.579,58.152,58.44,58.743,59.294,59.731,60.112,60.422,60.913,61.351,61.91,62.267,62.619,63.096,63.487,63.803,64.169,64.677,65.111,65.563,66.088,66.601,67.09,67.531,67.948,68.514,68.838,69.331,69.821,70.065,70.554,70.984,71.418,71.811,72.183,72.637,73.125,73.797,74.403,75.231,76.109,77.463,78.141,78.68,79.157,79.777,80.366,80.873,81.529,82.37,83.011,83.442,83.906,84.48,85.182,85.933,86.469,87.154,87.924,88.815,90.311,91.139,91.747,92.733,93.487,94.512,95.219,95.739,96.581,97.331,98.626,99.71,99.81,100.061,99.988,99.944,100.006,100.068,100.172,100.311,100.444,100.864,101.364,101.956,102.425,102.771,103.217,103.701,104.461,105.071,105.881,106.431,107.164,108.233,109.002
"159","151","      Housing","DHSGRG3",14.329,14.425,14.483,14.568,14.606,14.639,14.71,14.77,14.799,14.877,14.928,14.934,15.01,15.035,15.098,15.121,15.187,15.234,15.261,15.325,15.354,15.385,15.432,15.458,15.496,15.543,15.575,15.625,15.702,15.764,15.801,15.914,16,16.057,16.123,16.215,16.319,16.441,16.544,16.672,16.794,16.937,17.125,17.299,17.487,17.665,17.846,18.069,18.289,18.512,18.714,18.853,19.027,19.162,19.345,19.515,19.778,19.974,20.175,20.398,20.539,20.667,20.892,21.238,21.689,22.001,22.319,22.722,23.085,23.388,23.791,24.271,24.871,25.398,25.891,26.341,26.731,27.131,27.558,28.113,28.553,29.058,29.767,30.61,31.113,31.727,32.52,33.467,34.228,35.009,35.905,36.804,37.464,37.982,38.735,39.448,39.985,40.533,40.96,41.386,41.891,42.562,43.19,43.704,44.317,45.037,45.774,46.452,47.147,47.891,48.362,48.927,49.427,50.041,50.452,51.15,51.789,52.225,52.781,53.298,53.816,54.363,54.973,55.669,56.194,56.942,57.817,58.154,58.558,58.903,59.177,59.707,60.204,60.561,60.819,61.233,61.758,62.224,62.532,62.919,63.461,63.935,64.302,64.748,65.284,65.826,66.339,66.921,67.41,67.858,68.34,68.769,69.225,69.737,70.276,70.781,71.334,71.918,72.526,73.104,73.54,73.989,74.441,74.921,75.635,76.179,76.8,77.483,78.215,79.088,79.956,80.913,81.743,82.442,83.063,83.673,84.235,84.536,84.983,85.558,86.059,86.737,87.311,87.755,88.398,88.928,89.476,90.053,90.794,91.828,92.898,93.844,94.687,95.286,95.913,96.731,97.382,97.949,98.544,99.138,99.68,100.117,100.172,100.031,99.918,99.945,100.075,100.293,100.676,101.051,101.652,102.217,102.776,103.341,103.919,104.566,105.134,105.762,106.438,107.171,107.888,108.638
"160","152","        Rental of tenant-occupied nonfarm housing (20)","DTENRG3",14.018,14.095,14.135,14.212,14.255,14.295,14.335,14.413,14.435,14.494,14.554,14.556,14.633,14.655,14.733,14.734,14.793,14.852,14.854,14.913,14.913,14.953,15.014,15.053,15.092,15.094,15.153,15.212,15.254,15.332,15.352,15.471,15.513,15.592,15.652,15.714,15.834,15.951,16.053,16.173,16.273,16.412,16.591,16.771,16.93,17.11,17.271,17.51,17.711,17.93,18.088,18.23,18.388,18.55,18.688,18.848,19.108,19.327,19.545,19.764,19.865,19.984,20.205,20.564,21.004,21.323,21.642,22.042,22.4,22.699,23.099,23.56,24.14,24.658,25.157,25.597,25.973,26.335,26.751,27.309,27.73,28.231,28.93,29.749,30.252,30.833,31.633,32.572,33.311,34.088,34.984,35.883,36.494,37.08,37.767,38.429,39.048,39.537,40.007,40.477,41.023,41.744,42.35,42.97,43.667,44.434,45.122,45.943,46.518,47.392,47.937,48.497,49.022,49.403,49.968,50.512,51.091,51.502,51.978,52.441,53.002,53.513,54.066,54.685,55.235,55.852,56.498,57.045,57.576,58.059,58.436,58.859,59.332,59.663,59.92,60.31,60.768,61.129,61.412,61.775,62.217,62.569,62.893,63.285,63.678,64.064,64.404,64.796,65.228,65.652,66.151,66.547,66.988,67.504,68.017,68.511,68.984,69.494,70.113,70.671,71.104,71.584,72.072,72.676,73.389,73.972,74.719,75.479,76.281,77.178,78.053,78.922,79.718,80.287,80.827,81.423,82.071,82.579,83.084,83.495,83.978,84.633,85.259,85.737,86.458,87.131,87.793,88.446,89.133,90.019,91.053,92.101,93.135,94.008,94.774,95.749,96.538,97.337,98.297,99.112,99.726,100.159,100.171,99.944,99.919,100.031,100.188,100.4,100.902,101.348,102.054,102.847,103.515,104.155,104.812,105.65,106.305,107.008,107.775,108.465,109.211,110.128
"161","153","          Tenant-occupied mobile homes","DTMHRG3",13.631,14.122,14.075,14.026,13.947,14.303,14.263,14.031,14.24,14.421,14.56,14.658,14.382,14.598,14.694,14.437,14.717,14.676,14.731,14.696,14.577,14.835,15.034,14.837,14.975,14.955,14.992,15.09,15.113,15.113,15.131,15.27,15.232,15.331,15.509,15.666,15.705,15.685,15.883,15.983,16.101,16.239,16.397,16.596,16.733,16.891,17.108,17.286,17.581,17.74,17.838,18.017,18.175,18.253,18.55,18.709,18.946,19.123,19.281,19.539,19.657,19.776,20.013,20.349,20.783,21.08,21.376,21.81,22.126,22.422,22.837,23.311,23.904,24.398,24.891,25.346,25.662,26.117,26.453,26.987,27.441,27.955,28.626,29.395,29.948,30.519,31.351,32.28,33.011,33.742,34.592,35.501,36.052,36.636,37.313,37.964,38.579,39.062,39.522,39.982,40.521,41.233,41.829,42.437,43.126,43.885,44.563,45.377,45.952,46.822,47.359,47.913,48.433,48.811,49.366,49.903,50.479,50.885,51.355,51.811,52.365,52.868,53.415,54.025,54.568,55.178,55.814,56.355,56.883,57.359,57.731,58.149,58.617,58.944,59.199,59.579,60.036,60.391,60.67,61.027,61.46,61.808,62.125,62.512,62.925,63.33,63.684,64.079,64.514,64.946,65.445,65.84,66.286,66.835,67.36,67.869,68.342,68.887,69.513,70.092,70.547,71.056,71.553,72.156,72.893,73.483,74.26,75.051,75.855,76.779,77.663,78.546,79.363,79.966,80.529,81.131,81.814,82.364,82.886,83.328,83.837,84.521,85.19,85.686,86.356,87.012,87.681,88.351,89.02,89.917,90.949,91.981,93.031,93.897,94.682,95.666,96.492,97.292,98.24,99.063,99.675,100.129,100.201,99.992,99.976,100.119,100.285,100.538,101.074,101.51,102.183,102.981,103.603,104.251,104.934,105.775,106.45,107.194,108.01,108.735,109.495,110.504
"162","154","          Tenant-occupied stationary homes","DTSPRG3",13.845,13.924,13.963,14.042,14.082,14.121,14.161,14.24,14.259,14.318,14.378,14.378,14.456,14.476,14.555,14.555,14.614,14.673,14.673,14.733,14.733,14.772,14.831,14.871,14.91,14.91,14.969,15.028,15.068,15.147,15.167,15.285,15.324,15.403,15.462,15.522,15.64,15.758,15.857,15.975,16.074,16.212,16.389,16.567,16.725,16.902,17.06,17.297,17.494,17.711,17.869,18.007,18.164,18.322,18.46,18.618,18.874,19.091,19.308,19.525,19.624,19.742,19.959,20.314,20.748,21.064,21.379,21.774,22.129,22.424,22.819,23.273,23.844,24.357,24.85,25.284,25.659,26.014,26.428,26.98,27.394,27.888,28.578,29.386,29.88,30.452,31.241,32.168,32.897,33.667,34.554,35.442,36.05,36.634,37.312,37.963,38.577,39.061,39.522,39.982,40.521,41.233,41.829,42.438,43.127,43.885,44.563,45.376,45.951,46.821,47.358,47.912,48.432,48.811,49.365,49.902,50.479,50.884,51.353,51.81,52.364,52.867,53.413,54.023,54.566,55.176,55.812,56.355,56.882,57.358,57.729,58.148,58.615,58.943,59.198,59.578,60.035,60.39,60.669,61.026,61.459,61.807,62.124,62.511,62.924,63.329,63.683,64.078,64.513,64.945,65.445,65.84,66.285,66.835,67.359,67.869,68.342,68.887,69.513,70.092,70.547,71.056,71.552,72.154,72.891,73.481,74.258,75.048,75.852,76.776,77.66,78.544,79.362,79.964,80.527,81.129,81.813,82.362,82.885,83.327,83.836,84.52,85.189,85.685,86.355,87.011,87.681,88.351,89.021,89.919,90.951,91.983,93.033,93.898,94.682,95.668,96.493,97.293,98.242,99.064,99.675,100.128,100.2,99.991,99.974,100.117,100.283,100.537,101.073,101.509,102.182,102.979,103.601,104.25,104.933,105.774,106.449,107.193,108.009,108.734,109.494,110.503
"163","155","          Tenant landlord durables","DTLDRG3",22.448,22.462,22.525,22.563,22.733,22.761,22.868,22.959,23.039,23.1,23.195,23.233,23.304,23.385,23.434,23.527,23.554,23.617,23.684,23.757,23.791,23.826,23.904,23.999,23.992,24.101,24.184,24.212,24.366,24.406,24.471,24.608,24.788,24.866,24.94,25.07,25.263,25.382,25.576,25.783,25.965,26.144,26.424,26.713,26.953,27.254,27.517,27.915,28.24,28.564,28.78,29.092,29.282,29.71,29.717,30.006,30.487,30.834,31.117,31.431,31.667,31.832,32.215,32.763,33.472,33.948,34.487,35.123,35.689,36.161,36.768,37.553,38.466,39.286,40.072,40.795,41.348,41.992,42.612,43.495,44.173,45.009,46.115,47.393,48.229,49.147,50.418,51.907,53.127,54.329,55.744,57.212,58.108,58.822,60.044,61.204,62.069,62.757,63.621,64.544,65.288,66.376,67.343,68.466,69.424,70.571,71.83,73.209,74.012,75.297,76.383,77.279,77.988,78.469,79.619,80.58,81.224,81.9,82.747,83.519,84.358,85.261,86.109,87.174,88.049,89.016,90.147,90.976,91.766,92.655,93.324,93.974,94.695,95.175,95.494,96.439,96.996,97.682,98.167,98.796,99.659,100.11,100.835,101.473,100.567,99.812,99.346,99.586,99.899,99.855,100.279,100.643,100.745,99.256,99.058,98.656,99.132,97.728,97.932,97.398,96.687,95.642,95.74,96.361,95.812,96.007,95.216,94.382,95.079,94.645,95.125,95.384,95.333,94.451,93.993,94.254,93.239,91.867,91.54,90.526,89.839,89.251,88.073,87.844,90.692,91.996,92.283,92.12,93.274,93.567,94.615,96.38,96.875,98.228,98.255,98.778,98.025,98.764,100.254,100.896,101.785,101.468,98.873,97.848,97.433,96.029,95.668,93.703,92.353,93.23,95.568,96.222,99.385,99.7,99.148,99.87,99.479,98.067,96.288,95.208,95.201,91.294
"164","156","        Imputed rental of owner-occupied nonfarm housing (21)","DOWNRG3",14.495,14.577,14.619,14.7,14.742,14.781,14.863,14.904,14.925,15.006,15.047,15.048,15.13,15.15,15.211,15.231,15.293,15.334,15.355,15.416,15.457,15.477,15.518,15.539,15.58,15.641,15.662,15.703,15.785,15.846,15.867,15.969,16.072,16.112,16.174,16.276,16.378,16.502,16.605,16.728,16.851,16.975,17.158,17.322,17.506,17.689,17.874,18.08,18.306,18.531,18.734,18.857,19.04,19.164,19.347,19.491,19.778,19.984,20.19,20.415,20.558,20.68,20.906,21.255,21.725,22.051,22.38,22.79,23.158,23.466,23.875,24.365,24.979,25.513,26.005,26.457,26.847,27.258,27.689,28.243,28.694,29.205,29.922,30.779,31.29,31.924,32.722,33.682,34.458,35.256,36.174,37.096,37.809,38.327,39.127,39.876,40.385,40.965,41.383,41.801,42.301,42.964,43.612,44.101,44.7,45.421,46.195,46.837,47.601,48.313,48.771,49.352,49.853,50.565,50.917,51.672,52.323,52.761,53.34,53.872,54.371,54.928,55.556,56.279,56.796,57.592,58.55,58.803,59.149,59.436,59.667,60.229,60.735,61.093,61.336,61.741,62.265,62.745,63.036,63.409,63.96,64.459,64.828,65.286,65.88,66.475,67.047,67.693,68.189,68.649,69.135,69.593,70.086,70.618,71.185,71.708,72.29,72.898,73.505,74.09,74.529,74.97,75.411,75.854,76.57,77.104,77.689,78.351,79.064,79.934,80.803,81.789,82.632,83.372,84.021,84.645,85.191,85.425,85.829,86.401,86.844,87.469,87.976,88.366,88.951,89.418,89.923,90.48,91.245,92.321,93.398,94.307,95.082,95.595,96.184,96.968,97.599,98.116,98.619,99.154,99.675,100.109,100.17,100.047,99.894,99.881,99.986,100.186,100.506,100.836,101.388,101.87,102.391,102.924,103.463,104.028,104.542,105.127,105.759,106.498,107.203,107.896
"165","157","          Owner-occupied mobile homes","DOMHRG3",14.474,14.535,14.638,14.72,14.801,14.76,14.822,14.903,14.945,15.006,15.006,15.067,15.19,15.149,15.19,15.21,15.272,15.313,15.374,15.415,15.456,15.477,15.518,15.579,15.6,15.641,15.681,15.702,15.784,15.825,15.866,15.968,16.091,16.091,16.173,16.255,16.357,16.501,16.623,16.726,16.849,16.992,17.135,17.32,17.504,17.667,17.872,18.098,18.323,18.548,18.691,18.814,18.998,19.163,19.305,19.47,19.756,19.961,20.186,20.411,20.554,20.657,20.902,21.27,21.741,22.048,22.396,22.805,23.153,23.481,23.87,24.342,24.956,25.509,26,26.471,26.839,27.249,27.679,28.252,28.722,29.213,29.95,30.769,31.28,31.915,32.736,33.679,34.437,35.255,36.114,37.074,37.807,38.326,39.126,39.874,40.382,40.96,41.378,41.795,42.295,42.957,43.605,44.094,44.693,45.414,46.188,46.831,47.596,48.308,48.765,49.346,49.846,50.557,50.909,51.664,52.316,52.754,53.334,53.866,54.365,54.923,55.551,56.274,56.791,57.587,58.546,58.799,59.146,59.433,59.664,60.226,60.732,61.09,61.333,61.738,62.261,62.741,63.032,63.404,63.955,64.453,64.823,65.28,65.874,66.47,67.042,67.688,68.186,68.646,69.132,69.589,70.081,70.613,71.178,71.701,72.283,72.891,73.498,74.084,74.524,74.965,75.407,75.849,76.563,77.097,77.682,78.345,79.06,79.929,80.798,81.784,82.628,83.369,84.019,84.642,85.188,85.422,85.825,86.396,86.838,87.461,87.968,88.358,88.942,89.41,89.916,90.474,91.239,92.317,93.396,94.305,95.081,95.595,96.183,96.967,97.597,98.115,98.618,99.154,99.675,100.109,100.171,100.048,99.896,99.882,99.987,100.187,100.507,100.837,101.389,101.871,102.392,102.924,103.462,104.026,104.54,105.125,105.757,106.496,107.201,107.894
"166","158","          Owner-occupied stationary homes","DOSTRG3",14.494,14.576,14.617,14.699,14.74,14.781,14.862,14.903,14.924,15.006,15.047,15.047,15.129,15.149,15.211,15.231,15.292,15.333,15.354,15.415,15.456,15.477,15.518,15.538,15.579,15.64,15.661,15.702,15.784,15.845,15.866,15.968,16.07,16.111,16.173,16.275,16.377,16.5,16.603,16.725,16.848,16.971,17.155,17.319,17.503,17.688,17.872,18.077,18.302,18.527,18.732,18.855,19.039,19.162,19.346,19.489,19.776,19.981,20.185,20.411,20.554,20.677,20.902,21.25,21.721,22.048,22.376,22.785,23.154,23.461,23.87,24.362,24.976,25.508,25.999,26.45,26.839,27.249,27.678,28.231,28.681,29.193,29.91,30.769,31.281,31.916,32.714,33.676,34.454,35.253,36.174,37.095,37.807,38.326,39.125,39.874,40.381,40.96,41.377,41.795,42.294,42.956,43.605,44.094,44.692,45.413,46.188,46.83,47.595,48.308,48.765,49.345,49.845,50.557,50.909,51.664,52.316,52.754,53.334,53.865,54.365,54.922,55.551,56.274,56.79,57.587,58.545,58.799,59.145,59.432,59.663,60.226,60.732,61.089,61.332,61.737,62.261,62.741,63.032,63.404,63.955,64.453,64.822,65.28,65.874,66.469,67.041,67.687,68.185,68.645,69.131,69.588,70.081,70.612,71.178,71.7,72.282,72.89,73.498,74.084,74.523,74.965,75.406,75.848,76.562,77.095,77.68,78.342,79.057,79.927,80.797,81.784,82.628,83.369,84.019,84.642,85.188,85.421,85.824,86.396,86.837,87.461,87.968,88.357,88.942,89.41,89.916,90.475,91.241,92.319,93.397,94.306,95.081,95.595,96.184,96.967,97.597,98.114,98.617,99.153,99.674,100.108,100.17,100.047,99.894,99.881,99.986,100.186,100.506,100.836,101.387,101.87,102.39,102.923,103.461,104.026,104.54,105.124,105.757,106.495,107.201,107.893
